# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=-
# sample_rates: gpu_busy_percent_period_ns=20000000 pp_dpm_period_ns=200000000 temp1_input_period_ns=200000000 meminfo_period_ns=2000000000 vmstat_period_ns=2000000000
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3407313 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
# meminfo monotonic_ns=390165381980448 mem_available_kb=21672208 pswpin=0
390165381980448	400	933	unavailable	0	unavailable	494418
390165402049625	400	933	unavailable	0	unavailable	45665
390165422042738	400	933	unavailable	0	unavailable	38222
390165443025719	400	933	unavailable	0	unavailable	47078
# mark name=bench_start monotonic_ns=390165443085962
390165462038052	400	933	unavailable	0	unavailable	47179
390165483030331	400	933	unavailable	0	unavailable	62057
390165502017196	400	933	unavailable	0	unavailable	620014
390165522020740	400	933	unavailable	0	unavailable	162745
390165542011930	400	933	unavailable	0	unavailable	43441
390165562016615	400	933	unavailable	0	unavailable	41328
390165582035457	400	933	unavailable	0	unavailable	315031
390165602015346	400	933	unavailable	1	unavailable	42079
390165622178629	400	933	unavailable	0	unavailable	43442
390165642010400	400	933	unavailable	0	unavailable	402345
390165662022670	400	933	unavailable	0	unavailable	42209
390165682166626	400	933	unavailable	0	unavailable	39895
390165703024804	400	933	unavailable	0	unavailable	50074
390165722044581	400	933	unavailable	0	unavailable	45615
390165743015940	400	933	unavailable	0	unavailable	85601
390165762018285	400	933	unavailable	0	unavailable	619162
390165782015907	400	933	unavailable	0	unavailable	210405
390165802102406	400	933	unavailable	0	unavailable	43421
390165822895481	400	933	unavailable	0	unavailable	42690
390165842026547	400	933	unavailable	0	unavailable	267331
390165862056830	400	933	unavailable	0	unavailable	47669
390165882338936	400	933	unavailable	0	unavailable	487575
390165903085754	400	933	unavailable	0	unavailable	43522
390165922028527	400	933	unavailable	0	unavailable	45726
390165942054993	400	933	unavailable	0	unavailable	44944
390165964101821	400	933	unavailable	0	unavailable	45025
390165986029025	400	933	unavailable	0	unavailable	542839
390166005045456	400	933	unavailable	0	unavailable	46737
390166030026711	400	933	unavailable	0	unavailable	74470
390166042027555	400	933	unavailable	0	unavailable	97022
390166062025818	400	933	unavailable	0	unavailable	43632
390166082029562	400	933	unavailable	0	unavailable	42480
390166102034999	400	933	unavailable	0	unavailable	205676
390166122036809	400	933	unavailable	0	unavailable	46317
390166142025955	400	933	unavailable	0	unavailable	49172
390166162027084	400	933	unavailable	0	unavailable	327845
390166182025548	400	933	unavailable	0	unavailable	87504
390166202021597	400	933	unavailable	0	unavailable	52829
