block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
32	1234	1242	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
33	1244	1245	-	2	1	0	0	1	0	1	0	0	-	-
34	1247	1248	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
35	1250	1257	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
36	1259	1259	-	1	0	0	0	1	0	0	0	0	-	-
37	1261	1264	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
38	1266	1274	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
39	1276	1277	-	2	1	0	0	1	0	1	0	0	-	-
40	1279	1280	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	1282	1289	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
42	1291	1291	-	1	0	0	0	1	0	0	0	0	-	-
43	1293	1296	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
44	1298	1305	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
45	1307	1307	-	1	1	0	0	0	0	1	0	0	-	-
46	1309	1310	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
47	1312	1317	-	6	1	0	0	3	2	1	0	1	-	0,0
48	1319	1321	s_branch	3	0	1	0	2	0	0	0	0	-	-
49	1323	1324	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
50	1326	1329	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
51	1331	1394	s_branch	64	15	0	0	49	0	5	0	0	-	-
52	1396	1396	-	1	0	0	0	1	0	0	0	0	-	-
53	1398	1419	-	22	15	0	0	7	0	4	0	0	-	-
54	1421	1422	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
55	1424	1427	s_cbranch_scc0	4	2	0	0	2	0	2	0	0	-	-
56	1429	1561	s_cbranch_scc0	133	93	9	3	17	11	21	9	3	8,7,6,5,4,3,2,1,0	0,0
57	1563	1673	s_cbranch_scc0	111	86	5	3	11	6	21	5	3	4,3,2,1,0	0
58	1675	1782	s_cbranch_scc0	108	84	5	3	10	6	21	5	3	4,3,2,1,0	0
59	1784	1891	-	108	84	5	3	10	6	21	5	3	4,3,2,1,0	0
60	1894	1895	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
61	1897	1918	s_branch	22	9	1	1	10	1	6	1	0	0	-
62	1920	1921	s_branch	2	0	0	0	2	0	0	0	0	-	-
63	1923	1923	-	1	0	0	0	1	0	0	0	0	-	-
64	1925	1926	s_branch	2	0	0	0	2	0	0	0	0	-	-
65	1928	1932	s_cbranch_scc0	5	2	0	0	3	0	2	0	0	-	-
66	1934	1937	s_cbranch_execz	4	1	0	0	3	0	1	0	0	-	-
67	1939	1957	-	19	9	1	1	6	2	6	1	1	0	0
68	1959	1960	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
69	1962	2079	-	118	88	8	2	10	10	21	8	2	7,6,5,4,3,2,1,0	0,0
70	2081	2083	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
71	2085	2090	s_cbranch_execz	6	0	0	0	6	0	0	0	0	-	-
72	2092	2110	-	19	9	1	1	6	2	6	1	1	0	0
73	2112	2113	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
74	2115	2232	-	118	88	8	2	10	10	21	8	2	7,6,5,4,3,2,1,0	0,0
75	2234	2236	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
76	2238	2242	s_cbranch_execz	5	0	0	0	5	0	0	0	0	-	-
77	2244	2262	-	19	9	1	1	6	2	6	1	1	0	0
78	2264	2265	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
79	2267	2384	-	118	88	8	2	10	10	21	8	2	7,6,5,4,3,2,1,0	0,0
80	2386	2388	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
81	2390	2394	s_cbranch_execz	5	0	0	0	5	0	0	0	0	-	-
82	2396	2414	-	19	9	1	1	6	2	6	1	1	0	0
83	2416	2417	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
84	2419	2536	-	118	88	8	2	10	10	21	8	2	7,6,5,4,3,2,1,0	0,0
85	2538	2540	-	3	0	0	0	3	0	0	0	0	-	-
86	2543	2544	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
87	2546	2552	s_cbranch_execz	7	0	0	0	7	0	0	0	0	-	-
88	2554	2571	-	18	9	1	1	5	2	6	1	1	0	0
89	2573	2577	s_branch	5	0	0	0	5	0	0	0	0	-	-
90	2579	2579	-	1	0	0	0	1	0	0	0	0	-	-
91	2581	2598	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
92	2600	2617	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
93	2619	2636	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
94	2638	2654	-	17	9	0	0	8	0	8	0	0	-	-
95	2656	2656	-	1	1	0	0	0	0	1	0	0	-	-
96	2658	2658	-	1	1	0	0	0	0	1	0	0	-	-
97	2660	2660	-	1	1	0	0	0	0	1	0	0	-	-
98	2662	2664	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
99	2666	2667	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
100	2669	2680	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
101	2682	2682	-	1	0	0	0	1	0	0	0	0	-	-
102	2684	2685	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
103	2687	2698	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
104	2700	2700	-	1	0	0	0	1	0	0	0	0	-	-
105	2702	2711	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
106	2713	2714	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
107	2716	2723	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
108	2725	2725	-	1	0	0	0	1	0	0	0	0	-	-
109	2727	2728	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
110	2730	2737	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
111	2739	2739	-	1	0	0	0	1	0	0	0	0	-	-
112	2741	2744	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
113	2746	2747	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
114	2749	2756	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
115	2758	2758	-	1	0	0	0	1	0	0	0	0	-	-
116	2760	2761	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
117	2763	2770	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
118	2772	2772	-	1	0	0	0	1	0	0	0	0	-	-
119	2774	2777	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
120	2779	2780	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
121	2782	2787	-	6	1	0	0	3	2	1	0	1	-	0,0
122	2789	2790	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
123	2792	2797	-	6	1	0	0	3	2	1	0	1	-	0,0
124	2799	2800	-	2	0	1	0	1	0	0	0	0	-	-
125	2802	2802	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
