# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3864168 nice=19 cpu_affinity=0,1 sampler_format=native-fresh-v1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
807224951120808	400	933	unavailable	0	58000	239790
807224971083984	400	933	unavailable	0	58000	325439
807224991093445	400	933	unavailable	0	58000	750607
807225011087468	400	933	unavailable	0	58000	316704
807225031092432	400	933	unavailable	0	58000	470090
807225051087597	400	933	unavailable	0	58000	1019760
807225071100936	400	933	unavailable	0	58000	499726
807225091099988	400	933	unavailable	0	58000	484448
807225111093821	400	933	unavailable	0	58000	892883
807225131096380	420	933	unavailable	11	58000	614070
807225151081065	492	933	unavailable	26	58000	252243
807225171090557	572	933	unavailable	40	58000	1030691
807225191094629	659	933	unavailable	51	58000	976449
807225211110192	733	933	unavailable	60	58000	523010
807225231107141	812	933	unavailable	67	58000	1097716
807225251099511	900	933	unavailable	73	58000	1006465
807225271105586	971	933	unavailable	78	58000	498223
807225291101252	1050	933	unavailable	82	58000	447278
807225311106045	1100	933	unavailable	85	58000	996918
807225331101641	1100	933	unavailable	88	58000	529933
807225351085104	1100	933	unavailable	90	58000	387356
807225371095738	1100	933	unavailable	92	57000	1135257
807225391094260	1100	933	unavailable	93	57000	634308
807225411098702	1100	933	unavailable	94	57000	447639
807225431097725	1100	933	unavailable	95	57000	1132721
807225451088421	1100	933	unavailable	96	57000	741379
807225471181149	1100	933	unavailable	97	57000	467636
807225491098659	1100	933	unavailable	97	57000	1137901
807225511102169	1100	933	unavailable	98	57000	919874
807225531096132	1100	933	unavailable	98	57000	520455
807225551098651	1100	933	unavailable	98	57000	530304
807225571102202	1100	933	unavailable	98	57000	1038545
807225591124959	1100	933	unavailable	99	57000	631362
807225611100056	1100	933	unavailable	99	57000	458339
807225631098918	1100	933	unavailable	99	57000	1151227
807225651083263	1100	933	unavailable	99	57000	648845
807225671130385	1100	933	unavailable	99	57000	489077
807225691092058	1100	933	unavailable	99	57000	1018217
807225711119764	1100	933	unavailable	99	57000	735888
807225731110811	1100	933	unavailable	99	57000	432170
807225751122928	1100	933	unavailable	99	57000	1070175
807225771123403	1100	933	unavailable	99	57000	837268
807225791098661	1100	933	unavailable	98	57000	506118
807225811095609	1100	933	unavailable	98	57000	372137
807225831093128	1100	933	unavailable	98	57000	1053744
807225851097561	1100	933	unavailable	98	57000	549619
807225871129996	1100	933	unavailable	99	57000	478827
807225891128908	1100	933	unavailable	99	57000	1125028
807225911123182	1100	933	unavailable	99	57000	640820
807225931122815	1100	933	unavailable	99	57000	457617
807225951307866	1100	933	unavailable	99	57000	1071316
807225971135206	1100	933	unavailable	99	57000	729437
807225992293310	1100	933	unavailable	99	57000	457056
807226011090671	1100	933	unavailable	99	57000	320801
807226031093280	1100	933	unavailable	99	57000	1010393
807226051091772	1100	933	unavailable	99	58000	500217
807226071115861	1100	933	unavailable	99	58000	1239682
807226091099193	1100	933	unavailable	99	58000	1006876
807226111084280	1100	933	unavailable	99	58000	521798
807226131095215	1100	933	unavailable	99	58000	509204
807226151087463	1100	933	unavailable	99	58000	1026674
807226171096115	1100	933	unavailable	99	58000	637955
807226191097100	1100	933	unavailable	99	58000	436358
807226211085403	1100	933	unavailable	99	58000	998861
807226231093703	1100	933	unavailable	99	58000	760083
807226251098335	1100	933	unavailable	99	58000	487083
807226271104370	1100	933	unavailable	99	58000	1082739
807226291105817	1100	933	unavailable	99	58000	879738
807226311087247	1100	933	unavailable	99	58000	413063
807226331107328	1100	933	unavailable	99	58000	461294
807226351086964	1100	933	unavailable	99	58000	981088
807226371092719	1100	933	unavailable	99	58000	497472
807226391098895	1100	933	unavailable	98	58000	564427
807226411089070	1100	933	unavailable	98	58000	1234533
807226431088293	1100	933	unavailable	98	58000	638667
807226451094819	1100	933	unavailable	99	58000	507341
807226471095285	1100	933	unavailable	99	58000	1148050
807226491107332	1100	933	unavailable	99	58000	781193
807226511089773	1100	933	unavailable	99	58000	464400
807226531088795	1100	933	unavailable	99	58000	1109208
807226551085533	1100	933	unavailable	99	58000	856044
807226571103621	1100	933	unavailable	99	58000	448470
807226591095750	1100	933	unavailable	99	58000	448921
807226611087198	1100	933	unavailable	99	58000	1012807
807226631097071	1100	933	unavailable	99	58000	515335
807226651098798	1100	933	unavailable	99	58000	457146
807226671113720	1100	933	unavailable	99	58000	1135206
807226691117030	1100	933	unavailable	99	58000	705983
807226711110052	1100	933	unavailable	99	58000	607839
807226731095408	1100	933	unavailable	99	58000	1015553
807226751388402	1100	933	unavailable	99	58000	777477
807226771113691	1100	933	unavailable	99	58000	599513
807226791097195	1100	933	unavailable	99	58000	1069032
807226811137584	1100	933	unavailable	99	58000	1014821
807226831094047	1100	933	unavailable	99	58000	366146
807226851096325	1100	933	unavailable	99	58000	436548
807226871385711	1100	933	unavailable	99	58000	709499
807226891119056	1100	933	unavailable	99	58000	490930
807226911096137	1100	933	unavailable	99	58000	442309
807226931090000	1100	933	unavailable	99	58000	1101824
807226951089804	1100	933	unavailable	99	58000	619751
807226971106349	1083	933	unavailable	97	58000	534631
807226991104009	1100	933	unavailable	98	58000	1147148
807227011095917	1100	933	unavailable	98	58000	774832
807227031101742	1100	933	unavailable	98	58000	454382
807227051104452	1100	933	unavailable	99	58000	1074021
807227071100458	1100	933	unavailable	99	58000	883796
807227091104791	1100	933	unavailable	99	58000	558876
807227111113581	1100	933	unavailable	99	58000	1180552
807227131091424	1100	933	unavailable	99	58000	989924
807227151086318	1100	933	unavailable	99	58000	590917
807227171087354	1100	933	unavailable	99	58000	439042
807227191089212	1100	933	unavailable	99	58000	1103687
