block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	713	715	s_branch	3	0	1	0	2	0	0	0	0	-	-
36	717	718	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
37	720	723	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
38	725	788	s_branch	64	15	0	0	49	0	5	0	0	-	-
39	790	790	-	1	0	0	0	1	0	0	0	0	-	-
40	792	806	s_cbranch_execz	15	11	0	0	4	0	5	0	0	-	-
41	808	818	s_branch	11	4	0	0	7	0	1	0	0	-	-
42	819	819	-	1	0	0	0	1	0	0	0	0	-	-
43	821	822	-	2	0	0	0	2	0	0	0	0	-	-
44	824	853	s_cbranch_scc0	30	20	4	0	1	5	5	4	0	3,2,1,0	0
45	855	952	s_cbranch_scc0	98	80	5	0	7	6	17	5	1	4,3,2,1,0	0
46	954	1045	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
47	1047	1138	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
48	1140	1230	s_branch	91	76	5	0	5	5	17	5	0	4,3,2,1,0	-
49	1232	1232	-	1	0	0	0	1	0	0	0	0	-	-
50	1234	1236	-	3	2	0	0	1	0	2	0	0	-	-
51	1238	1239	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
52	1241	1241	-	1	0	0	0	1	0	0	0	0	-	-
53	1243	1247	-	5	4	0	0	1	0	1	0	0	-	-
54	1249	1252	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
55	1254	1271	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
56	1273	1290	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
57	1292	1309	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
58	1311	1327	-	17	9	0	0	8	0	8	0	0	-	-
59	1329	1329	-	1	1	0	0	0	0	1	0	0	-	-
60	1331	1331	-	1	1	0	0	0	0	1	0	0	-	-
61	1333	1333	-	1	1	0	0	0	0	1	0	0	-	-
62	1335	1337	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
63	1339	1340	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1342	1353	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
65	1355	1355	-	1	0	0	0	1	0	0	0	0	-	-
66	1357	1358	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1360	1371	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
68	1373	1373	-	1	0	0	0	1	0	0	0	0	-	-
69	1375	1384	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
70	1386	1387	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1389	1396	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1398	1398	-	1	0	0	0	1	0	0	0	0	-	-
73	1400	1401	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1403	1410	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1412	1412	-	1	0	0	0	1	0	0	0	0	-	-
76	1414	1417	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1419	1420	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1422	1429	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
79	1431	1431	-	1	0	0	0	1	0	0	0	0	-	-
80	1433	1434	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
81	1436	1443	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
82	1445	1445	-	1	0	0	0	1	0	0	0	0	-	-
83	1447	1450	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
84	1452	1453	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
85	1455	1460	-	6	1	0	0	3	2	1	0	1	-	0,0
86	1462	1463	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
87	1465	1470	-	6	1	0	0	3	2	1	0	1	-	0,0
88	1472	1473	-	2	0	1	0	1	0	0	0	0	-	-
89	1475	1475	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
