# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3867228 nice=19 cpu_affinity=0,1 sampler_format=native-fresh-v1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
808052916208966	400	933	unavailable	0	66000	850935
808052936205786	400	933	unavailable	0	66000	541235
808052956189993	400	933	unavailable	0	66000	495790
808052976183989	400	933	unavailable	0	66000	1157950
808052996183584	400	933	unavailable	0	66000	779551
808053016170396	400	933	unavailable	0	66000	479809
808053036170573	400	933	unavailable	0	66000	296526
808053056174607	400	933	unavailable	0	66000	796172
808053076161859	400	933	unavailable	0	66000	339817
808053096171454	400	933	unavailable	0	66000	323025
808053118065160	400	933	unavailable	0	66000	633517
808053136176656	428	933	unavailable	12	66000	495519
808053156176312	500	933	unavailable	28	66000	354765
808053176161220	581	933	unavailable	42	66000	985207
808053196175383	666	933	unavailable	52	66000	685846
808053216230704	744	933	unavailable	60	66000	323786
808053237026882	825	933	unavailable	68	66000	346019
808053256177958	900	933	unavailable	74	66000	883155
808053276167214	985	933	unavailable	78	66000	457547
808053296200833	1050	933	unavailable	82	66000	397465
808053316280599	1100	933	unavailable	85	66000	877495
808053336508884	1100	933	unavailable	88	66000	320791
808053356174513	1100	933	unavailable	90	66000	349946
808053376166976	1100	933	unavailable	92	66000	1004803
808053396182060	1100	933	unavailable	93	66000	474570
808053416175745	1100	933	unavailable	94	66000	359654
808053436174770	1100	933	unavailable	95	66000	1032836
808053456180787	1100	933	unavailable	96	66000	599053
808053476171416	1100	933	unavailable	97	66000	351940
808053496167035	1100	933	unavailable	97	66000	350927
808053516168564	1100	933	unavailable	98	66000	943959
808053536174491	1100	933	unavailable	98	66000	472636
808053556183164	1100	933	unavailable	98	66000	1178469
808053576185345	1100	933	unavailable	98	66000	974085
808053596184680	1100	933	unavailable	99	66000	545112
808053616178365	1100	933	unavailable	99	66000	484247
808053636184152	1100	933	unavailable	99	66000	1115310
808053656173849	1100	933	unavailable	99	66000	608691
808053676177803	1100	933	unavailable	99	66000	462126
808053696168742	1100	933	unavailable	99	66000	1096836
808053716178166	1100	933	unavailable	99	66000	694101
808053736179004	1100	933	unavailable	99	66000	489548
808053756175675	1100	933	unavailable	99	66000	1039838
808053776169800	1100	933	unavailable	99	66000	803636
808053796180176	1100	933	unavailable	98	66000	500478
808053816178910	1100	933	unavailable	98	66000	459521
808053836184437	1100	933	unavailable	98	66000	993081
808053856194692	1100	933	unavailable	98	66000	564949
808053876180853	1100	933	unavailable	99	66000	535534
808053896172774	1100	933	unavailable	99	66000	1097567
808053916171398	1100	933	unavailable	99	66000	645520
808053936169490	1100	933	unavailable	99	66000	477535
808053956183413	1100	933	unavailable	99	66000	1102005
808053976170315	1100	933	unavailable	99	66000	704311
808053996184739	1100	933	unavailable	99	66000	568645
808054016180707	1100	933	unavailable	99	66000	1297563
808054036183960	1100	933	unavailable	99	66000	868348
808054056202120	1100	933	unavailable	99	66000	471604
808054076197577	1100	933	unavailable	99	66000	1133495
808054096204067	1100	933	unavailable	99	66000	955401
808054116184887	1100	933	unavailable	99	66000	474009
808054136200784	1100	933	unavailable	99	66000	447248
808054156208715	1100	933	unavailable	99	66000	1070657
808054176648916	1100	933	unavailable	99	66000	668604
808054196383024	1100	933	unavailable	99	66000	1189159
808054216222911	1100	933	unavailable	99	66000	1206992
808054236332342	1100	933	unavailable	99	66000	865683
808054256202696	1100	933	unavailable	99	66000	593622
808054276201039	1100	933	unavailable	99	66000	1012638
808054297280268	1100	933	unavailable	99	66000	1122334
808054316191915	1100	933	unavailable	99	66000	431859
808054336161825	1100	933	unavailable	99	66000	257653
808054356177190	1100	933	unavailable	99	66000	942707
808054376181294	1083	933	unavailable	97	66000	529553
808054396182202	1100	933	unavailable	98	66000	510247
808054416200733	1100	933	unavailable	98	66000	1081608
808054436206521	1100	933	unavailable	98	66000	640019
808054456186870	1100	933	unavailable	99	66000	521678
808054476202706	1100	933	unavailable	99	66000	1180262
808054496210006	1100	933	unavailable	99	66000	673152
808054516207919	1100	933	unavailable	99	66000	519974
808054536200581	1100	933	unavailable	99	66000	1010645
808054556203143	1100	933	unavailable	99	66000	793427
808054576208690	1100	933	unavailable	99	66000	521347
808054596172188	1100	933	unavailable	99	66000	457157
808054616206148	1100	933	unavailable	99	66000	943278
808054636200112	1100	933	unavailable	99	66000	463038
808054656188097	1100	933	unavailable	99	66000	301936
808054676197009	1100	933	unavailable	99	66000	1064315
808054696217565	1100	933	unavailable	99	66000	627937
808054716487136	1100	933	unavailable	99	66000	1234414
808054736198862	1100	933	unavailable	99	66000	1065638
808054756217824	1100	933	unavailable	99	66000	696586
808054776226467	1100	933	unavailable	99	66000	630191
808054796500266	1100	933	unavailable	99	66000	1011836
808054816488260	1100	933	unavailable	99	66000	840075
808054836215947	1100	933	unavailable	99	66000	610404
808054856201315	1100	933	unavailable	99	66000	1115571
808054876186975	1100	933	unavailable	99	66000	961612
808054896171142	1100	933	unavailable	99	66000	452508
808054916172441	1100	933	unavailable	99	66000	413765
808054936187084	1100	933	unavailable	99	66000	1059446
808054956183274	1100	933	unavailable	99	66000	546083
808054976199230	1100	933	unavailable	97	66000	597320
808054996179910	1100	933	unavailable	98	66000	1202694
808055016170419	1100	933	unavailable	98	66000	691165
808055037031760	1100	933	unavailable	98	66000	846466
808055056181272	1100	933	unavailable	99	66000	1017988
808055076169476	1100	933	unavailable	99	67000	803256
808055096177187	1100	933	unavailable	99	67000	516659
808055116174218	1100	933	unavailable	99	67000	1130198
808055136177881	1100	933	unavailable	99	67000	952245
808055156183909	1100	933	unavailable	99	67000	492804
808055176181130	1100	933	unavailable	99	67000	435497
808055196166901	1100	933	unavailable	99	67000	1039217
808055216168049	1100	933	unavailable	99	67000	562223
808055236169658	1100	933	unavailable	99	67000	415679
808055256184242	1100	933	unavailable	99	67000	1216149
808055276499901	1100	933	unavailable	99	67000	720600
808055296192250	1100	933	unavailable	99	67000	586890
808055316467392	1100	933	unavailable	99	67000	1021484
808055336224523	1100	933	unavailable	99	67000	870241
808055356533619	1100	933	unavailable	99	67000	1233792
808055376183539	1100	933	unavailable	99	67000	1257146
808055396200728	1100	933	unavailable	99	67000	942336
808055416204401	1100	933	unavailable	99	67000	487985
808055436197575	1100	933	unavailable	99	67000	475441
808055457018099	1100	933	unavailable	99	67000	484398
808055476184693	1100	933	unavailable	99	67000	580959
808055496177286	1100	933	unavailable	99	67000	436929
808055516165079	1100	933	unavailable	99	67000	1045620
808055536167500	1100	933	unavailable	99	67000	646963
808055556174039	1100	933	unavailable	99	67000	406963
808055576188512	1100	933	unavailable	98	67000	1226008
808055596174633	1100	933	unavailable	98	67000	872105
808055616178857	1100	933	unavailable	98	67000	493695
808055636171459	1100	933	unavailable	98	67000	450004
808055656178108	1100	933	unavailable	99	67000	921808
808055676189376	1100	933	unavailable	99	67000	528040
808055696168915	1100	933	unavailable	99	67000	416971
808055716205519	1100	933	unavailable	99	67000	1047884
808055736173565	1100	933	unavailable	99	67000	549210
