slot	arm	server_sha256	predicted_n	predicted_ms	tok_s	census_rows	sidecar	ownership	status	sclk_mode_mhz	sclk_share	regime_delta	clock_invariant	below_required_fraction
0a	W	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6521.020	9.661	-	on	-	completed	1100	1.0000	-	held	0.0000
1	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6469.393	9.738	-	on	-	completed	1100	1.0000	-	held	0.0000
2	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6658.005	9.462	-	on	-	completed	1100	1.0000	-	held	0.0000
3	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6937.872	9.081	-	on	-	completed	1100	1.0000	-	held	0.0000
4	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6949.735	9.065	-	on	-	completed	1100	1.0000	-	held	0.0000
5	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6530.999	9.646	-	on	-	completed	1100	1.0000	-	held	0.0000
6	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6880.065	9.157	-	on	-	completed	1100	1.0000	-	held	0.0000
7	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6801.144	9.263	-	on	-	completed	1100	1.0000	-	held	0.0000
8	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6754.678	9.327	-	refused	-	failed	1100	1.0000	-	held	0.0000
