block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	745	748	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	750	813	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	815	815	-	1	0	0	0	1	0	0	0	0	-	-
38	817	834	-	18	14	0	0	4	0	5	0	0	-	-
39	837	838	-	2	1	0	0	1	0	1	0	0	-	-
40	840	841	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	843	846	s_cbranch_scc0	4	1	0	0	3	0	1	0	0	-	-
42	848	974	s_cbranch_scc0	127	99	9	0	9	10	29	9	1	8,7,6,5,4,3,2,1,0	0
43	976	1079	s_cbranch_scc0	104	88	5	0	6	5	29	5	0	4,3,2,1,0	-
44	1081	1184	s_cbranch_scc0	104	88	5	0	6	5	29	5	0	4,3,2,1,0	-
45	1186	1287	-	102	88	5	0	4	5	29	5	0	4,3,2,1,0	-
46	1289	1290	s_branch	2	1	0	0	1	0	1	0	0	-	-
47	1292	1295	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
48	1297	1314	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
49	1316	1333	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
50	1335	1352	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
51	1354	1370	-	17	9	0	0	8	0	8	0	0	-	-
52	1372	1372	-	1	1	0	0	0	0	1	0	0	-	-
53	1374	1374	-	1	1	0	0	0	0	1	0	0	-	-
54	1376	1376	-	1	1	0	0	0	0	1	0	0	-	-
55	1378	1380	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
56	1382	1383	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1385	1396	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
58	1398	1398	-	1	0	0	0	1	0	0	0	0	-	-
59	1400	1401	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1403	1414	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
61	1416	1416	-	1	0	0	0	1	0	0	0	0	-	-
62	1418	1427	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
63	1429	1430	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1432	1439	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
65	1441	1441	-	1	0	0	0	1	0	0	0	0	-	-
66	1443	1444	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1446	1453	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
68	1455	1455	-	1	0	0	0	1	0	0	0	0	-	-
69	1457	1460	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
70	1462	1463	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1465	1472	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1474	1474	-	1	0	0	0	1	0	0	0	0	-	-
73	1476	1477	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1479	1486	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1488	1488	-	1	0	0	0	1	0	0	0	0	-	-
76	1490	1493	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1495	1496	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1498	1503	-	6	1	0	0	3	2	1	0	1	-	0,0
79	1505	1506	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	1508	1513	-	6	1	0	0	3	2	1	0	1	-	0,0
81	1515	1516	-	2	0	1	0	1	0	0	0	0	-	-
82	1518	1518	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
