key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2240755
monotonic_ns	package_uj	core_uj	sample_cost_ns
503735642832836	64659354053	8126556773	49026
503735692949708	64659571144	8126565256	116802
503735743029341	64659802867	8126568140	185670
503735792928141	64660010239	8126570169	93406
503735843155025	64660136667	8126570856	277022
503735893510419	64660288026	8126571268	230069
503735944310485	64660424326	8126572244	270031
503735993175485	64660861498	8126841136	328903
503736043088247	64661111195	8126847544	254877
503736093032379	64661322961	8126848414	189976
503736143568835	64661516356	8126849208	307570
503736193557234	64661633248	8126849299	317094
503736243573960	64661767381	8126849406	306818
503736293648375	64661796935	8126849818	308861
503736343570084	64661997044	8126851313	310734
503736393580598	64662125959	8126851328	328753
503736443591154	64662232948	8126851405	313579
503736493566354	64662251410	8126851451	316343
503736543510596	64662486170	8126851603	274899
503736593540906	64662616626	8126851893	290163
503736643072984	64662752559	8126852778	253365
503736693522360	64662871175	8126853175	286156
503736743107800	64663016019	8126853678	261407
503736793554275	64663136756	8126853754	309052
503736843613793	64663253876	8126853861	312297
503736893139970	64663458455	8126859766	161112
503736943466066	64663746725	8126862635	649373
503736993049087	64663953913	8126862635	241066
503737043576208	64664056233	8126862680	321121
503737093136110	64664140152	8126862955	285585
503737143101873	64664316428	8126863123	267658
503737193589596	64664338659	8126863245	317054
503737243552436	64664450271	8126863321	320049
503737293572956	64664686862	8126864878	316333
503737343562868	64664779157	8126864954	287218
503737393576666	64664939839	8126865351	326179
503737443576278	64665061049	8126865412	315412
503737493561924	64665170128	8126865442	321763
503737543539036	64665276614	8126865656	293958
503737593557654	64665345641	8126865778	316154
503737643570006	64665530522	8126865976	316083
503737693118413	64665643843	8126866297	282712
503737743087148	64665762123	8126866434	260827
503737793278009	64665852207	8126866892	279526
503737843575747	64666009761	8126867151	314721
503737893707796	64666038873	8126867243	316735
503737943492142	64666225341	8126867304	246996
503737993554863	64666355354	8126867532	309252
503738043576228	64666403463	8126867624	319229
503738093551643	64666545927	8126867807	320060
503738143522781	64666677497	8126867929	292156
503738193570929	64666833876	8126869608	317556
503738243554897	64666849439	8126869638	321683
503738293124548	64667060411	8126869775	286848
503738343545108	64667166851	8126869791	314371
503738393584563	64667275961	8126869989	319759
503738443559967	64667275961	8126869989	311907
503738493061292	64667532479	8126873285	240405
503738543115008	64667679047	8126874643	292617
503738593559670	64667788203	8126874750	313430
503738643574162	64667878042	8126874872	313440
503738693557634	64668027341	8126875223	305567
503738743180142	64668133751	8126875299	278034
503738792992140	64668263459	8126876657	141001
503738843502665	64668292434	8126877313	235729
503738893511366	64668493778	8126877603	251743
503738943513227	64668601302	8126878228	247687
503738993096314	64668817370	8126879220	243831
503739043480593	64668970454	8126879983	225753
503739093118045	64669104892	8126880807	244572
503739143679541	64669249370	8126882241	192371
503739193506889	64669275202	8126882516	253627
503739243521033	64669511014	8126883431	234447
503739293126805	64669660848	8126884469	234577
503739343534620	64669757278	8126884667	252534
503739393524692	64669899559	8126885201	256030
503739443525211	64670042160	8126885384	254779
503739493516085	64670170129	8126886208	246806
503739543134741	64670253545	8126886742	254618
503739593486152	64670456827	8126888817	225633
503739643516141	64670602159	8126888924	251453
503739693529374	64670690290	8126889092	256241
503739743498400	64670809668	8126889550	232623
503739793147644	64670955992	8126889855	274069
503739843526660	64671024302	8126889977	251624
503739893524679	64671143269	8126890236	251994
503739943527939	64671320201	8126890786	255200
503739993520710	64671441288	8126890877	249270
503740043563273	64671458515	8126890892	236530
503740093516603	64671634363	8126891320	249811
503740143524217	64671815643	8126891854	256080
503740193534976	64671901332	8126891930	255790
503740243010789	64672066927	8126892907	156795
503740293524566	64672192241	8126893151	250762
503740343531572	64672305593	8126893318	233185
503740393689832	64672409576	8126893532	250432
503740443528422	64672425536	8126893822	254018
503740493130556	64672531869	8126894051	255169
503740543539888	64672706497	8126894356	241097
503740593525863	64672820764	8126894493	251474
503740643510056	64672947039	8126894966	232724
503740693515361	64673096995	8126895043	250162
503740743577596	64673230304	8126895195	196127
503740793528626	64673352536	8126895653	254458
503740843541072	64673493398	8126896126	251213
503740893211343	64673603866	8126896263	237021
503740943077701	64673722008	8126896553	208997
503740993518719	64673795384	8126896843	251573
503741043519176	64673958523	8126896980	253486
503741093544072	64674013711	8126897011	254508
503741143527083	64674134936	8126897133	246916
503741193520179	64674285807	8126897514	256010
503741243104586	64674402378	8126898338	236340
503741293567788	64674477920	8126899300	251754
503741343473509	64674631996	8126899681	221887
503741393529885	64674754563	8126900001	250322
503741443526336	64674754563	8126900001	251714
503741493518180	64674927146	8126900124	249510
503741543535404	64675080657	8126900566	253877
503741593487148	64675226264	8126901680	224762
503741643608389	64675326860	8126901771	255400
503741693531418	64675426205	8126902366	256021
503741743442931	64675584583	8126902748	218753
503741793533111	64675674346	8126902885	246656
503741843518890	64675783212	8126902977	251604
503741893526210	64675958892	8126903969	252916
503741943056837	64676222245	8126906410	218042
503741992988971	64676430181	8126906547	157897
503742043120487	64676649683	8126907875	262481
503742093110350	64676740056	8126908088	251864
503742143565975	64676866255	8126908500	251273
503742194443540	64677012289	8126908790	252826
503742243531738	64677104524	8126908927	255420
503742293529446	64677247720	8126909416	253106
503742343509106	64677247720	8126909416	251794
503742393524291	64677448027	8126909614	250112
503742443535308	64677572060	8126910011	257243
503742493523440	64677722046	8126912132	233596
503742543532059	64677722046	8126912132	246616
503742593574137	64677942600	8126912727	251374
503742643530885	64678058698	8126912788	253718
503742693534011	64678143426	8126912879	255180
503742743507379	64678191397	8126913001	252366
503742793511740	64678387050	8126913566	229610
503742843527048	64678520665	8126913718	251925
503742893613956	64678605011	8126913779	248189
503742942991635	64678741051	8126914436	143855
503742993523099	64678885056	8126915214	235469
503743043267508	64679002283	8126915565	250773
503743093524686	64679103993	8126915687	233276
503743143469243	64679253110	8126916724	225063
503743193452548	64679382864	8126916938	196608
503743243508856	64679396321	8126916953	252326
503743293506667	64679606531	8126917319	227196
503743343531239	64679728946	8126917686	255411
503743393053031	64679856686	8126918036	170157
503743443505580	64679867153	8126918052	255520
503743493631622	64680084686	8126918601	245574
503743543519159	64680198678	8126918754	256361
503743593534327	64680303486	8126918876	249601
503743643510684	64680439846	8126919227	230722
503743693537339	64680566869	8126919593	253227
503743743518784	64680684142	8126919883	257484
503743793610521	64680807640	8126920310	254199
503743843531782	64680916735	8126920798	253587
503743893536398	64681040401	8126920859	254228
503743943506094	64681072214	8126920997	254238
503743993527192	64681072214	8126920997	252186
503744043485170	64681377893	8126921531	232625
503744093109445	64681489200	8126921683	251114
503744143611496	64681489200	8126921698	254890
503744193526297	64681615094	8126922049	249641
503744243521574	64681834473	8126922431	250263
503744293538294	64681877882	8126922522	251564
503744343517806	64682055257	8126922843	232534
503744393530981	64682188291	8126923346	253757
503744443508751	64682298545	8126923423	236481
503744493714628	64682394091	8126923484	253618
503744543450197	64682510830	8126923819	199172
503744593483647	64682642201	8126924292	225704
503744643515603	64682761412	8126924353	230471
503744693557893	64682864938	8126924597	225274
503744743523964	64682942174	8126925116	248360
503744793481130	64683114101	8126925299	222689
503744843636820	64683238820	8126925818	197070
503744893552285	64683354552	8126926154	224863
503744943513386	64683483924	8126926840	231853
503744993532228	64683591081	8126926932	254339
503745043515501	64683601594	8126926947	248479
503745093109456	64683805654	8126927359	262693
503745143512190	64683921630	8126927771	252887
503745193124076	64684033121	8126927969	271005
503745243094603	64684157092	8126928381	217792
503745293528419	64684240645	8126928763	246937
503745343510590	64684395315	8126928839	253098
503745393493205	64684511703	8126929160	225694
503745443471043	64684625360	8126929449	223320
503745493506961	64684742969	8126929739	254760
503745543101293	64684856122	8126930151	227216
503745593518140	64684882717	8126930884	253037
503745643498435	64685102432	8126931341	249832
503745693106885	64685211359	8126931494	260229
503745743658466	64685320621	8126931601	258035
503745793173847	64685408065	8126931998	288463
503745843527158	64685578192	8126932455	254920
503745893495542	64685690490	8126932501	231153
503745943549673	64685711348	8126932532	217141
503745993134443	64686051403	8126981739	266939
503746043129107	64686372996	8127106702	303727
503746093035557	64686582534	8127108182	199253
503746143017823	64686782216	8127108838	180874
503746193558857	64686988855	8127111065	312570
503746243594267	64687109759	8127111249	319041
503746293121659	64687226757	8127111462	283054
503746343560328	64687245479	8127111493	320783
503746393564261	64687445069	8127111508	311639
503746443554442	64687468841	8127111523	319011
503746493571012	64687711809	8127113858	316497
503746543127498	64687842769	8127113934	286179
503746593557238	64687957051	8127114041	309937
503746643652690	64687972904	8127114056	315115
503746693571076	64688157740	8127114239	315786
503746743559492	64688303164	8127114285	311860
503746793585345	64688426875	8127115811	310879
503746843553717	64688543584	8127115902	316267
503746893569476	64688681974	8127116009	320253
503746943036623	64688843297	8127118115	198402
503746993086275	64689133214	8127120708	217591
503747043509603	64689283490	8127120708	248660
503747093121163	64689466433	8127122021	236782
503747143512602	64689646096	8127122250	250223
503747193548794	64689762500	8127122341	235870
503747243526982	64689868009	8127122860	256824
503747293519264	64690020421	8127123089	233957
503747343514740	64690030537	8127123104	251965
503747392996519	64690261467	8127124142	147672
503747443518861	64690415664	8127127010	251044
503747493452842	64690531594	8127127651	198141
503747543513882	64690557182	8127127666	249091
503747593520234	64690765576	8127128505	239156
503747643509670	64690883810	8127128582	253508
503747693094188	64691005676	8127129268	231654
503747743479064	64691133141	8127130336	220337
503747793460948	64691262208	8127130748	242271
503747843526342	64691374721	8127130901	253338
503747893563179	64691374721	8127130901	251746
503747943490498	64691595138	8127131328	235170
503747993514097	64691719735	8127131633	252447
503748043535293	64691784764	8127132366	256463
503748093547051	64691974223	8127132533	220937
503748143512239	64692099979	8127132961	253638
503748193162229	64692204344	8127133022	272168
503748243600791	64692249187	8127133052	237834
503748293527006	64692375158	8127133418	254350
503748343521258	64692560115	8127134273	235571
503748393480516	64692658941	8127134471	223641
503748444415889	64692781844	8127134654	226205
503748493497791	64692781844	8127134776	247069
503748543499927	64693000522	8127134975	233968
503748593530755	64693028795	8127135036	251926
503748643503111	64693160014	8127135143	232856
503748693539609	64693336167	8127135585	250083
503748743506807	64693459132	8127135768	235971
503748793534108	64693555028	8127135875	254130
503748843531614	64693691419	8127136424	254590
503748893107417	64693727093	8127136668	250384
503748943524972	64693925874	8127137462	249773
503748993509277	64693998273	8127137584	247850
503749043515955	64694184543	8127138042	253199
503749093525320	64694295529	8127138118	256544
503749143601689	64694345606	8127138133	251575
503749193520330	64694409827	8127138423	255502
503749243529273	64694645487	8127139323	237333
503749293548122	64694722067	8127139461	246698
503749343500425	64694830139	8127139476	248982
503749393535360	64694980751	8127139949	255082
503749443519193	64695089037	8127140025	257896
503749493626903	64695089037	8127140025	251736
503749543014107	64695327535	8127141246	157979
