# clock=CLOCK_MONOTONIC period_ns=10000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3810411 nice=19 cpu_affinity=1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
343705026497443	400	1067	unavailable	0	59000	235872
343705036463303	400	1067	unavailable	0	59000	681969
343705046456684	400	1067	unavailable	0	59000	282379
343705056455235	400	1067	unavailable	0	59000	265247
343705066454627	400	1067	unavailable	0	59000	864962
343705076454330	400	1067	unavailable	0	70000	261300
343705086465375	400	1067	unavailable	0	70000	437140
343705096457273	400	1067	unavailable	0	70000	867307
343705106455794	400	1067	unavailable	0	70000	390162
343705116476827	400	1067	unavailable	0	70000	453200
343705126464608	400	1067	unavailable	0	70000	895349
343705136462708	400	1067	unavailable	0	70000	415880
343705146501745	400	1067	unavailable	0	70000	433613
343705156459489	400	1067	unavailable	0	70000	965601
343705166458180	400	1067	unavailable	0	70000	404489
343705176457543	400	1067	unavailable	0	70000	397726
343705186455443	400	1067	unavailable	0	70000	941225
343705196459604	400	1067	unavailable	0	70000	538550
343705206469236	400	1067	unavailable	0	70000	602470
343705216461475	400	1067	unavailable	0	70000	977353
343705226459835	400	1067	unavailable	0	70000	393108
343705236464167	400	1067	unavailable	0	70000	619031
343705246476604	400	1067	unavailable	0	70000	1051953
343705256455178	400	1067	unavailable	0	70000	273733
343705266465531	400	1067	unavailable	0	70000	683582
343705276464833	400	1067	unavailable	0	70000	298951
343705286457553	400	1067	unavailable	0	70000	284614
343705296464359	400	1067	unavailable	0	70000	749045
343705306461007	400	1067	unavailable	0	70000	387627
343705316497158	400	1067	unavailable	0	70000	465764
343705326497943	400	1067	unavailable	0	70000	801984
