1788373568388174536	400000000		933Mhz	81000	0
1788373568452155646	400000000		933Mhz	81000	0
1788373568518977672	400000000		933Mhz	81000	0
1788373568584604944	400000000		933Mhz	81000	0
1788373568650623873	400000000		933Mhz	81000	0
1788373568718125155	400000000		933Mhz	81000	0
1788373568792132577	400000000		933Mhz	81000	0
1788373568856359610	400000000		933Mhz	81000	0
1788373568925479111	400000000		933Mhz	81000	0
1788373569003688957	400000000		933Mhz	81000	0
1788373569068328755	400000000		933Mhz	81000	0
1788373569140134983	400000000		933Mhz	81000	0
1788373569219680467	400000000		933Mhz	81000	0
1788373569283497800	400000000		933Mhz	81000	0
1788373569352304204	400000000		933Mhz	81000	8
1788373569425861942	400000000		933Mhz	81000	21
1788373569490026948	400000000		933Mhz	81000	28
1788373569556149881	400000000		933Mhz	81000	32
1788373569640171513	400000000		933Mhz	80000	32
1788373569723550918	400000000		933Mhz	80000	32
1788373569787286317	400000000		933Mhz	80000	33
1788373569850105105	400000000		933Mhz	80000	33
1788373569914751866	400000000		933Mhz	80000	32
1788373569982509981	400000000		933Mhz	80000	34
1788373570055675392	400000000		933Mhz	80000	32
1788373570131012021	400000000		933Mhz	80000	29
1788373570212625039	400000000		933Mhz	80000	30
1788373570292486557	400000000		933Mhz	80000	31
1788373570355183416	400000000		933Mhz	80000	32
1788373570418061705	400000000		933Mhz	80000	32
1788373570482715800	400000000		933Mhz	80000	33
1788373570548258965	400000000		933Mhz	80000	32
1788373570618391250	400000000		933Mhz	80000	31
1788373570683321944	400000000		933Mhz	80000	31
1788373570772664259	400000000		933Mhz	80000	31
1788373570843412721	400000000		933Mhz	80000	32
1788373570913988818	400000000		933Mhz	80000	25
1788373570980493640	400000000		1067Mhz	79000	12
1788373571051698328	400000000		933Mhz	79000	19
1788373571132029248	630000000		933Mhz	79000	57
1788373571196409278	900000000		933Mhz	79000	80
1788373571274071897	1083000000		933Mhz	79000	86
1788373571338383148	1083000000		933Mhz	79000	89
1788373571406541304	1083000000		933Mhz	79000	94
1788373571478780236	1000000000		933Mhz	79000	94
1788373571541545633	971000000		933Mhz	79000	91
1788373571618514729	928000000		933Mhz	79000	95
1788373571695283027	857000000		933Mhz	79000	93
1788373571765293162	837000000		933Mhz	79000	96
1788373571834122880	837000000		933Mhz	79000	96
1788373571907291929	871000000		933Mhz	78000	94
1788373572001173369	928000000		933Mhz	78000	97
1788373572065191190	942000000		933Mhz	78000	95
1788373572138318269	928000000		933Mhz	78000	98
1788373572213347161	900000000		933Mhz	78000	95
1788373572278552482	857000000		933Mhz	78000	90
1788373572363065196	900000000		933Mhz	78000	95
1788373572428838974	928000000		933Mhz	78000	93
1788373572497322743	971000000		933Mhz	78000	96
