1788373525104521968	400000000		933Mhz	79000	5
1788373525167927530	400000000		933Mhz	79000	2
1788373525232700069	400000000		933Mhz	79000	2
1788373525292954112	400000000		933Mhz	79000	1
1788373525363453146	400000000		933Mhz	79000	2
1788373525432206391	400000000		933Mhz	79000	3
1788373525510101385	400000000		933Mhz	80000	3
1788373525582041235	400000000		933Mhz	80000	1
1788373525651203368	400000000		933Mhz	80000	2
1788373525713814518	400000000		933Mhz	80000	2
1788373525778373956	400000000		933Mhz	80000	1
1788373525841364989	400000000		933Mhz	79000	1
1788373525909453797	400000000		933Mhz	79000	2
1788373525991896712	400000000		933Mhz	80000	5
1788373526071346527	400000000		933Mhz	80000	5
1788373526151976398	400000000		933Mhz	80000	6
1788373526236015592	400000000		1067Mhz	80000	6
1788373526313047114	400000000		1067Mhz	80000	17
1788373526376870080	400000000		1067Mhz	80000	24
1788373526448413636	400000000		1067Mhz	79000	29
1788373526520800205	400000000		933Mhz	79000	31
1788373526596676398	400000000		933Mhz	79000	26
1788373526671899715	400000000		933Mhz	79000	24
1788373526733408113	400000000		933Mhz	79000	25
1788373526815850268	400000000		1067Mhz	79000	28
1788373526896749985	400000000		933Mhz	79000	29
1788373526967734471	400000000		1067Mhz	79000	30
1788373527043056093	400000000		1067Mhz	79000	30
1788373527122206565	400000000		1067Mhz	79000	29
1788373527207053947	400000000		933Mhz	79000	27
1788373527277049195	400000000		933Mhz	79000	27
1788373527348544080	400000000		933Mhz	78000	26
1788373527412692537	400000000		933Mhz	78000	27
1788373527479376877	400000000		933Mhz	78000	27
1788373527544213056	400000000		933Mhz	78000	28
1788373527609860018	400000000		933Mhz	78000	28
1788373527673828206	400000000		933Mhz	78000	27
1788373527753176200	400000000		933Mhz	78000	29
1788373527831649731	400000000		1067Mhz	78000	29
1788373527916921420	400000000		933Mhz	78000	30
1788373527997973123	400000000		933Mhz	78000	27
1788373528067392290	400000000		1067Mhz	78000	28
1788373528139200713	400000000		933Mhz	78000	28
1788373528214857354	400000000		1067Mhz	78000	19
1788373528291087482	400000000		1067Mhz	78000	11
1788373528366504584	400000000		933Mhz	78000	5
1788373528435709047	508000000		933Mhz	78000	39
1788373528497323185	750000000		933Mhz	78000	67
1788373528559643879	985000000		933Mhz	78000	79
1788373528626567709	1100000000		933Mhz	78000	89
1788373528692707747	1083000000		933Mhz	78000	87
1788373528758648731	1050000000		933Mhz	78000	93
1788373528832287042	914000000		933Mhz	78000	94
1788373528900363486	871000000		933Mhz	78000	92
1788373528973408312	885000000		933Mhz	78000	96
1788373529051930244	857000000		933Mhz	77000	94
1788373529127077098	857000000		933Mhz	77000	97
1788373529212791740	837000000		933Mhz	77000	90
1788373529286681432	812000000		933Mhz	77000	95
1788373529353880169	812000000		933Mhz	77000	95
1788373529433151088	787000000		933Mhz	77000	87
1788373529510725792	812000000		933Mhz	77000	94
1788373529586233623	787000000		933Mhz	77000	92
1788373529669713508	825000000		933Mhz	76000	96
1788373529751024358	812000000		933Mhz	76000	96
1788373529836654731	825000000		933Mhz	76000	98
1788373529906180788	800000000		933Mhz	76000	97
1788373529983071287	787000000		933Mhz	76000	98
1788373530053925830	775000000		1067Mhz	76000	97
1788373530133833064	762000000		933Mhz	76000	79
1788373530227648850	762000000		933Mhz	76000	88
1788373530298336429	775000000		933Mhz	76000	86
1788373530376864875	787000000		933Mhz	75000	90
1788373530453491588	800000000		933Mhz	75000	91
1788373530533019410	825000000		1067Mhz	75000	95
1788373530608555886	400000000		933Mhz	75000	85
1788373530685897702	812000000		933Mhz	75000	92
1788373530757751642	800000000		933Mhz	75000	90
1788373530839828451	787000000		933Mhz	75000	95
1788373530926695136	762000000		933Mhz	75000	95
1788373530995745751	775000000		1067Mhz	75000	97
1788373531075162795	762000000		933Mhz	74000	91
1788373531140269373	775000000		1067Mhz	74000	90
1788373531258027365	762000000		1067Mhz	74000	94
1788373531341702517	750000000		1067Mhz	74000	77
1788373531422346215	750000000		1067Mhz	74000	88
1788373531509247916	762000000		933Mhz	74000	81
1788373531588505070	762000000		1067Mhz	74000	84
1788373531679342773	775000000		1067Mhz	74000	84
1788373531751838839	762000000		1067Mhz	74000	91
1788373531832152758	762000000		1067Mhz	73000	90
1788373531901693443	762000000		1067Mhz	73000	89
1788373531984761144	775000000		933Mhz	73000	93
1788373532057549038	787000000		933Mhz	73000	96
1788373532140350819	400000000		933Mhz	73000	87
1788373532247532539	800000000		933Mhz	73000	94
1788373532336941239	787000000		933Mhz	73000	88
1788373532405865156	787000000		933Mhz	73000	95
1788373532495105289	787000000		933Mhz	73000	92
1788373532566948238	800000000		933Mhz	72000	96
1788373532637122564	800000000		1067Mhz	72000	95
1788373532712017475	775000000		933Mhz	72000	93
1788373532788538030	787000000		1067Mhz	72000	91
1788373532856406965	787000000		1067Mhz	72000	90
1788373532939229376	775000000		933Mhz	72000	95
1788373533014891207	775000000		933Mhz	72000	94
1788373533082377825	762000000		1067Mhz	72000	95
1788373533163030921	762000000		933Mhz	72000	93
1788373533227933496	762000000		933Mhz	72000	93
1788373533306564875	775000000		933Mhz	72000	87
1788373533389498003	775000000		933Mhz	72000	92
1788373533471549827	400000000		933Mhz	72000	82
1788373533582628375	787000000		1067Mhz	72000	93
1788373533678599100	775000000		933Mhz	72000	89
1788373533768829754	787000000		933Mhz	72000	95
1788373533838847315	775000000		933Mhz	72000	93
1788373533909400182	775000000		933Mhz	72000	97
1788373533993516572	787000000		933Mhz	72000	95
1788373534070131705	775000000		933Mhz	72000	96
1788373534140585786	775000000		933Mhz	72000	96
1788373534214321821	762000000		933Mhz	72000	98
1788373534278941265	750000000		1067Mhz	72000	94
1788373534358638937	750000000		933Mhz	72000	95
1788373534445618966	750000000		1067Mhz	72000	94
1788373534522303839	762000000		1067Mhz	72000	93
1788373534592592069	750000000		1067Mhz	72000	93
1788373534663635567	750000000		933Mhz	72000	96
1788373534735555091	762000000		1067Mhz	72000	96
1788373534805828583	750000000		1067Mhz	72000	98
1788373534885639718	750000000		1067Mhz	72000	96
1788373534967241597	762000000		933Mhz	72000	94
1788373535036663019	750000000		1067Mhz	72000	88
1788373535111319202	762000000		1067Mhz	72000	95
1788373535192833737	750000000		1067Mhz	72000	95
1788373535269699711	750000000		1067Mhz	72000	97
1788373535341644562	750000000		1067Mhz	72000	97
1788373535417844826	762000000		933Mhz	72000	98
1788373535488701293	762000000		933Mhz	72000	97
1788373535562414816	762000000		933Mhz	72000	98
1788373535638634897	787000000		933Mhz	72000	97
1788373535704731405	787000000		933Mhz	72000	92
1788373535798112556	787000000		933Mhz	72000	95
1788373535885150594	775000000		933Mhz	72000	94
1788373535975515521	787000000		933Mhz	72000	97
1788373536057520827	775000000		933Mhz	72000	94
1788373536144411058	775000000		933Mhz	72000	94
1788373536221800596	775000000		933Mhz	72000	95
1788373536296996082	775000000		933Mhz	72000	82
1788373536384303236	775000000		933Mhz	72000	90
1788373536453522229	800000000		933Mhz	72000	89
1788373536520131179	800000000		933Mhz	72000	91
1788373536595926672	787000000		933Mhz	72000	89
1788373536687528382	800000000		933Mhz	72000	94
1788373536768465663	787000000		933Mhz	72000	95
1788373536848688812	800000000		933Mhz	72000	89
1788373536959627649	775000000		933Mhz	72000	86
1788373537036323213	812000000		933Mhz	72000	93
1788373537107182757	857000000		933Mhz	72000	94
1788373537170625270	900000000		933Mhz	72000	97
1788373537238495980	914000000		933Mhz	72000	96
1788373537304627464	928000000		933Mhz	72000	94
1788373537392617842	871000000		933Mhz	72000	97
1788373537481815536	837000000		933Mhz	72000	90
1788373537570772399	800000000		933Mhz	72000	89
1788373537660728959	787000000		933Mhz	72000	94
1788373537727494083	775000000		933Mhz	72000	83
1788373537808655044	775000000		933Mhz	72000	93
1788373537911087225	400000000		933Mhz	72000	58
1788373537996924669	400000000		933Mhz	72000	27
1788373538091433429	400000000		1067Mhz	72000	18
