1788373539369380275	1100000000		933Mhz	81000	0
1788373539444737446	1100000000		933Mhz	81000	0
1788373539512140960	1100000000		933Mhz	81000	0
1788373539585807646	1100000000		933Mhz	81000	1
1788373539649929465	1100000000		933Mhz	81000	1
1788373539715908192	1100000000		933Mhz	81000	1
1788373539778800422	1100000000		933Mhz	81000	2
1788373539842566895	1100000000		933Mhz	81000	1
1788373539931344982	1100000000		933Mhz	81000	4
1788373540003631506	1100000000		933Mhz	81000	2
1788373540087359609	1100000000		933Mhz	81000	1
1788373540151593109	1100000000		933Mhz	81000	1
1788373540213812616	1100000000		933Mhz	81000	1
1788373540279410357	1100000000		933Mhz	81000	0
1788373540341680890	1100000000		933Mhz	81000	0
1788373540404067661	1100000000		933Mhz	81000	1
1788373540474171877	1100000000		933Mhz	81000	0
1788373540540053411	1100000000		1067Mhz	81000	0
1788373540602148304	1100000000		933Mhz	81000	9
1788373540670113372	1100000000		933Mhz	81000	15
1788373540757483986	1100000000		933Mhz	81000	20
1788373540826754176	1100000000		933Mhz	81000	21
1788373540904853146	1100000000		933Mhz	81000	21
1788373540978524732	1100000000		933Mhz	81000	22
1788373541075085917	1100000000		933Mhz	81000	22
1788373541142013287	1100000000		933Mhz	81000	21
1788373541241283741	1100000000		933Mhz	81000	23
1788373541308925041	1100000000		933Mhz	80000	21
1788373541383650586	1100000000		933Mhz	80000	19
1788373541480501987	1100000000		933Mhz	80000	15
1788373541579906062	1100000000		933Mhz	80000	19
1788373541659682593	1100000000		933Mhz	80000	19
1788373541738017758	1100000000		933Mhz	80000	20
1788373541809431513	1100000000		933Mhz	80000	20
1788373541879275009	1100000000		933Mhz	80000	20
1788373541952626594	1100000000		933Mhz	79000	21
1788373542022852288	1100000000		1067Mhz	79000	15
1788373542097307125	1100000000		1067Mhz	79000	7
1788373542164397801	1100000000		933Mhz	79000	3
1788373542242002404	1100000000		933Mhz	79000	30
1788373542309753631	1100000000		933Mhz	79000	60
1788373542381114587	1100000000		933Mhz	79000	76
1788373542455065167	1100000000		933Mhz	79000	82
1788373542528921740	1100000000		933Mhz	79000	91
1788373542595663872	1100000000		933Mhz	78000	92
1788373542663735460	1100000000		933Mhz	78000	93
1788373542735470689	1100000000		933Mhz	78000	95
1788373542807972608	1100000000		933Mhz	78000	94
1788373542905296166	1100000000		933Mhz	78000	88
1788373542977555279	1100000000		933Mhz	78000	90
1788373543057179766	1100000000		933Mhz	78000	89
1788373543154270928	1100000000		933Mhz	78000	95
1788373543228781570	1100000000		933Mhz	77000	95
1788373543300903746	1100000000		933Mhz	77000	94
1788373543374580151	1100000000		933Mhz	77000	97
1788373543441587721	1100000000		933Mhz	77000	96
1788373543508721699	1100000000		400Mhz	77000	95
1788373543592870583	1100000000		400Mhz	77000	98
1788373543684890971	1100000000		400Mhz	77000	96
1788373543777186606	1100000000		400Mhz	77000	93
1788373543904362261	1100000000		400Mhz	76000	88
1788373543986283902	1100000000		400Mhz	76000	90
1788373544100772438	1100000000		400Mhz	76000	92
1788373544178984352	1100000000		400Mhz	76000	93
1788373544277596240	1100000000		400Mhz	76000	96
1788373544351564835	1100000000		400Mhz	76000	95
1788373544431538187	1100000000		400Mhz	76000	98
1788373544522211445	1100000000		400Mhz	75000	97
1788373544609783298	1100000000		400Mhz	75000	93
1788373544726458602	1100000000		400Mhz	75000	89
1788373544838880437	1100000000		400Mhz	75000	96
1788373544952614828	1100000000		400Mhz	75000	95
