1788373553385183946	1100000000		933Mhz	72000	0
1788373553460783635	1100000000		933Mhz	72000	0
1788373553545768512	1100000000		933Mhz	72000	0
1788373553619601464	1100000000		933Mhz	72000	1
1788373553700752410	1100000000		933Mhz	72000	0
1788373553784478422	1100000000		933Mhz	72000	0
1788373553857322606	1100000000		933Mhz	72000	0
1788373553926313323	1100000000		933Mhz	72000	0
1788373553999651104	1100000000		933Mhz	72000	0
1788373554090060870	1100000000		933Mhz	72000	0
1788373554168394745	1100000000		933Mhz	72000	0
1788373554237300142	1100000000		933Mhz	72000	0
1788373554309850866	1100000000		933Mhz	72000	0
1788373554398410026	1100000000		933Mhz	72000	0
1788373554466866559	1100000000		933Mhz	72000	0
1788373554536974154	1100000000		933Mhz	72000	0
1788373554607621362	1100000000		933Mhz	72000	0
1788373554686230264	1100000000		933Mhz	72000	0
1788373554775131016	1100000000		933Mhz	72000	0
1788373554849832158	1100000000		933Mhz	72000	0
1788373554916568090	1100000000		933Mhz	72000	0
1788373555000575942	1100000000		933Mhz	72000	0
1788373555084888757	1100000000		933Mhz	72000	0
1788373555164395615	1100000000		933Mhz	72000	0
1788373555242133181	1100000000		933Mhz	72000	8
1788373555324090371	1100000000		1067Mhz	72000	16
1788373555394308724	1100000000		1067Mhz	72000	20
1788373555474749146	1100000000		933Mhz	72000	22
1788373555560644053	1100000000		933Mhz	72000	25
1788373555640744005	1100000000		933Mhz	72000	23
1788373555714410444	1100000000		933Mhz	72000	22
1788373555784472433	1100000000		1067Mhz	72000	26
1788373555862887050	1100000000		1067Mhz	72000	25
1788373555928766815	1100000000		933Mhz	72000	25
1788373556006153251	1100000000		933Mhz	72000	25
1788373556092849432	1100000000		933Mhz	72000	24
1788373556177134786	1100000000		933Mhz	72000	23
1788373556261632178	1100000000		933Mhz	72000	22
1788373556327161364	1100000000		933Mhz	72000	20
1788373556397164873	1100000000		933Mhz	72000	20
1788373556477915047	1100000000		933Mhz	72000	20
1788373556560008674	1100000000		1067Mhz	72000	9
1788373556628458055	1100000000		933Mhz	72000	4
1788373556698897313	1100000000		933Mhz	72000	29
1788373556764662573	1100000000		933Mhz	72000	60
1788373556855331806	1100000000		933Mhz	72000	83
1788373556948566869	1100000000		933Mhz	72000	78
1788373557021013237	1100000000		933Mhz	72000	76
1788373557093287001	1100000000		933Mhz	72000	87
1788373557165660051	1100000000		933Mhz	72000	91
1788373557240538377	1100000000		933Mhz	73000	92
1788373557309089228	1100000000		933Mhz	73000	96
1788373557377302135	1100000000		933Mhz	73000	95
