1788373510670405095	1100000000		933Mhz	83000	3
1788373510737334552	1100000000		933Mhz	83000	5
1788373510803167239	1100000000		933Mhz	83000	3
1788373510870286502	1100000000		933Mhz	83000	3
1788373510937606142	1100000000		933Mhz	83000	4
1788373511004814603	1100000000		933Mhz	83000	5
1788373511068551854	1100000000		933Mhz	83000	5
1788373511142049557	1100000000		933Mhz	83000	4
1788373511204852434	1100000000		933Mhz	83000	4
1788373511277379894	1100000000		933Mhz	83000	5
1788373511348289326	1100000000		933Mhz	83000	5
1788373511412007031	1100000000		933Mhz	83000	5
1788373511474251179	1100000000		933Mhz	83000	4
1788373511537887671	1100000000		933Mhz	83000	3
1788373511603790671	1100000000		933Mhz	82000	3
1788373511670223515	1100000000		933Mhz	82000	5
1788373511737513529	1100000000		933Mhz	82000	5
1788373511801810923	1100000000		933Mhz	82000	5
1788373511863682050	1100000000		933Mhz	82000	4
1788373511929792339	1100000000		1067Mhz	82000	5
1788373511993889336	1100000000		1067Mhz	82000	10
1788373512062608424	1100000000		933Mhz	82000	16
1788373512149658730	1100000000		933Mhz	82000	19
1788373512221489902	1100000000		1067Mhz	82000	22
1788373512296403895	1100000000		933Mhz	82000	23
1788373512376472789	1100000000		933Mhz	82000	21
1788373512451576598	1100000000		933Mhz	81000	23
1788373512519939387	1100000000		933Mhz	81000	24
1788373512604874440	1100000000		933Mhz	81000	23
1788373512680951516	1100000000		1067Mhz	81000	22
1788373512747326122	1100000000		933Mhz	81000	20
1788373512826587539	1100000000		933Mhz	81000	21
1788373512914478273	1100000000		933Mhz	81000	21
1788373512995555360	1100000000		933Mhz	81000	21
1788373513070101552	1100000000		933Mhz	81000	18
1788373513137686320	1100000000		1067Mhz	80000	20
1788373513213265472	1100000000		1067Mhz	80000	22
1788373513288554619	1100000000		1067Mhz	80000	20
1788373513366109362	1100000000		1067Mhz	80000	17
1788373513449714317	1100000000		1067Mhz	80000	8
1788373513527907117	1100000000		1067Mhz	80000	4
1788373513595040307	1100000000		933Mhz	80000	3
1788373513668700786	1100000000		933Mhz	80000	38
1788373513745151394	1100000000		933Mhz	79000	58
1788373513815807090	1100000000		933Mhz	79000	75
1788373513886580807	1100000000		1067Mhz	79000	85
1788373513973087452	1100000000		933Mhz	79000	90
1788373514074087446	1100000000		1067Mhz	79000	86
1788373514149010836	1100000000		933Mhz	79000	90
1788373514228125659	1100000000		933Mhz	79000	92
1788373514302282500	1100000000		933Mhz	79000	83
1788373514377654824	1100000000		933Mhz	78000	90
1788373514473984787	1100000000		933Mhz	78000	88
1788373514566342260	1100000000		933Mhz	78000	91
1788373514641609937	1100000000		933Mhz	78000	73
1788373514743097748	1100000000		933Mhz	78000	89
1788373514830004965	1100000000		933Mhz	78000	93
1788373514925373232	1100000000		400Mhz	78000	96
1788373515042554436	1100000000		400Mhz	77000	81
1788373515148936017	1100000000		400Mhz	77000	91
1788373515271064613	1100000000		400Mhz	77000	97
1788373515387749364	1100000000		400Mhz	77000	92
1788373515480673992	1100000000		400Mhz	77000	79
1788373515595386801	1100000000		400Mhz	76000	91
1788373515732650190	1100000000		400Mhz	76000	94
1788373515837314086	1100000000		400Mhz	76000	95
1788373515959427993	1100000000		400Mhz	76000	85
1788373516044164794	1100000000		400Mhz	76000	92
1788373516151183783	1100000000		400Mhz	76000	95
1788373516269071124	1100000000		400Mhz	75000	94
1788373516371809794	1100000000		400Mhz	75000	97
1788373516480571866	1100000000		400Mhz	75000	96
1788373516567388574	1100000000		400Mhz	75000	81
1788373516640994821	1100000000		400Mhz	75000	89
1788373516745553630	1100000000		400Mhz	75000	95
1788373516868315866	1100000000		400Mhz	75000	94
1788373516971263037	1100000000		400Mhz	74000	97
1788373517066290656	1100000000		400Mhz	74000	96
1788373517170106108	1100000000		400Mhz	74000	93
1788373517303804904	1100000000		400Mhz	74000	88
1788373517399536665	1100000000		400Mhz	74000	93
1788373517529593251	1100000000		400Mhz	74000	94
1788373517624543915	1100000000		400Mhz	73000	85
