block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
33	1115	1122	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
34	1124	1124	-	1	0	0	0	1	0	0	0	0	-	-
35	1126	1129	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
36	1131	1139	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
37	1141	1142	-	2	1	0	0	1	0	1	0	0	-	-
38	1144	1145	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
39	1147	1154	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
40	1156	1156	-	1	0	0	0	1	0	0	0	0	-	-
41	1158	1161	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
42	1163	1171	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
43	1173	1174	-	2	1	0	0	1	0	1	0	0	-	-
44	1176	1177	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
45	1179	1186	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
46	1188	1188	-	1	0	0	0	1	0	0	0	0	-	-
47	1190	1193	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
48	1195	1203	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
49	1205	1206	-	2	1	0	0	1	0	1	0	0	-	-
50	1208	1209	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
51	1211	1218	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
52	1220	1220	-	1	0	0	0	1	0	0	0	0	-	-
53	1222	1225	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
54	1227	1234	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
55	1236	1236	-	1	1	0	0	0	0	1	0	0	-	-
56	1238	1239	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1241	1246	-	6	1	0	0	3	2	1	0	1	-	0,0
58	1248	1250	s_branch	3	0	1	0	2	0	0	0	0	-	-
59	1252	1253	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1255	1258	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
61	1260	1323	s_branch	64	15	0	0	49	0	5	0	0	-	-
62	1325	1325	-	1	0	0	0	1	0	0	0	0	-	-
63	1327	1347	-	21	18	0	0	3	0	5	0	0	-	-
64	1349	1350	-	2	1	0	0	1	0	1	0	0	-	-
65	1352	1353	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
66	1355	1390	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
67	1392	1488	s_cbranch_scc0	97	80	5	0	6	6	17	5	1	4,3,2,1,0	0
68	1490	1581	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
69	1583	1674	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
70	1676	1767	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
71	1769	1860	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
72	1862	1953	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
73	1955	2046	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
74	2048	2137	-	90	76	5	0	4	5	17	5	0	4,3,2,1,0	-
75	2139	2140	s_branch	2	1	0	0	1	0	1	0	0	-	-
76	2142	2145	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
77	2147	2164	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
78	2166	2183	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
79	2185	2202	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
80	2204	2221	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
81	2223	2240	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
82	2242	2259	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
83	2261	2278	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
84	2280	2296	-	17	9	0	0	8	0	8	0	0	-	-
85	2298	2298	-	1	1	0	0	0	0	1	0	0	-	-
86	2300	2300	-	1	1	0	0	0	0	1	0	0	-	-
87	2302	2302	-	1	1	0	0	0	0	1	0	0	-	-
88	2304	2304	-	1	1	0	0	0	0	1	0	0	-	-
89	2306	2306	-	1	1	0	0	0	0	1	0	0	-	-
90	2308	2308	-	1	1	0	0	0	0	1	0	0	-	-
91	2310	2310	-	1	1	0	0	0	0	1	0	0	-	-
92	2312	2314	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
93	2316	2317	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
94	2319	2330	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
95	2332	2332	-	1	0	0	0	1	0	0	0	0	-	-
96	2334	2335	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
97	2337	2348	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
98	2350	2350	-	1	0	0	0	1	0	0	0	0	-	-
99	2352	2361	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
100	2363	2364	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
101	2366	2373	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
102	2375	2375	-	1	0	0	0	1	0	0	0	0	-	-
103	2377	2378	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
104	2380	2387	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
105	2389	2389	-	1	0	0	0	1	0	0	0	0	-	-
106	2391	2394	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
107	2396	2397	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
108	2399	2406	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
109	2408	2408	-	1	0	0	0	1	0	0	0	0	-	-
110	2410	2411	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
111	2413	2420	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
112	2422	2422	-	1	0	0	0	1	0	0	0	0	-	-
113	2424	2427	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
114	2429	2430	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
115	2432	2439	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
116	2441	2441	-	1	0	0	0	1	0	0	0	0	-	-
117	2443	2444	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
118	2446	2453	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
119	2455	2455	-	1	0	0	0	1	0	0	0	0	-	-
120	2457	2460	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
121	2462	2463	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
122	2465	2472	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
123	2474	2474	-	1	0	0	0	1	0	0	0	0	-	-
124	2476	2477	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
125	2479	2486	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
126	2488	2488	-	1	0	0	0	1	0	0	0	0	-	-
127	2490	2493	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
128	2495	2496	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
129	2498	2505	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
130	2507	2507	-	1	0	0	0	1	0	0	0	0	-	-
131	2509	2510	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
132	2512	2519	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
133	2521	2521	-	1	0	0	0	1	0	0	0	0	-	-
134	2523	2526	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
135	2528	2529	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
136	2531	2538	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
137	2540	2540	-	1	0	0	0	1	0	0	0	0	-	-
138	2542	2543	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
139	2545	2552	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
140	2554	2554	-	1	0	0	0	1	0	0	0	0	-	-
141	2556	2559	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
142	2561	2562	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
143	2564	2569	-	6	1	0	0	3	2	1	0	1	-	0,0
144	2571	2572	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
145	2574	2579	-	6	1	0	0	3	2	1	0	1	-	0,0
146	2581	2582	-	2	0	1	0	1	0	0	0	0	-	-
147	2584	2584	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
