# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=-
# sample_rates: gpu_busy_percent_period_ns=20000000 pp_dpm_period_ns=200000000 temp1_input_period_ns=200000000 meminfo_period_ns=2000000000 vmstat_period_ns=2000000000
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3407464 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
# meminfo monotonic_ns=390203183051841 mem_available_kb=21741980 pswpin=0
390203183051841	1100	933	unavailable	0	unavailable	157837
390203203115943	1100	933	unavailable	0	unavailable	491001
390203223116824	1100	933	unavailable	0	unavailable	41739
390203243116915	1100	933	unavailable	0	unavailable	40256
# mark name=bench_start monotonic_ns=390203243169634
390203263131694	1100	933	unavailable	0	unavailable	402916
390203283145640	1100	933	unavailable	0	unavailable	47069
390203303181819	1100	933	unavailable	0	unavailable	46918
390203323947767	1100	933	unavailable	0	unavailable	41869
390203343116167	1100	933	unavailable	0	unavailable	69801
390203363119373	1100	933	unavailable	0	unavailable	46888
390203383113673	1100	933	unavailable	0	unavailable	669146
390203404013563	1100	933	unavailable	0	unavailable	43922
390203423117101	1100	933	unavailable	0	unavailable	42289
390203443127401	1100	933	unavailable	0	unavailable	45735
390203463112423	1100	933	unavailable	0	unavailable	305083
390203483114638	1100	933	unavailable	0	unavailable	45766
390203503112575	1100	933	unavailable	0	unavailable	45094
390203523116282	1100	933	unavailable	0	unavailable	414668
390203544010211	1100	933	unavailable	0	unavailable	558989
390203563113718	1100	933	unavailable	0	unavailable	41088
390203583113579	1100	933	unavailable	0	unavailable	584176
390203604009822	1100	933	unavailable	0	unavailable	42429
390203623114612	1100	933	unavailable	0	unavailable	45996
390203643120334	1100	933	unavailable	0	unavailable	631174
390203663112199	1100	933	unavailable	0	unavailable	178555
390203684014122	1100	933	unavailable	0	unavailable	331393
390203703112150	1100	933	unavailable	0	unavailable	45726
390203723753475	1100	933	unavailable	0	unavailable	42970
390203743114075	1100	933	unavailable	0	unavailable	44043
390203763111972	1100	933	unavailable	0	unavailable	42770
390203783114056	1100	933	unavailable	0	unavailable	460655
390203803123906	1100	933	unavailable	0	unavailable	50975
390203823245144	1100	933	unavailable	0	unavailable	46016
390203843123246	1100	933	unavailable	0	unavailable	514255
390203864035839	1100	933	unavailable	0	unavailable	634982
390203884045618	1100	933	unavailable	0	unavailable	168867
390203903129319	1100	933	unavailable	0	unavailable	619282
390203923545671	1100	933	unavailable	0	unavailable	53601
390203943128329	1100	933	unavailable	0	unavailable	46878
390203970027549	1100	933	unavailable	0	unavailable	44554
390203983128791	1100	933	unavailable	0	unavailable	325781
390204003126397	1100	933	unavailable	0	unavailable	45405
390204023128442	1100	933	unavailable	0	unavailable	47398
390204044030505	1100	933	unavailable	0	unavailable	50114
390204063130156	1100	933	unavailable	0	unavailable	46908
390204083131319	1100	933	unavailable	0	unavailable	46467
390204104110007	1100	933	unavailable	0	unavailable	46457
390204123128705	1100	933	unavailable	0	unavailable	54152
390204143128305	1100	933	unavailable	0	unavailable	44344
390204166026035	1100	933	unavailable	0	unavailable	45465
390204183126373	1100	933	unavailable	0	unavailable	205546
390204203129850	1100	933	unavailable	0	unavailable	46738
390204223191006	1100	933	unavailable	0	unavailable	43361
390204243127517	1100	933	unavailable	0	unavailable	266029
390204263130203	1100	933	unavailable	0	unavailable	56456
390204284027458	1100	933	unavailable	0	unavailable	42359
390204303176762	1100	933	unavailable	3	unavailable	386024
390204325851753	1100	933	unavailable	8	unavailable	304612
390204346655733	1100	933	unavailable	12	unavailable	460244
390204363622070	1100	933	unavailable	14	unavailable	50134
390204383209636	1100	1067	unavailable	18	unavailable	81734
390204403424420	1100	1067	unavailable	22	unavailable	57007
390204423134527	1100	1067	unavailable	24	unavailable	607851
390204443128726	1100	1067	unavailable	26	unavailable	1158054
390204463216642	1100	1067	unavailable	28	unavailable	35126
390204483153214	1100	1067	unavailable	29	unavailable	48881
390204503120212	1100	1067	unavailable	30	unavailable	316144
390204523123700	1100	1067	unavailable	30	unavailable	32911
