# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=-
# sample_rates: gpu_busy_percent_period_ns=20000000 pp_dpm_period_ns=200000000 temp1_input_period_ns=200000000 meminfo_period_ns=2000000000 vmstat_period_ns=2000000000
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3407386 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
# meminfo monotonic_ns=390182767162814 mem_available_kb=21715376 pswpin=0
390182767162814	400	933	unavailable	0	unavailable	393128
390182790039201	400	933	unavailable	0	unavailable	43111
390182807251116	400	933	unavailable	0	unavailable	45366
390182827240184	400	933	unavailable	0	unavailable	341982
# mark name=bench_start monotonic_ns=390182827595371
390182848021810	400	933	unavailable	0	unavailable	45936
390182867242926	400	933	unavailable	0	unavailable	43041
390182887237505	400	933	unavailable	0	unavailable	514255
390182909022994	400	933	unavailable	0	unavailable	47389
390182928023567	400	933	unavailable	0	unavailable	297198
390182947226660	400	933	unavailable	0	unavailable	618581
390182967225426	1100	933	unavailable	0	unavailable	217839
390182987222228	1100	933	unavailable	0	unavailable	43322
390183007226595	1100	933	unavailable	0	unavailable	46057
390183027228547	1100	933	unavailable	0	unavailable	236855
390183047226312	1100	933	unavailable	0	unavailable	44122
390183069046216	1100	933	unavailable	0	unavailable	494849
390183088018225	1100	933	unavailable	0	unavailable	43381
390183107225005	1100	933	unavailable	0	unavailable	42369
390183127224482	1100	933	unavailable	0	unavailable	41358
390183148016377	1100	933	unavailable	0	unavailable	43301
390183167224769	1100	933	unavailable	0	unavailable	98145
390183187225279	1100	933	unavailable	0	unavailable	43762
390183207223163	1100	933	unavailable	0	unavailable	615776
390183231013677	1100	933	unavailable	0	unavailable	42720
390183248012572	1100	933	unavailable	0	unavailable	418516
390183267222808	1100	933	unavailable	0	unavailable	42811
390183287223238	1100	933	unavailable	0	unavailable	279825
390183308017036	1100	933	unavailable	0	unavailable	471926
390183328012025	1100	933	unavailable	0	unavailable	42550
390183347229515	1100	933	unavailable	0	unavailable	337403
390183367227439	1100	933	unavailable	0	unavailable	85411
390183387223060	1100	933	unavailable	0	unavailable	41477
390183407226064	1100	933	unavailable	0	unavailable	457138
390183428014181	1100	933	unavailable	0	unavailable	42129
390183447226952	1100	933	unavailable	0	unavailable	40877
390183467228644	1100	933	unavailable	0	unavailable	569108
390183487772684	1100	933	unavailable	0	unavailable	42579
390183507222529	1100	933	unavailable	0	unavailable	44704
390183528016158	1100	933	unavailable	0	unavailable	44273
390183547224911	1100	933	unavailable	0	unavailable	226755
390183567225491	1100	933	unavailable	0	unavailable	88105
390183587226190	1100	933	unavailable	0	unavailable	44674
390183607227912	1100	933	unavailable	0	unavailable	344437
390183629018922	1100	933	unavailable	0	unavailable	42580
390183647225335	1100	933	unavailable	0	unavailable	41007
390183667224602	1100	933	unavailable	0	unavailable	455555
390183687223078	1100	933	unavailable	0	unavailable	42379
390183707224519	1100	933	unavailable	0	unavailable	42169
390183727225980	1100	933	unavailable	0	unavailable	578115
390183748022404	1100	933	unavailable	0	unavailable	43080
390183768027662	1100	933	unavailable	0	unavailable	394030
390183788027350	1100	933	unavailable	0	unavailable	45385
390183808027589	1100	933	unavailable	0	unavailable	51366
390183827327884	1100	933	unavailable	2	unavailable	35677
390183847355485	1100	933	unavailable	5	unavailable	36799
390183867227373	1100	933	unavailable	9	unavailable	417564
390183887474716	1100	933	unavailable	13	unavailable	35506
390183914349478	1100	933	unavailable	14	unavailable	41989
390183927976685	1100	933	unavailable	16	unavailable	36679
