source_label	source_sha256	public_derivative	public_derivative_sha256	sanitizer	sanitizer_sha256	substitutions
private_q8_scheduler_replacement_reviewed_summary	802e7405c0ecd99c70f33eea93a7cf6601881ce6e6b7589b50c36cc3a4affe5a	result.tsv	802e7405c0ecd99c70f33eea93a7cf6601881ce6e6b7589b50c36cc3a4affe5a	remote/sanitize-capture.py	a1573c22d76367834d7588a71ec4c357402662ae045d9b49fc9b02d1b35da279	0
