pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	26	mul_mat_vec_q8_0_f32_f32	64,2,1	2,1,1	64	187.000	324128.0	2438.271	2433.500	2414.724	18.777	186.4	315.8	325.4	12850.6	40	48	0	0	0	6	f2d4eded8eb892ed5c9bfccc7c2fad43cbbc257e732a927b6bd436f19bea2798
pipeline	4	get_rows_f32_f32	-	512,1,1	0	37.000	9866.0	145.397	145.397	139.891	5.506	13.9	116.0	118.6	135.0	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	15	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	18.000	4608.0	127.371	127.371	117.918	9.452	111.5	117.0	122.1	136.6	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	16	contig_cpy_f32_f32	-	512,1,1	0	18.000	9216.0	94.206	94.206	93.296	0.910	82.6	87.7	92.5	96.8	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	73.000	391.0	50.994	50.994	48.246	2.748	8.5	18.9	23.4	25.1	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	6	concat_i32	-	512,1,1	0	18.000	864.0	37.627	37.627	34.118	3.509	33.0	33.9	34.2	35.4	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	7	cpy_f32_f32	-	512,1,1	0	24.000	672.0	25.838	25.838	19.352	6.486	20.8	21.1	21.6	26.4	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	18.000	3456.0	24.294	24.294	20.646	3.648	21.3	22.2	23.4	25.0	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	9	l2_norm_f32	-	1,1,1	0	36.000	576.0	22.735	20.688	16.758	3.929	9.9	10.4	11.0	30.4	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	25	flash_attn_f32_f16_aligned	256,4,32,256,256,0,8,4,64,0,2,1664,8,2,34,18	4,1,1	64	6.000	24.0	21.983	21.983	21.983	0.000	56.5	78.1	78.7	79.2	128	80	0	29184	0	2	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
pipeline	17	mul_f32_f32_f32_norepeat	1	512,1,1	0	42.000	114.0	13.565	13.565	12.540	1.025	5.4	5.9	6.7	23.7	24	48	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	19	swiglu_f32	-	512,1,1	0	24.000	168.0	10.431	10.431	10.431	0.000	6.7	7.0	8.3	23.7	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
pipeline	18	add_f32_f32_f32_norepeat	1	512,1,1	0	30.000	42.0	8.992	8.992	7.881	1.111	4.3	5.3	21.8	23.5	24	48	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	12	sigmoid_f32	-	512,1,1	0	24.000	42.0	7.925	7.925	6.847	1.078	5.1	5.9	6.2	24.0	16	48	0	0	0	10	e7f474fbf06ec2e6c12f0677bd429bfda8615560c00e43c7d553c05b65445bcf
pipeline	14	silu_f32	-	512,1,1	0	18.000	72.0	7.075	7.075	5.628	1.447	5.9	7.0	12.2	25.3	16	48	0	0	0	10	e20bc2d5aeffd5c5fe32f2d9fbbb7225959daeebbd356c5a88f303e18ad75795
pipeline	20	rope_multi_f32	-	1,512,1	0	12.000	60.0	5.082	5.082	2.630	2.452	6.6	7.0	8.2	21.9	8	48	0	0	0	10	39e1c217020d1f89b8f019242240cd9e12ce578d34ddad4957e6badd2c21a9cd
pipeline	11	softplus_f32	-	512,1,1	0	18.000	18.0	4.796	4.796	3.935	0.862	4.2	4.3	6.7	7.4	16	48	0	0	0	10	ce00a9a0d18b3e3c33166257497ba64c9cd781f31a70935ae80ce5f292511916
pipeline	21	fwht_f32	64,64	1,1,1	64	12.000	60.0	3.571	3.571	1.864	1.707	4.5	5.4	5.4	10.9	12	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	22	fwht_f32	64,256	1,1,1	64	12.000	18.0	3.189	3.189	2.023	1.166	4.5	5.4	5.4	5.8	24	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	31	fa_split_k_reduce	64	1,64,1	0	6.000	192.0	2.809	2.809	1.552	1.258	7.2	8.2	8.5	8.8	8	48	0	512	0	10	8aa2495b3ab340f0d2515d5f53116f20c8d7b2633148c1103d5a2b89ab84d23f
pipeline	29	add_rms_f32_f32_f32_norepeat	1	512,1,1	0	6.000	12.0	2.554	2.554	2.554	0.000	6.1	7.2	22.1	23.0	24	48	0	512	0	10	4a0e24d19c8c6e63f6d32ae7aaa5a2e0a71f07fee9b5460788c0ce8ceaeb6526
pipeline	23	set_rows_f32_q8_0_i64	1	1,1,1	0	6.000	6.0	2.491	2.491	1.299	1.192	6.6	6.6	6.9	22.1	36	48	0	0	0	7	427d0d6317f69c2f9b37fee9808878045f448c9784a933c4f46186dfc4c12f4e
pipeline	24	set_rows_f32_q4_0_i64	1	1,1,1	0	6.000	6.0	2.161	2.161	0.969	1.192	5.8	5.9	6.2	11.0	36	48	0	0	0	7	791d4ebc56762d2f815849ddf1c60967eb7f537a7784ad1208cd5e02b96dfd8a
pipeline	30	rms_norm_mul_partials_f32	0,1	1,1,1	0	6.000	48.0	1.718	1.718	1.718	0.000	4.5	4.6	5.1	5.3	32	48	0	0	0	8	6b9374d29b32900020773c720f3f8d7e8d66264beafb9c0cfd1344e4886ca3eb
pipeline	1	get_rows_q8_0_f32	-	1024,1,1	0	1.000	1.0	1.201	1.201	1.201	0.000	19.0	19.5	19.7	21.0	12	48	0	0	0	10	6c39ce612e821a2ab7a18db117f47a05e45f237a17cc6681b7e289f618fa29d8
graphs	decode	63	raw_bracket_sum_ms_per_graph=48.671	bracket_union_ms_per_graph=48.066	exclusive_ms_per_graph=47.460	ambiguous_overlap_ms_per_graph=0.605	same_pipeline_overlap_ms_per_graph=0.108	cross_pipeline_overlap_ms_per_graph=0.497	overlap_ms_per_graph=0.605	overlap_fraction=0.0126	cross_pipeline_overlap_fraction=0.0103	overlap_threshold=0.0500	ownership=conclusive	queue_non_dispatch_ms_per_graph=3.569	queue_completion_span_ms_per_graph=51.635	retire_span_ms_per_graph=53.710	record_ms_per_graph=10.179	readback_ms_per_graph=0.050	dispatch_row_emit_ms_per_graph=0.152	total_emit_ms_per_graph=0.152	flush_ms_per_graph=0.000	residual_ms_per_graph=2.075	submits_per_graph=40.000	read_at=synchronize	device=Vulkan0	serialize_submissions=0	contexts=2	selected_context=2
