# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=-
# sample_rates: gpu_busy_percent_period_ns=20000000 pp_dpm_period_ns=200000000 temp1_input_period_ns=200000000 meminfo_period_ns=2000000000 vmstat_period_ns=2000000000
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3406870 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
# meminfo monotonic_ns=389780227595716 mem_available_kb=21474332 pswpin=0
389780227595716	1100	933	unavailable	10	unavailable	122860
389780247660741	1100	933	unavailable	8	unavailable	365986
389780267656396	1100	933	unavailable	7	unavailable	35016
389780287661719	1100	933	unavailable	5	unavailable	44955
# mark name=bench_start monotonic_ns=389780287720910
389780307665760	1100	933	unavailable	4	unavailable	278021
389780327664701	1100	933	unavailable	4	unavailable	44323
389780347663592	1100	933	unavailable	3	unavailable	44954
389780367671620	1100	933	unavailable	2	unavailable	423313
389780387665762	1100	933	unavailable	2	unavailable	44524
389780408025670	1100	933	unavailable	1	unavailable	44493
389780427676308	1100	933	unavailable	1	unavailable	649277
389780447667595	1100	933	unavailable	1	unavailable	76774
389780467677367	1100	933	unavailable	0	unavailable	44092
389780493058332	1100	933	unavailable	0	unavailable	42109
389780507667685	1100	933	unavailable	0	unavailable	150862
389780527676003	1100	933	unavailable	0	unavailable	46538
389780550038613	1100	933	unavailable	0	unavailable	44353
389780567667995	1100	933	unavailable	0	unavailable	340488
389780587675542	1100	933	unavailable	0	unavailable	43582
389780607664665	1100	933	unavailable	0	unavailable	46137
389780627661483	1100	933	unavailable	0	unavailable	519543
389780647672597	1100	933	unavailable	0	unavailable	46717
389780667664545	1100	933	unavailable	0	unavailable	44463
389780687671331	1100	933	unavailable	0	unavailable	491551
389780707662929	1100	933	unavailable	0	unavailable	39754
389780727665447	1100	933	unavailable	0	unavailable	45675
389780747656634	1100	933	unavailable	0	unavailable	38031
389780768030337	1100	933	unavailable	0	unavailable	47860
389780787665327	1100	933	unavailable	0	unavailable	43661
389780807647296	1100	933	unavailable	0	unavailable	32962
389780827677005	1100	933	unavailable	0	unavailable	368891
389780848038406	1100	933	unavailable	0	unavailable	48991
389780868040854	1100	933	unavailable	0	unavailable	469980
389780891045687	1100	933	unavailable	0	unavailable	43822
389780907666098	1100	933	unavailable	0	unavailable	41868
389780927674126	1100	933	unavailable	0	unavailable	45456
389780947672266	1100	933	unavailable	0	unavailable	483967
389780967664385	1100	933	unavailable	0	unavailable	49002
389780987664017	1100	933	unavailable	0	unavailable	43412
389781009052983	1100	933	unavailable	0	unavailable	41999
389781027664345	1100	933	unavailable	0	unavailable	191008
389781047706187	1100	933	unavailable	0	unavailable	53830
389781067705879	1100	933	unavailable	0	unavailable	55294
389781088200249	1100	933	unavailable	0	unavailable	42449
389781108013112	1100	933	unavailable	0	unavailable	29695
389781127811076	1100	933	unavailable	6	unavailable	33613
389781151221520	1100	933	unavailable	10	unavailable	41438
389781168249725	1100	933	unavailable	13	unavailable	31689
389781187658651	1100	933	unavailable	17	unavailable	33302
389781208035741	1100	933	unavailable	19	unavailable	172393
389781227658377	1100	1067	unavailable	21	unavailable	254337
389781247659723	1100	1067	unavailable	23	unavailable	32731
389781267715611	1100	1067	unavailable	24	unavailable	632976
389781288010236	1100	1067	unavailable	25	unavailable	32060
389781308006913	1100	1067	unavailable	26	unavailable	27432
389781329026407	1100	1067	unavailable	27	unavailable	40897
389781348013372	1100	1067	unavailable	26	unavailable	2023952
389781368013967	1100	1067	unavailable	26	unavailable	35045
389781387666900	1100	1067	unavailable	25	unavailable	32150
389781408869977	1100	1067	unavailable	25	unavailable	33894
389781430018252	1100	933	unavailable	25	unavailable	653625
389781447930494	1100	933	unavailable	25	unavailable	31619
389781468014665	1100	933	unavailable	25	unavailable	1025140
389781488014909	1100	933	unavailable	24	unavailable	30918
389781508031463	1100	933	unavailable	25	unavailable	104005
389781529099718	1100	933	unavailable	25	unavailable	32380
389781548011071	1100	933	unavailable	25	unavailable	29005
389781568014341	1100	933	unavailable	25	unavailable	31289
389781587696699	1100	933	unavailable	26	unavailable	29255
389781607864748	1100	933	unavailable	25	unavailable	187942
389781627656461	1100	933	unavailable	26	unavailable	90991
389781647690889	1100	933	unavailable	26	unavailable	33673
389781667931454	1100	933	unavailable	26	unavailable	183363
389781688023670	1100	933	unavailable	26	unavailable	44824
389781708016781	1100	933	unavailable	26	unavailable	679503
389781728029718	1100	933	unavailable	25	unavailable	150553
389781748019483	1100	933	unavailable	25	unavailable	54632
389781768033573	1100	933	unavailable	25	unavailable	45255
389781788021634	1100	933	unavailable	24	unavailable	306174
389781808031306	1100	933	unavailable	24	unavailable	37460
