# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3866445 nice=19 cpu_affinity=0,1 sampler_format=native-fresh-v1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
807732951272374	400	933	unavailable	0	66000	394169
807732971245511	400	933	unavailable	0	66000	318287
807732991252202	400	933	unavailable	0	66000	853800
807733011240848	400	933	unavailable	0	66000	303439
807733031234915	400	933	unavailable	0	66000	302036
807733052030965	400	933	unavailable	0	66000	371066
807733071245420	400	933	unavailable	0	66000	498024
807733091253023	400	933	unavailable	0	66000	494547
807733111243943	400	933	unavailable	0	66000	1100003
807733131243471	400	933	unavailable	0	66000	618519
807733151240292	400	933	unavailable	0	66000	332654
807733171224040	400	933	unavailable	0	66000	254156
807733191239016	400	933	unavailable	5	66000	822362
807733211233564	469	933	unavailable	22	66000	287338
807733231231878	545	933	unavailable	36	66000	392736
807733251231796	630	933	unavailable	48	66000	880951
807733271236282	711	933	unavailable	57	66000	483807
807733291235268	787	933	unavailable	65	66000	420539
807733311250004	871	933	unavailable	71	66000	1117084
807733331245754	942	933	unavailable	76	66000	562044
807733351232477	1016	933	unavailable	80	66000	440175
807733371245299	1100	933	unavailable	84	66000	1132323
807733391248022	1100	933	unavailable	87	66000	668704
807733411242279	1100	933	unavailable	89	65000	506940
807733431247797	1100	933	unavailable	91	65000	1129949
807733451241443	1100	933	unavailable	93	65000	775113
807733471237594	1100	933	unavailable	94	65000	499877
807733491244555	1100	933	unavailable	95	65000	1095373
807733511246456	1100	933	unavailable	96	65000	1000346
807733531247456	1100	933	unavailable	96	65000	535975
807733551298139	1100	933	unavailable	97	65000	1146940
807733571237954	1100	933	unavailable	97	65000	1031274
807733591261416	1100	933	unavailable	98	65000	584095
807733611245684	1100	933	unavailable	98	65000	508744
807733631243939	1100	933	unavailable	98	65000	992691
807733651251331	1100	933	unavailable	99	65000	819506
