pair	control	outer	inner	first_outer	first_inner	first_delta	second_outer	second_inner	second_delta	replicates	mean_delta	sd_delta	ci_low	ci_high	deltas	sclk_modes	off_regime_arms	bound	sclk_band	verdict	detail
1	served-ab	C	K	3.085	3.291	+0.0668	3.088	3.299	+0.0683	4	+0.0663	0.0029	+0.0617	+0.0709	+0.0668 +0.0683 +0.0680 +0.0621	1100/1100 1100/1100 1100/1100 1100/1100	0	0.05	0.06	promoted	exceeds bound=0.05 gain ci=[+0.0617,+0.0709]
