block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
33	1129	1130	-	2	1	0	0	1	0	1	0	0	-	-
34	1132	1133	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
35	1135	1142	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
36	1144	1144	-	1	0	0	0	1	0	0	0	0	-	-
37	1146	1149	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
38	1151	1159	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
39	1161	1162	-	2	1	0	0	1	0	1	0	0	-	-
40	1164	1165	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	1167	1174	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
42	1176	1176	-	1	0	0	0	1	0	0	0	0	-	-
43	1178	1181	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
44	1183	1191	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
45	1193	1194	-	2	1	0	0	1	0	1	0	0	-	-
46	1196	1197	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
47	1199	1206	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
48	1208	1208	-	1	0	0	0	1	0	0	0	0	-	-
49	1210	1213	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
50	1215	1223	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
51	1225	1226	-	2	1	0	0	1	0	1	0	0	-	-
52	1228	1229	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
53	1231	1238	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
54	1240	1240	-	1	0	0	0	1	0	0	0	0	-	-
55	1242	1245	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
56	1247	1254	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
57	1256	1256	-	1	1	0	0	0	0	1	0	0	-	-
58	1258	1259	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
59	1261	1266	-	6	1	0	0	3	2	1	0	1	-	0,0
60	1268	1270	s_branch	3	0	1	0	2	0	0	0	0	-	-
61	1272	1273	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
62	1275	1278	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
63	1280	1343	s_branch	64	15	0	0	49	0	5	0	0	-	-
64	1345	1345	-	1	0	0	0	1	0	0	0	0	-	-
65	1347	1361	s_cbranch_execz	15	11	0	0	4	0	5	0	0	-	-
66	1363	1377	s_branch	15	8	0	0	7	0	1	0	0	-	-
67	1379	1380	-	2	0	0	0	2	0	0	0	0	-	-
68	1382	1411	s_cbranch_scc0	30	20	4	0	1	5	5	4	0	3,2,1,0	0
69	1413	1510	s_cbranch_scc0	98	80	5	0	7	6	17	5	1	4,3,2,1,0	0
70	1512	1603	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
71	1605	1696	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
72	1698	1789	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
73	1791	1882	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
74	1884	1975	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
75	1977	2068	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
76	2070	2160	s_branch	91	76	5	0	5	5	17	5	0	4,3,2,1,0	-
77	2162	2162	-	1	0	0	0	1	0	0	0	0	-	-
78	2164	2166	-	3	2	0	0	1	0	2	0	0	-	-
79	2168	2169	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
80	2171	2171	-	1	0	0	0	1	0	0	0	0	-	-
81	2173	2174	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
82	2176	2183	-	8	8	0	0	0	0	1	0	0	-	-
83	2185	2188	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
84	2190	2207	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
85	2209	2226	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
86	2228	2245	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
87	2247	2264	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
88	2266	2283	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
89	2285	2302	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
90	2304	2321	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
91	2323	2339	-	17	9	0	0	8	0	8	0	0	-	-
92	2341	2341	-	1	1	0	0	0	0	1	0	0	-	-
93	2343	2343	-	1	1	0	0	0	0	1	0	0	-	-
94	2345	2345	-	1	1	0	0	0	0	1	0	0	-	-
95	2347	2347	-	1	1	0	0	0	0	1	0	0	-	-
96	2349	2349	-	1	1	0	0	0	0	1	0	0	-	-
97	2351	2351	-	1	1	0	0	0	0	1	0	0	-	-
98	2353	2353	-	1	1	0	0	0	0	1	0	0	-	-
99	2355	2357	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
100	2359	2360	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
101	2362	2373	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
102	2375	2375	-	1	0	0	0	1	0	0	0	0	-	-
103	2377	2378	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
104	2380	2391	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
105	2393	2393	-	1	0	0	0	1	0	0	0	0	-	-
106	2395	2404	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
107	2406	2407	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
108	2409	2416	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
109	2418	2418	-	1	0	0	0	1	0	0	0	0	-	-
110	2420	2421	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
111	2423	2430	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
112	2432	2432	-	1	0	0	0	1	0	0	0	0	-	-
113	2434	2437	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
114	2439	2440	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
115	2442	2449	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
116	2451	2451	-	1	0	0	0	1	0	0	0	0	-	-
117	2453	2454	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
118	2456	2463	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
119	2465	2465	-	1	0	0	0	1	0	0	0	0	-	-
120	2467	2470	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
121	2472	2473	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
122	2475	2482	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
123	2484	2484	-	1	0	0	0	1	0	0	0	0	-	-
124	2486	2487	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
125	2489	2496	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
126	2498	2498	-	1	0	0	0	1	0	0	0	0	-	-
127	2500	2503	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
128	2505	2506	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
129	2508	2515	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
130	2517	2517	-	1	0	0	0	1	0	0	0	0	-	-
131	2519	2520	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
132	2522	2529	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
133	2531	2531	-	1	0	0	0	1	0	0	0	0	-	-
134	2533	2536	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
135	2538	2539	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
136	2541	2548	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
137	2550	2550	-	1	0	0	0	1	0	0	0	0	-	-
138	2552	2553	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
139	2555	2562	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
140	2564	2564	-	1	0	0	0	1	0	0	0	0	-	-
141	2566	2569	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
142	2571	2572	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
143	2574	2581	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
144	2583	2583	-	1	0	0	0	1	0	0	0	0	-	-
145	2585	2586	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
146	2588	2595	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
147	2597	2597	-	1	0	0	0	1	0	0	0	0	-	-
148	2599	2602	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
149	2604	2605	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
150	2607	2612	-	6	1	0	0	3	2	1	0	1	-	0,0
151	2614	2615	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
152	2617	2622	-	6	1	0	0	3	2	1	0	1	-	0,0
153	2624	2625	-	2	0	1	0	1	0	0	0	0	-	-
154	2627	2627	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
