key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2171555
monotonic_ns	package_uj	core_uj	sample_cost_ns
502932582361240	60103601799	7661274988	49480
502932632493913	60104138422	7661301048	125648
502932682509710	60104651457	7661316535	146207
502932732498890	60105164996	7661329382	133710
502932782559971	60105677314	7661341802	139027
502932832499180	60106204920	7661354604	134050
502932882543578	60106719450	7661371754	175178
502932932507412	60107232623	7661384586	144044
502932982466479	60107849137	7661507107	89317
502933032496667	60108358526	7661520580	135653
502933082464957	60108872507	7661533336	88816
502933132521522	60109389997	7661549647	163532
502933182556757	60109901949	7661551813	165765
502933232529363	60110408011	7661555689	165574
502933282553833	60110912746	7661558817	164352
502933332528231	60111441054	7661566843	163882
502933382490283	60111944018	7661573495	109645
502933432558765	60112448738	7661577157	164493
502933482556466	60112952191	7661581856	162450
502933532551534	60113475021	7661587761	163091
502933582558950	60113982823	7661589806	168590
502933632510453	60114499627	7661595589	149713
502933682524045	60114953384	7661631536	172836
502933732532500	60115459782	7661854578	185694
502933782515569	60115967675	7662075422	143635
502933832501281	60116255197	7662094571	117637
502933882495606	60116870064	7662252903	109456
502933932494336	60117486518	7662462884	117387
502933982696547	60118119435	7662658842	241474
502934032486050	60118741198	7662850651	103948
502934082507703	60119340014	7663020243	129815
502934132490101	60119972656	7663220215	104679
502934182602854	60120569900	7663413579	237858
502934232487182	60121206113	7663589611	104018
502934282495146	60121824413	7663778139	120832
502934332484844	60122437479	7663946831	101694
502934383019277	60123081733	7664155149	112770
502934432505769	60123693029	7664309300	128983
502934482491822	60124319950	7664486400	106301
502934532494288	60124928638	7664660494	108764
502934583189343	60125580581	7664840233	102706
502934632505421	60126200773	7665034177	127332
502934682495142	60126821041	7665191487	105100
502934732492523	60127475137	7665429054	105931
502934782487861	60128084053	7665649471	105201
502934832495177	60128707663	7665825411	120603
502934883123279	60129321751	7666036277	106873
502934932496499	60129929172	7666232922	121804
502934982488903	60130551333	7666435365	103298
502935032504761	60131174301	7666602547	128163
502935083211466	60131828702	7666800199	137777
502935132512302	60132454188	7666950872	135714
502935182497255	60133078149	7667156962	123086
502935232487967	60133690987	7667381483	103257
502935282487141	60134335149	7667582462	101756
502935332565698	60134959003	7667736094	103858
502935382978293	60135601136	7667895296	107384
502935433178053	60136241819	7668078911	104539
502935482494041	60136862636	7668287152	110668
502935532581120	60137479838	7668487490	105411
502935582506021	60138094445	7668675774	126281
502935632599527	60138742483	7668827209	138379
502935682505374	60139363636	7668975593	129406
502935733047855	60140007219	7669157102	139601
502935782771070	60140634460	7669328541	387216
502935832497961	60141256239	7669521723	111490
502935882501288	60141870175	7669731719	122927
502935933504079	60142503016	7669926396	492197
502935989104681	60143333371	7670287903	180219
502936032498841	60143899336	7670477225	119642
502936082785475	60144519025	7670683757	114975
502936132516831	60145188942	7670995417	166570
502936184759433	60145767327	7671289042	2428686
502936232547349	60146378578	7671531354	196402
502936282526181	60146956475	7671788650	180029
502936332468230	60147575782	7671996159	89338
502936382526036	60148114023	7672059433	181591
502936432481684	60148656247	7672265096	114094
502936482543625	60149247250	7672515373	194319
502936532476601	60149877192	7672769007	108837
502936582511407	60150485498	7673020748	168453
502936637130721	60151169437	7673290022	142044
502936682540337	60151703879	7673484973	187350
502936732541283	60152218471	7673649195	184085
502936782476063	60152749312	7673807939	107145
502936832473163	60153274645	7673994636	105652
502936882516690	60153789114	7674143341	157518
502936932520891	60154299158	7674318228	167621
502936982516268	60154803206	7674464155	164637
502937032530183	60155311832	7674622930	180921
502937082472344	60155892353	7674848092	99293
502937132517583	60156465688	7675081631	170936
502937183105575	60157097216	7675312424	106394
502937234402299	60157695162	7675397274	1149467
502937282505539	60158470925	7675481818	124690
502937332551319	60159267438	7675592896	169324
502937382734688	60160084748	7675703578	119122
502937432506924	60160885747	7675818837	125531
502937482510733	60161571091	7675902802	132652
502937532980866	60162264735	7675988368	150948
502937582497359	60162980137	7676070609	115207
502937632495097	60163639526	7676159167	115157
502937682551640	60164359185	7676251813	171088
502937732583568	60165068865	7676350838	115907
502937782506628	60165797526	7676452959	124420
502937832509603	60166471548	7676525969	121386
502937882640104	60167216032	7676633934	144439
502937932465673	60167906670	7676706334	88638
502937983106312	60168582660	7676875575	107626
502938032601943	60169278242	7676961432	544208
502938083287166	60170036092	7677069093	1004685
502938132472348	60170651996	7677257895	103690
502938182486640	60171431619	7677450619	120784
502938232548621	60172191971	7677489176	209343
502938284096804	60173163967	7677610157	167162
502938332527112	60173996855	7677716017	174193
502938382523078	60174723609	7677737713	180942
502938432521948	60175690249	7677875066	169766
502938482519536	60176178917	7677962738	165820
502938532516863	60176613312	7678012922	151179
502938582506733	60176952162	7678022504	145432
502938633873194	60177392279	7678117088	102880
502938682508212	60178006810	7678219225	148226
502938732527604	60178508539	7678359263	179941
502938782482472	60179267487	7678476521	114446
502938832505118	60179914884	7678480870	165251
502938882543187	60180593224	7678507052	204618
502938932522641	60181232916	7678516726	179001
502938982481304	60181952025	7678543183	112123
502939032563527	60182613383	7678551972	214943
502939084750281	60183292914	7678571075	1760641
502939132548653	60183978928	7678588820	201923
502939182508568	60184624769	7678597227	173973
502939232520809	60185416644	7678699776	176186
502939282683589	60186441112	7678917798	191509
502939332484553	60187525971	7679135148	111823
502939382548219	60188458021	7679283303	200252
502939432492672	60189259204	7679327185	119684
502939482539934	60190233549	7679451400	193602
502939533941687	60191071167	7679505231	5988079
502939582536286	60191992583	7679617087	188245
502939632503298	60192748540	7679658650	159894
502939682531971	60193787961	7679787351	188605
502939732488408	60194706630	7679837382	118564
502939782479846	60195745578	7679984454	113826
502939832523871	60196510431	7680015397	184169
502939882475581	60197567490	7680191932	96561
502939933160132	60198325873	7680216742	179662
502939983195223	60199305269	7680366743	160885
502940032541549	60200070961	7680387097	191369
502940082557764	60200917262	7680457650	211488
502940132660785	60201680589	7680494941	330813
502940182529824	60202696131	7680647948	184980
502940232553620	60203475311	7680687298	206913
502940282541242	60204463144	7680836796	159954
502940332557407	60205234284	7680872347	219751
502940382536617	60206258996	7681024699	189848
502940432521636	60207009323	7681051904	157029
502940482537890	60208023873	7681224227	195175
502940535134163	60208803496	7681237365	973281
502940582507183	60209690428	7681318583	146114
502940632501678	60210422385	7681328195	164031
502940682479599	60211444320	7681465334	110662
502940732907359	60212210623	7681474337	168908
502940782504952	60213168352	7681585339	113998
502940832477855	60213955818	7681599055	111213
502940883667654	60214956971	7681744571	174737
502940932537309	60215739157	7681767366	184811
502940982540597	60216722078	7681920923	178402
502941032532758	60217528875	7681955665	181797
502941082539912	60218464496	7682065706	167146
502941132485916	60219246270	7682095993	110202
502941182573687	60220209248	7682247017	201966
502941232486352	60220960781	7682287130	118263
502941283269113	60221952307	7682429503	928542
502941332478547	60222743327	7682477138	102650
502941382500492	60223694648	7682601720	156470
502941434411518	60224518611	7682651690	1433402
502941482515571	60225487478	7682791010	170289
502941532535873	60226260693	7682838051	187495
502941582481694	60227243888	7682988998	109031
502941632526471	60228069590	7683042264	185333
502941682479042	60228958231	7683134148	105195
502941732538570	60229805706	7683209476	195478
502941782490771	60230681439	7683262803	118033
502941832483861	60231706487	7683342389	116021
502941891494772	60232768291	7683419762	189419
502941932476562	60233415138	7683453742	109881
502941982488761	60234324424	7683549913	139005
502942032477535	60235244222	7683780980	106216
502942082493219	60235997677	7683790745	125875
502942133133112	60237059390	7683972407	105295
502942183182506	60237839607	7683989969	200696
502942232540261	60238713311	7684090717	303858
502942282560952	60239494017	7684122149	213304
502942332495276	60240527335	7684281030	125214
502942382553672	60241318187	7684308892	209268
502942432539933	60242190823	7684393589	188397
502942482532643	60242990998	7684418902	187095
502942532546574	60243975032	7684577600	201166
502942582916202	60244750352	7684597588	555361
502942632527231	60245806343	7684787962	177212
502942682511291	60246580137	7684795927	166576
502942732626445	60247608328	7684957463	188689
