pair	control	outer	inner	first_outer	first_inner	first_delta	second_outer	second_inner	second_delta	replicates	mean_delta	sd_delta	ci_low	ci_high	deltas	sclk_modes	off_regime_arms	bound	sclk_band	verdict	detail
1	served-ab	C	K	9.565	9.811	+0.0257	9.612	10.110	+0.0518	4	+0.0547	0.0223	+0.0192	+0.0901	+0.0257 +0.0518 +0.0624 +0.0788	1100/1100 1100/1100 1100/1100 1100/1100	0	0.05	0.06	unresolved	spans bound=0.05 ci=[+0.0192,+0.0901]
