# clock=CLOCK_MONOTONIC period_ns=5000000 drm_device=/sys/class/drm/card1/device
monotonic_ns	sclk_mhz	mclk_mhz	fclk_mhz	busy_percent	millidegrees	sample_cost_ns
332956115208480	590	1067	unavailable	66	58000	888601
332956120203913	590	1067	unavailable	67	58000	354216
332956125203124	600	1067	unavailable	67	58000	367931
332956130208285	620	1067	unavailable	69	58000	889182
332956135206834	630	1067	unavailable	69	58000	450998
332956140208279	640	1067	unavailable	71	58000	352293
332956145201398	650	1067	unavailable	71	58000	893681
332956150204155	659	1067	unavailable	72	58000	390464
332956155212362	666	1067	unavailable	73	58000	390214
332956160202346	677	1067	unavailable	73	58000	924779
332956165205864	688	1067	unavailable	73	58000	418076
332956170207309	700	1067	unavailable	75	58000	363834
332956175207241	711	1067	unavailable	75	58000	952150
332956180203215	722	1067	unavailable	75	58000	451188
332956185204690	733	1067	unavailable	75	58000	358464
332956190210102	744	1067	unavailable	75	58000	1049784
332956195201698	750	1067	unavailable	76	58000	511822
332956200205317	750	1067	unavailable	76	58000	377690
332956205205870	762	1067	unavailable	77	58000	1062578
332956210201734	775	1067	unavailable	78	58000	503336
332956215205132	775	1067	unavailable	76	58000	356821
332956220204222	750	1067	unavailable	72	58000	1062949
332956225209594	711	1067	unavailable	70	58000	700758
332956230207111	677	1067	unavailable	68	58000	365077
332956235204669	650	1067	unavailable	65	58000	1052940
332956240204440	630	1067	unavailable	65	58000	565333
332956245204843	610	1067	unavailable	64	58000	389082
332956250205085	590	1067	unavailable	61	58000	1117251
332956255206961	554	1067	unavailable	59	58000	709604
332956260206272	525	1067	unavailable	58	58000	355668
332956265204029	500	1067	unavailable	56	58000	963632
332956270206145	461	1067	unavailable	55	58000	867050
332956275201338	435	1067	unavailable	53	58000	204184
332956280204977	413	1067	unavailable	53	58000	1096752
332956285205720	400	1067	unavailable	52	58000	738809
332956290206604	400	1067	unavailable	52	58000	412836
332956295206355	400	1067	unavailable	52	58000	1027552
332956300206918	400	1067	unavailable	51	58000	737667
332956305207361	400	1067	unavailable	50	58000	386837
332956310208345	400	1067	unavailable	48	58000	1074861
332956315204670	400	1067	unavailable	48	58000	906955
332956320206315	400	1067	unavailable	47	58000	410862
332956325206988	400	1067	unavailable	46	58000	1011462
332956330205377	400	1067	unavailable	46	58000	837414
332956335206391	400	1067	unavailable	46	58000	424197
332956340205441	400	1067	unavailable	46	58000	395353
332956345205913	400	1067	unavailable	46	58000	991305
332956350205946	400	1067	unavailable	45	58000	453142
332956355207591	400	1067	unavailable	44	58000	405753
332956360204987	400	1067	unavailable	43	58000	876058
332956365206753	400	1067	unavailable	43	58000	375957
332956370206274	400	1067	unavailable	42	58000	378241
332956375205103	400	1067	unavailable	41	58000	841813
332956380206027	400	1067	unavailable	42	58000	398309
332956385206761	400	1067	unavailable	42	58000	412736
332956390206281	400	1067	unavailable	43	58000	972499
332956395208007	400	1067	unavailable	43	58000	425339
332956400207357	400	1067	unavailable	42	58000	426783
332956405215705	400	1067	unavailable	41	58000	1011692
332956410207161	400	1067	unavailable	40	58000	511662
332956415206502	400	1067	unavailable	39	58000	409510
332956420207395	400	1067	unavailable	38	58000	1057939
332956425207597	400	1067	unavailable	40	58000	522202
332956430207259	400	1067	unavailable	40	58000	445788
332956435206830	400	1067	unavailable	40	58000	1009388
332956440204267	400	1067	unavailable	43	58000	338106
332956445200261	420	1067	unavailable	45	58000	233720
332956450199001	442	1067	unavailable	49	58000	897898
332956455197540	457	1067	unavailable	51	58000	403318
332956460199706	476	1067	unavailable	53	58000	233098
332956465199558	492	1067	unavailable	56	58000	873843
332956470199690	516	1067	unavailable	58	58000	421523
332956475201545	533	1067	unavailable	59	58000	232407
332956480204503	554	1067	unavailable	62	58000	1041568
332956485207841	572	1067	unavailable	64	58000	517122
332956490202593	590	1067	unavailable	64	58000	328658
332956495209087	572	1067	unavailable	62	58000	1116339
332956500205693	563	1067	unavailable	63	58000	556346
332956505202789	572	1067	unavailable	64	58000	365718
332956510208291	581	1067	unavailable	66	58000	1018606
332956515205428	600	1067	unavailable	66	58000	685759
332956520203747	600	1067	unavailable	67	58000	360738
332956525208407	610	1067	unavailable	69	58000	925140
332956530231994	630	1067	unavailable	69	58000	841141
332956535205566	630	1067	unavailable	69	58000	383200
332956540202913	650	1067	unavailable	71	58000	928015
332956545206692	659	1067	unavailable	71	58000	650543
332956550205572	666	1067	unavailable	72	58000	356400
332956555201205	677	1067	unavailable	73	58000	962480
332956560204824	688	1067	unavailable	73	58000	676863
332956565204686	700	1067	unavailable	73	58000	375556
332956570201802	711	1067	unavailable	75	58000	984071
332956575204078	722	1067	unavailable	75	58000	701760
332956580204301	733	1067	unavailable	76	58000	370987
332956585208971	744	1067	unavailable	76	58000	1063410
332956590208051	750	1067	unavailable	76	58000	722008
332956595204757	762	1067	unavailable	76	58000	372040
332956600203927	762	1067	unavailable	76	58000	363173
332956605207536	787	1067	unavailable	78	58000	773264
332956610206306	787	1067	unavailable	78	58000	364726
332956615207750	787	1067	unavailable	77	58000	393200
332956620204947	762	1067	unavailable	73	58000	939256
332956625205881	733	1067	unavailable	71	58000	420290
332956630205061	700	1067	unavailable	68	58000	395944
332956635205213	666	1067	unavailable	66	58000	840280
332956640205355	650	1067	unavailable	65	58000	388721
332956645206028	630	1067	unavailable	64	58000	357993
332956650204838	600	1067	unavailable	62	58000	963913
332956655204890	572	1067	unavailable	60	58000	404190
332956660214029	545	1067	unavailable	58	58000	1207310
332956665206066	508	1067	unavailable	57	58000	953433
332956670204705	484	1067	unavailable	55	58000	392057
332956675205939	457	1067	unavailable	54	58000	369746
332956680202234	428	1067	unavailable	53	58000	848947
332956685204871	413	1067	unavailable	53	58000	530077
332956690207498	400	1067	unavailable	53	58000	354627
332956695204194	400	1067	unavailable	52	58000	1033313
332956700210437	400	1067	unavailable	51	58000	529356
332956705206241	400	1067	unavailable	50	58000	362652
332956710205392	400	1067	unavailable	48	58000	1100599
332956715204352	400	1067	unavailable	48	58000	500641
332956720204303	400	1067	unavailable	47	58000	357853
332956725203614	400	1067	unavailable	46	58000	1055575
332956730204918	400	1067	unavailable	46	58000	569611
332956735205571	400	1067	unavailable	46	58000	401425
332956740205112	400	1067	unavailable	46	58000	1085061
332956745206146	400	1067	unavailable	46	58000	537781
332956750206168	400	1067	unavailable	46	58000	374294
332956755205639	400	1067	unavailable	44	58000	1087325
332956760204819	400	1067	unavailable	43	58000	659641
332956765205412	400	1067	unavailable	43	58000	395714
332956770205755	400	1067	unavailable	42	58000	1043813
332956775204484	400	1067	unavailable	42	58000	599658
332956780205568	400	1067	unavailable	42	58000	344047
332956785206402	400	1067	unavailable	42	58000	996654
332956790204560	400	1067	unavailable	42	58000	749750
332956795206075	400	1067	unavailable	43	58000	361940
332956800203732	400	1067	unavailable	41	58000	920581
332956805205427	400	1067	unavailable	41	58000	655894
332956810208164	400	1067	unavailable	40	58000	375477
332956815205441	400	1067	unavailable	39	58000	995222
332956820204401	400	1067	unavailable	39	58000	685910
332956825204032	400	1067	unavailable	40	58000	381418
332956830215205	400	1067	unavailable	41	58000	1060474
332956835206130	400	1067	unavailable	40	58000	721236
332956840198938	400	1067	unavailable	43	58000	245101
332956845200764	413	1067	unavailable	45	58000	232517
332956850199222	435	1067	unavailable	48	58000	614385
332956855200837	457	1067	unavailable	51	58000	241975
332956860198595	476	1067	unavailable	53	58000	232517
332956865200571	500	1067	unavailable	56	58000	730944
332956870199340	516	1067	unavailable	58	58000	251804
332956875181929	533	1067	unavailable	59	58000	250401
332956880210615	554	1067	unavailable	62	58000	842354
332956885206730	572	1067	unavailable	63	58000	485152
332956890202353	590	1067	unavailable	64	58000	311366
332956896316791	572	1067	unavailable	62	58000	1163608
332956900198851	572	1067	unavailable	63	58000	240552
332956905198903	572	1067	unavailable	64	58000	235342
332956910205307	590	1067	unavailable	66	58000	969443
332956915206631	600	1067	unavailable	66	58000	451719
332956920203858	610	1067	unavailable	67	58000	368463
332956925215832	620	1067	unavailable	68	58000	915642
332956930202689	630	1067	unavailable	69	58000	604126
332956935207370	630	1067	unavailable	69	58000	449445
332956940204767	650	1067	unavailable	71	58000	967068
332956945205500	659	1067	unavailable	71	58000	406384
332956950204791	666	1067	unavailable	72	58000	372941
332956955201536	688	1067	unavailable	73	58000	1069762
332956960204784	688	1067	unavailable	73	58000	440659
332956965200168	700	1067	unavailable	73	58000	248126
332956970198717	711	1067	unavailable	75	58000	1114596
332956975205461	722	1067	unavailable	75	58000	487126
332956980205924	733	1067	unavailable	75	58000	377971
332956985204854	744	1067	unavailable	75	58000	1063780
332956990210396	750	1067	unavailable	76	58000	488288
332956995205419	750	1067	unavailable	76	58000	364395
332957000207184	762	1067	unavailable	77	58000	940739
332957005210402	775	1067	unavailable	78	58000	544975
332957010201607	787	1067	unavailable	78	58000	357773
332957015206228	787	1067	unavailable	75	58000	1010650
332957020206981	750	1067	unavailable	73	58000	671783
332957025206663	722	1067	unavailable	70	58000	391466
332957030204510	688	1067	unavailable	67	58000	1125737
332957035205063	659	1067	unavailable	66	58000	609747
332957040204995	640	1067	unavailable	65	58000	371639
332957045209044	620	1067	unavailable	63	58000	1147889
332957050207924	600	1067	unavailable	62	58000	719924
332957055207305	563	1067	unavailable	60	58000	421693
332957060205333	541	1067	unavailable	57	58000	1023154
332957065206818	500	1067	unavailable	56	58000	665972
332957070205287	476	1067	unavailable	55	58000	428455
332957075214766	450	1067	unavailable	53	58000	960567
332957080205731	420	1067	unavailable	53	58000	787381
332957085206264	413	1067	unavailable	53	58000	396696
332957090207198	400	1067	unavailable	53	58000	1053741
332957095204124	400	1067	unavailable	52	58000	585291
332957101731197	400	1067	unavailable	51	58000	236806
332957105206853	400	1067	unavailable	49	58000	1086052
332957110208037	400	1067	unavailable	48	58000	867070
332957115207277	400	1067	unavailable	48	58000	394743
332957120205686	400	1067	unavailable	46	58000	1030328
332957125207452	400	1067	unavailable	46	58000	899080
332957130207243	400	1067	unavailable	46	58000	382930
332957135206794	400	1067	unavailable	46	58000	399060
332957140206395	400	1067	unavailable	46	58000	909310
332957145206417	400	1067	unavailable	46	58000	394772
332957150206659	400	1067	unavailable	45	58000	1097204
332957155210118	400	1067	unavailable	44	58000	915902
332957160207365	400	1067	unavailable	43	58000	436050
332957165206645	400	1067	unavailable	43	58000	386998
332957170205855	400	1067	unavailable	42	58000	955187
332957175206789	400	1067	unavailable	42	58000	381477
332957180205729	400	1067	unavailable	42	58000	391656
332957185208416	400	1067	unavailable	42	58000	979482
332957190206885	400	1067	unavailable	42	58000	482207
332957195206115	400	1067	unavailable	43	58000	405964
332957200206318	400	1067	unavailable	42	58000	1010790
332957205205137	400	1067	unavailable	41	58000	436231
332957210204979	400	1067	unavailable	40	58000	380024
332957215207335	400	1067	unavailable	39	58000	959875
332957220206125	400	1067	unavailable	39	58000	494860
332957225205195	400	1067	unavailable	40	58000	430720
332957230205477	400	1067	unavailable	40	58000	1061066
332957235205940	400	1067	unavailable	40	58000	499569
332957240206203	400	1067	unavailable	43	58000	416693
332957245202878	420	1067	unavailable	46	58000	1048011
332957250199233	442	1067	unavailable	49	58000	578608
332957255207951	457	1067	unavailable	51	58000	370446
332957260208404	476	1067	unavailable	54	58000	937573
332957265207334	500	1067	unavailable	56	58000	480293
332957270198930	516	1067	unavailable	58	58000	228960
332957275198982	533	1067	unavailable	60	58000	838998
332957280204805	554	1067	unavailable	62	58000	606731
332957285202372	572	1067	unavailable	64	58000	245141
332957290207263	590	1067	unavailable	63	58000	1123793
332957295223516	572	1067	unavailable	62	58000	676071
332957300205474	572	1067	unavailable	63	58000	359776
332957305205646	572	1067	unavailable	64	58000	1020809
332957310204245	590	1067	unavailable	66	58000	620537
332957315206972	600	1067	unavailable	66	58000	375646
332957320204670	610	1067	unavailable	67	58000	913688
332957325204872	620	1067	unavailable	68	58000	635555
332957330201337	630	1067	unavailable	69	58000	360688
332957335204856	640	1067	unavailable	70	58000	938164
332957340200820	650	1067	unavailable	71	58000	662466
332957345205090	659	1067	unavailable	71	58000	380355
332957350207827	666	1067	unavailable	72	58000	1014758
332957355203721	688	1067	unavailable	73	58000	876067
332957360208252	688	1067	unavailable	73	58000	361720
332957365203424	700	1067	unavailable	74	58000	995041
332957370208165	711	1067	unavailable	75	58000	700327
332957375206334	722	1067	unavailable	75	58000	363223
332957380205644	733	1067	unavailable	75	58000	383060
332957385208211	744	1067	unavailable	75	58000	821935
332957390206409	750	1067	unavailable	76	58000	354557
332957395204137	762	1067	unavailable	76	58000	366559
332957400207395	762	1067	unavailable	77	58000	769998
332957405204511	775	1067	unavailable	77	58000	358454
332957410201658	787	1067	unavailable	78	58000	355448
332957415204625	787	1067	unavailable	75	58000	820834
332957420205659	750	1067	unavailable	73	58000	446820
332957425206402	722	1067	unavailable	70	58000	355268
332957430205733	677	1067	unavailable	67	58000	967419
332957435206687	659	1067	unavailable	66	58000	364385
332957440205977	640	1067	unavailable	65	58000	375136
332957445208243	620	1067	unavailable	64	58000	991064
332957450204649	600	1067	unavailable	62	58000	398799
332957455205222	572	1067	unavailable	60	58000	410031
332957460204582	525	1067	unavailable	57	58000	1043182
332957465207219	500	1067	unavailable	56	58000	429878
332957470206690	476	1067	unavailable	55	58000	382299
332957475206461	442	1067	unavailable	53	58000	964865
332957480206183	420	1067	unavailable	53	58000	538282
332957485206646	413	1067	unavailable	53	58000	424778
332957490205976	400	1067	unavailable	53	58000	1066846
332957495206880	400	1067	unavailable	52	58000	534936
332957500209697	400	1067	unavailable	51	58000	414038
332957505207264	400	1067	unavailable	50	58000	1101471
332957510205433	400	1067	unavailable	48	58000	594197
332957515205084	400	1067	unavailable	48	58000	416994
332957520208081	400	1067	unavailable	46	58000	1019367
332957525206039	400	1067	unavailable	46	58000	552990
332957530205781	400	1067	unavailable	46	58000	378542
332957535208007	400	1067	unavailable	46	58000	1103335
332957540206366	400	1067	unavailable	46	58000	631828
332957545206528	400	1067	unavailable	46	58000	450156
332957550208203	400	1067	unavailable	45	58000	1053260
332957555206271	400	1067	unavailable	44	58000	636517
332957560207245	400	1067	unavailable	43	58000	375806
332957565206986	400	1067	unavailable	43	58000	1104988
332957570208050	400	1067	unavailable	42	58000	699696
332957575204976	400	1067	unavailable	42	58000	380105
332957580204978	400	1067	unavailable	42	58000	1062668
332957585207464	400	1067	unavailable	42	58000	750712
332957590205933	400	1067	unavailable	42	58000	424979
332957595205985	400	1067	unavailable	42	58000	1143961
332957600206298	400	1067	unavailable	41	58000	748617
332957606642099	400	1067	unavailable	40	58000	209605
332957610206983	400	1067	unavailable	40	58000	967078
332957615207746	400	1067	unavailable	39	58000	720695
332957620206205	400	1067	unavailable	38	58000	399020
332957625206688	400	1067	unavailable	40	58000	1119274
332957630207671	400	1067	unavailable	40	58000	818189
332957635205860	400	1067	unavailable	40	58000	423697
332957640208967	400	1067	unavailable	44	58000	1060274
332957645210682	420	1067	unavailable	46	58000	777502
332957650203521	442	1067	unavailable	49	58000	419148
332957655210025	453	1067	unavailable	51	58000	415331
332957660197643	484	1067	unavailable	54	58000	694787
332957665201112	500	1067	unavailable	56	58000	256502
332957670202967	516	1067	unavailable	58	58000	364115
332957675204932	545	1067	unavailable	60	58000	916884
332957680206026	554	1067	unavailable	62	58000	395284
332957685207451	572	1067	unavailable	64	58000	356180
332957690202504	590	1067	unavailable	63	58000	769477
332957695203087	572	1067	unavailable	62	58000	331453
332957700206585	572	1067	unavailable	64	58000	245912
332957705202108	581	1067	unavailable	65	58000	818670
332957710204745	600	1067	unavailable	66	58000	527172
332957715204046	600	1067	unavailable	67	58000	419268
332957720207574	620	1067	unavailable	68	58000	932894
332957725204921	620	1067	unavailable	68	58000	394061
332957730201206	640	1067	unavailable	70	58000	371028
332957735203682	650	1067	unavailable	70	58000	961138
332957740206840	659	1067	unavailable	72	58000	420902
332957745206221	666	1067	unavailable	72	58000	363984
332957750203978	677	1067	unavailable	72	58000	958152
332957755208960	688	1067	unavailable	72	58000	591402
332957760204954	700	1067	unavailable	74	58000	452371
332957765204715	711	1067	unavailable	74	58000	1094759
332957770204036	722	1067	unavailable	74	58000	576684
332957775201643	733	1067	unavailable	75	58000	357933
332957780204220	744	1067	unavailable	76	58000	1045706
332957785207448	750	1067	unavailable	76	58000	551557
332957790204785	750	1067	unavailable	76	58000	379914
332957795207542	762	1067	unavailable	76	58000	1006763
332957800201512	775	1067	unavailable	77	58000	536088
332957805205081	787	1067	unavailable	77	58000	378542
332957810207187	800	1067	unavailable	77	59000	1018024
332957815206928	775	1067	unavailable	74	59000	652968
332957820206609	750	1067	unavailable	72	59000	362762
332957825206000	711	1067	unavailable	69	59000	1128903
332957830205411	677	1067	unavailable	67	59000	713982
332957835205903	650	1067	unavailable	66	59000	354828
332957840205925	640	1067	unavailable	64	59000	993869
332957845209784	610	1067	unavailable	63	59000	680109
332957850205779	581	1067	unavailable	61	59000	1716848
332957855213355	563	1067	unavailable	59	59000	954815
332957860206524	525	1067	unavailable	57	59000	770358
332957865207387	500	1067	unavailable	56	59000	387118
332957870205616	469	1067	unavailable	54	59000	996834
332957875205027	435	1067	unavailable	53	59000	1028133
332957880205119	420	1067	unavailable	53	59000	406604
332957885205882	406	1067	unavailable	53	59000	1067247
332957890216995	400	1067	unavailable	53	59000	824560
332957895206587	400	1067	unavailable	52	59000	418667
332957900206919	400	1067	unavailable	50	59000	1174809
332957905205739	400	1067	unavailable	49	59000	922725
332957910206332	400	1067	unavailable	48	59000	404020
332957915204640	400	1067	unavailable	48	59000	382179
332957920206315	400	1067	unavailable	46	59000	851892
332957925205446	400	1067	unavailable	45	59000	410572
332957930205508	400	1067	unavailable	46	59000	408438
332957935208204	400	1067	unavailable	46	59000	907747
332957940206844	400	1067	unavailable	46	59000	433214
332957945207767	400	1067	unavailable	46	59000	421303
332957950215033	400	1067	unavailable	45	59000	1006332
332957955207461	400	1067	unavailable	44	59000	436781
332957960206150	400	1067	unavailable	43	58000	408007
332957965206092	400	1067	unavailable	42	58000	867852
332957970205382	400	1067	unavailable	42	58000	382479
332957975206706	400	1067	unavailable	41	58000	379163
332957980206538	400	1067	unavailable	42	58000	1005861
332957985207371	400	1067	unavailable	43	58000	497937
332957990207704	400	1067	unavailable	43	58000	408698
332957995206894	400	1067	unavailable	42	58000	1075943
332958000206395	400	1067	unavailable	41	58000	594378
332958005207258	400	1067	unavailable	40	58000	386918
332958010207020	400	1067	unavailable	39	58000	1055445
332958015207743	400	1067	unavailable	39	58000	523895
332958020205922	400	1067	unavailable	39	58000	396665
332958025207657	400	1067	unavailable	40	58000	1107051
332958030205975	400	1067	unavailable	40	58000	592474
332958035207199	400	1067	unavailable	41	58000	416874
332958040206660	406	1067	unavailable	44	58000	1061316
332958045210840	428	1067	unavailable	47	58000	570262
332958050210140	442	1067	unavailable	49	58000	408178
332958055210022	461	1067	unavailable	52	58000	1027001
332958060211817	484	1067	unavailable	54	58000	590110
332958065210877	500	1067	unavailable	56	58000	412837
332958070200419	525	1067	unavailable	59	58000	949616
332958075208997	545	1067	unavailable	60	58000	627110
332958080209971	563	1067	unavailable	62	58000	414319
332958085208631	581	1067	unavailable	64	58000	1025307
332958090208181	581	1067	unavailable	63	58000	676833
332958095219515	563	1067	unavailable	62	58000	504438
332958100206402	563	1067	unavailable	63	58000	947972
332958105201725	572	1067	unavailable	65	58000	620356
332958110204552	590	1067	unavailable	66	58000	358354
332958115201859	600	1067	unavailable	67	58000	950988
332958120204916	610	1067	unavailable	67	58000	675340
332958125205750	620	1067	unavailable	68	58000	377379
332958130201714	630	1067	unavailable	70	59000	965445
332958135204471	640	1067	unavailable	70	59000	681572
332958140203491	650	1067	unavailable	71	59000	384192
332958145203873	659	1067	unavailable	72	59000	1031450
332958150204998	666	1067	unavailable	72	59000	710976
332958155204378	677	1067	unavailable	73	59000	368503
332958160201565	688	1067	unavailable	73	59000	356981
332958165204021	700	1067	unavailable	74	59000	734762
332958170207209	711	1067	unavailable	75	59000	407927
332958175202151	722	1067	unavailable	75	59000	356270
332958180204357	733	1067	unavailable	75	59000	766221
332958185205171	744	1067	unavailable	75	59000	381397
332958190218378	750	1067	unavailable	76	59000	1083216
332958196362992	762	1067	unavailable	76	59000	1148419
332958200209525	762	1067	unavailable	77	59000	411032
332958205216520	775	1067	unavailable	77	59000	1100950
332958210209348	787	1067	unavailable	78	59000	974713
332958215206514	775	1067	unavailable	75	59000	541098
332958220205975	750	1067	unavailable	72	59000	424569
332958225206799	711	1067	unavailable	69	59000	1031179
332958230206179	677	1067	unavailable	67	59000	423386
332958235206291	650	1067	unavailable	66	59000	400904
332958240206514	630	1067	unavailable	64	59000	1087645
332958245205774	610	1067	unavailable	63	59000	439036
332958250203882	590	1067	unavailable	61	59000	228059
332958255206599	554	1067	unavailable	59	59000	1043322
332958260204988	525	1067	unavailable	57	59000	477728
332958265206473	500	1067	unavailable	56	59000	382148
332958270207426	461	1067	unavailable	54	59000	1134964
332958275205465	435	1067	unavailable	53	59000	575351
332958280205667	420	1067	unavailable	53	59000	406103
332958285208233	406	1067	unavailable	53	59000	1085481
332958290207534	400	1067	unavailable	53	59000	604988
332958295207876	400	1067	unavailable	52	59000	446199
332958300209662	400	1067	unavailable	50	59000	1123663
332958305206778	400	1067	unavailable	49	59000	612071
332958310207341	400	1067	unavailable	48	59000	391185
332958315205429	400	1067	unavailable	47	59000	1044354
332958320207625	400	1067	unavailable	46	59000	605368
332958325206184	400	1067	unavailable	46	59000	378031
332958330205926	400	1067	unavailable	46	59000	1076434
332958335206058	400	1067	unavailable	46	59000	676592
332958340206110	400	1067	unavailable	46	59000	422003
332958345205971	400	1067	unavailable	46	59000	1143460
332958350207927	400	1067	unavailable	45	59000	749970
332958355206526	400	1067	unavailable	44	59000	411714
332958360205035	400	1067	unavailable	43	59000	958693
332958365205908	400	1067	unavailable	43	59000	661424
332958370206732	400	1067	unavailable	42	59000	379483
332958375199430	400	1067	unavailable	41	59000	217569
332958380198831	400	1067	unavailable	42	59000	610568
332958385199163	400	1067	unavailable	42	59000	258306
332958390200407	400	1067	unavailable	43	59000	243879
332958395199598	400	1067	unavailable	42	59000	643389
332958400199559	400	1067	unavailable	41	59000	244871
332958405199321	400	1067	unavailable	41	59000	255771
332958410199052	400	1067	unavailable	40	59000	853535
332958415199324	400	1067	unavailable	39	59000	216548
332958420198755	400	1067	unavailable	39	59000	242246
332958425199298	400	1067	unavailable	40	59000	779315
332958430200081	400	1067	unavailable	40	59000	306527
332958435199442	400	1067	unavailable	40	59000	268425
332958440197751	406	1067	unavailable	44	59000	674879
332958445199045	420	1067	unavailable	46	59000	240733
332958450200880	442	1067	unavailable	49	59000	230824
332958455210089	461	1067	unavailable	52	59000	853715
332958460206414	484	1067	unavailable	54	59000	417034
332958465209231	500	1067	unavailable	56	59000	426262
332958470208592	525	1067	unavailable	58	59000	870126
332958475207522	545	1067	unavailable	60	59000	431231
332958480208255	563	1067	unavailable	62	59000	392488
332958485208257	581	1067	unavailable	64	59000	877750
332958490204882	590	1067	unavailable	63	59000	255210
332958495208150	563	1067	unavailable	62	59000	455828
332958500202411	563	1067	unavailable	63	59000	889603
332958505204678	572	1067	unavailable	64	59000	464303
332958510202315	581	1067	unavailable	66	59000	357983
332958515206976	600	1067	unavailable	67	59000	1025889
332958520204002	600	1067	unavailable	67	59000	402998
332958525211448	610	1067	unavailable	68	59000	394091
332958530202733	630	1067	unavailable	69	59000	1043262
332958535205801	630	1067	unavailable	69	59000	435128
332958540206283	650	1067	unavailable	71	59000	367932
332958545205724	659	1067	unavailable	71	59000	990783
332958550207189	666	1067	unavailable	72	59000	471196
332958555207431	677	1067	unavailable	73	59000	356420
332958560201632	688	1067	unavailable	73	59000	1005631
332958565204629	700	1067	unavailable	73	59000	525519
332958570204321	711	1067	unavailable	75	59000	377700
332958575204603	722	1067	unavailable	75	59000	1069762
332958580207450	733	1067	unavailable	75	59000	685279
332958585204747	733	1067	unavailable	76	59000	1362602
332958590203877	750	1067	unavailable	76	59000	1027532
332958595201925	762	1067	unavailable	77	59000	646977
332958600205053	762	1067	unavailable	77	59000	379113
332958605204684	787	1067	unavailable	77	59000	1047890
332958610201600	800	1067	unavailable	78	59000	702641
332958615203696	787	1067	unavailable	76	59000	304442
332958620202265	762	1067	unavailable	73	59000	974061
332958625204180	722	1067	unavailable	70	59000	647628
332958630201798	688	1067	unavailable	68	59000	307277
332958635201900	666	1067	unavailable	66	59000	988318
332958640203294	640	1067	unavailable	65	59000	657246
332958645253079	630	1067	unavailable	64	59000	302179
332958650201574	600	1067	unavailable	62	59000	1063340
332958655203149	563	1067	unavailable	60	59000	685960
332958660202299	533	1067	unavailable	58	59000	331303
332958665202271	508	1067	unavailable	56	59000	1022342
332958670202483	476	1067	unavailable	55	59000	692292
332958675203136	450	1067	unavailable	54	59000	352263
332958680203809	428	1067	unavailable	53	59000	1111570
332958685204733	406	1067	unavailable	53	59000	761331
332958690203242	400	1067	unavailable	53	59000	333928
332958695203514	400	1067	unavailable	52	59000	330442
332958700202494	400	1067	unavailable	51	59000	885225
332958705204039	400	1067	unavailable	49	59000	422234
332958710205684	400	1067	unavailable	48	59000	350659
332958715204894	400	1067	unavailable	48	59000	812378
332958720203443	400	1067	unavailable	47	59000	346652
332958725204397	400	1067	unavailable	46	59000	349827
332958730204889	400	1067	unavailable	46	59000	959635
332958735204691	400	1067	unavailable	46	59000	445898
332958740202298	400	1067	unavailable	46	59000	331403
332958745204784	400	1067	unavailable	46	59000	932374
332958750204626	400	1067	unavailable	45	59000	467068
332958755201562	400	1067	unavailable	44	59000	306887
332958760205000	400	1067	unavailable	43	59000	975024
332958765205243	400	1067	unavailable	43	59000	425560
332958770204132	400	1067	unavailable	42	59000	376268
332958775204094	400	1067	unavailable	41	59000	928265
332958780203895	400	1067	unavailable	42	59000	507415
332958785200210	400	1067	unavailable	42	59000	244881
332958790200903	400	1067	unavailable	43	59000	880025
332958795200524	400	1067	unavailable	42	59000	419680
332958800198182	400	1067	unavailable	41	59000	219272
332958805198544	400	1067	unavailable	40	59000	852323
332958810200830	400	1067	unavailable	40	59000	425440
332958815198849	400	1067	unavailable	39	59000	220805
332958820198880	400	1067	unavailable	39	59000	825693
332958825198692	400	1067	unavailable	40	59000	456588
332958830198994	400	1067	unavailable	41	59000	244239
332958835200038	400	1067	unavailable	41	59000	960155
332958840197796	406	1067	unavailable	44	59000	430008
332958845197847	420	1067	unavailable	46	59000	232187
332958850208289	442	1067	unavailable	49	59000	1013466
332958855211156	461	1067	unavailable	51	59000	613343
332958860205768	476	1067	unavailable	54	59000	415862
332958865205730	500	1067	unavailable	56	59000	1089729
332958870209438	525	1067	unavailable	58	59000	584159
332958875206694	541	1067	unavailable	60	59000	353886
332958880199082	554	1067	unavailable	62	59000	890895
332958885204063	581	1067	unavailable	64	59000	848997
332958890205849	590	1067	unavailable	64	59000	254779
332958895209828	572	1067	unavailable	62	59000	1068780
332958900216783	572	1067	unavailable	64	59000	756813
332958905201786	572	1067	unavailable	64	59000	359506
332958910205135	590	1067	unavailable	65	59000	1015840
332958915201950	600	1067	unavailable	67	59000	657226
332958920205128	610	1067	unavailable	67	59000	379874
332958925205470	620	1067	unavailable	68	59000	976747
332958930201715	630	1067	unavailable	69	59000	692663
332958935204392	640	1067	unavailable	70	59000	378321
332958940201669	650	1067	unavailable	71	59000	1199255
332958945205929	666	1067	unavailable	72	59000	759528
332958950205139	666	1067	unavailable	72	59000	380415
332958955204339	677	1067	unavailable	73	59000	359156
332958960197919	688	1067	unavailable	74	59000	649431
332958965204543	700	1067	unavailable	74	59000	384703
332958970207831	711	1067	unavailable	75	59000	341031
332958975201030	722	1067	unavailable	75	59000	771641
332958980204869	733	1067	unavailable	75	59000	379904
332958985204891	744	1067	unavailable	75	59000	378502
