key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2182968
monotonic_ns	package_uj	core_uj	sample_cost_ns
503028479257352	60702474789	7731547858	83286
503028529362906	60703137673	7731820457	120851
503028579344598	60703680019	7732046276	102500
503028629381909	60704200011	7732259354	162364
503028679383176	60704718722	7732470463	158678
503028729392838	60705239874	7732687905	169046
503028779385931	60705773386	7732896924	159049
503028829386528	60706290479	7733107256	164338
503028879442120	60706805574	7733318305	191305
503028929439751	60707331899	7733534648	193109
503028979449534	60707836725	7733745574	204418
503029029427180	60708343214	7733956455	201443
503029079443824	60708846042	7734166329	193910
503029129440694	60709372595	7734382916	191887
503029179443023	60709873805	7734592577	193529
503029229441836	60710384674	7734802557	193569
503029279447952	60710894077	7735019129	201613
503029329442608	60711415184	7735229644	191826
503029379449425	60711920376	7735439838	204509
503029429421071	60712434113	7735649880	193449
503029479448264	60712961094	7735867398	201313
503029529443010	60713481193	7736078355	194570
503029579442798	60713988568	7736288564	194200
503029629405492	60714532820	7736539452	182250
503029679343053	60715081742	7736787531	87674
503029729365972	60715442197	7736796793	124568
503029779381620	60715818292	7736860846	137060
503029829369368	60716266602	7736995788	107860
503029879382240	60716902434	7737164892	130408
503029929370238	60717509610	7737372615	122345
503029979789463	60718146342	7737570496	573716
503030029376949	60718788475	7737740973	128465
503030079371920	60719406378	7737911604	112958
503030129355371	60720006018	7738115206	98242
503030179356422	60720614354	7738278787	99043
503030229354739	60721259645	7738461731	100616
503030279357133	60721885696	7738658284	102790
503030329366108	60722517423	7738854334	118658
503030379358865	60723137417	7739048492	101428
503030429363393	60723783715	7739208472	114561
503030479562772	60724409858	7739400098	330390
503030529359886	60725031652	7739611192	116174
503030579366488	60725671603	7739837041	119940
503030629364848	60726278780	7740016551	117987
503030679492195	60726897049	7740202958	252914
503030729355979	60727523710	7740392066	101278
503030779467858	60728178752	7740609248	215018
503030829357267	60728797769	7740807938	101007
503030879363661	60729419319	7740958138	105415
503030929368142	60730048238	7741154432	118739
503030979364909	60730674747	7741349567	117847
503031029368167	60731291826	7741536416	120191
503031079459410	60731908799	7741709961	218734
503031129590754	60732548414	7741872718	347921
503031179424365	60733169781	7742083568	127654
503031229601558	60733780757	7742258287	241995
503031279365577	60734395349	7742430520	107068
503031329366201	60735030051	7742625822	107148
503031379554044	60735632086	7742815174	309233
503031429363152	60736256917	7743015618	102731
503031479356352	60736896639	7743190139	100967
503031529955767	60737511307	7743367117	101518
503031579523974	60738129226	7743537472	238128
503031629355302	60738755307	7743740770	100546
503031679364994	60739399866	7743944281	121434
503031729362475	60740018212	7744139950	115633
503031779358042	60740640738	7744331758	102069
503031829356534	60741258596	7744505882	101448
503031879355618	60741912569	7744719311	101468
503031929364058	60742547607	7744931535	103442
503031979634528	60743196774	7745149755	104534
503032030114556	60743822184	7745330043	99976
503032080106296	60744472083	7745574553	105455
503032129400551	60745024835	7745877012	173775
503032184917298	60745611780	7746181302	5658982
503032229406562	60746237632	7746401796	190815
503032279341182	60746763774	7746592292	86212
503032329399169	60747358119	7746798427	174186
503032379391901	60747908353	7747051359	170079
503032429398688	60748473707	7747266924	179164
503032479384027	60749068983	7747512608	159390
503032529388590	60749709010	7747771216	166593
503032579403171	60750335000	7748021158	179956
503032629344354	60750939492	7748258557	101729
503032683305334	60751500284	7748475022	3384731
503032729380760	60752001799	7748624825	132563
503032779405329	60752514026	7748791397	177081
503032829864702	60753064138	7748972235	142321
503032879405160	60753547923	7749119001	179986
503032929420263	60754051941	7749293843	193230
503032979391859	60754560307	7749444927	168186
503033029397765	60755046381	7749608218	173065
503033079386992	60755625208	7749835349	163137
503033129390174	60756213923	7750074961	169398
503033180128327	60756890859	7750271957	157177
503033229383133	60757663708	7750364847	126963
503033279432175	60758449937	7750467732	168426
503033329869520	60759270390	7750569122	115463
503033379367624	60760073327	7750690148	111166
503033429345260	60760803697	7750778370	89958
503033479827805	60761564186	7750894804	109182
503033529449776	60762284822	7751001487	131912
503033579412787	60762973446	7751072376	129799
503033630791619	60763651862	7751169173	170129
503033679350609	60764309085	7751245905	98303
503033729346588	60764993132	7751336462	97231
503033779379351	60765709465	7751427262	124499
503033829396066	60766429902	7751520183	145606
503033879387407	60767148447	7751604255	119651
503033929575484	60767810674	7751689272	106558
503033979350864	60768504196	7751772352	101459
503034030215532	60769259421	7751878227	189604
503034081190984	60769990005	7751983325	182691
503034134305069	60770531191	7752235570	5126731
503034179361697	60771360906	7752343062	122495
503034229381027	60772087934	7752352675	170209
503034279449172	60773139760	7752528951	213155
503034329415699	60773880536	7752593355	190315
503034380229847	60774615407	7752609635	116355
503034429380779	60775616957	7752800162	160643
503034479356574	60775986597	7752856158	104965
503034529399064	60776435656	7752873018	164229
503034579666393	60776736864	7752884020	133425
503034629366960	60777398145	7753062981	110625
503034679401696	60777834951	7753079108	168697
503034729381696	60778422735	7753190995	120942
503034779396136	60779127731	7753209656	155984
503034829377157	60779806880	7753231902	136760
503034879383433	60780470985	7753242125	146729
503034929377236	60781129276	7753262235	119110
503034979391275	60781818281	7753280895	147911
503035029391400	60782460246	7753289303	145757
503035079344943	60783157339	7753312266	96129
503035129360084	60783812471	7753316019	129588
503035179363705	60784526179	7753337030	134517
503035229369340	60785223974	7753381934	150586
503035279346985	60786284649	7753591197	104474
503035329919568	60787337603	7753814956	185206
503035379396291	60788192494	7753901896	151898
503035429373445	60789161590	7754037494	154623
503035479401950	60789932440	7754073060	185386
503035529400462	60791022075	7754244072	172534
503035579405896	60791788881	7754276251	188031
503035629399457	60792760464	7754414824	168848
503035681709791	60793638013	7754460919	264346
503035729354462	60794709796	7754577368	108170
503035779345919	60795520560	7754620075	109163
503035829831137	60796494753	7754747754	476821
503035879430994	60797305502	7754785502	193801
503035929365571	60798070538	7754819222	149704
503035979345217	60799070364	7754878301	91381
