source_label	source_sha256	public_derivative	public_derivative_sha256	sanitizer	sanitizer_sha256	substitutions
private_image_quality_successor_summary	9e12b2b2756b1c717e800da0b0cc00e95d6114a8c4f22f57b335a8c923be490c	result.tsv	9e12b2b2756b1c717e800da0b0cc00e95d6114a8c4f22f57b335a8c923be490c	remote/sanitize-capture.py	a1573c22d76367834d7588a71ec4c357402662ae045d9b49fc9b02d1b35da279	0
