# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=-
# sample_rates: gpu_busy_percent_period_ns=20000000 pp_dpm_period_ns=200000000 temp1_input_period_ns=200000000 meminfo_period_ns=2000000000 vmstat_period_ns=2000000000
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3406911 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
# meminfo monotonic_ns=389795851091822 mem_available_kb=21790000 pswpin=0
389795851091822	1100	933	unavailable	14	unavailable	128140
389795872026129	1100	933	unavailable	12	unavailable	44604
389795891167898	1100	933	unavailable	9	unavailable	45315
389795912022496	1100	933	unavailable	8	unavailable	118763
# mark name=bench_start monotonic_ns=389795912154634
389795931162331	1100	933	unavailable	6	unavailable	515747
389795953021893	1100	933	unavailable	5	unavailable	40225
389795972038517	1100	933	unavailable	4	unavailable	215804
389795992020860	1100	933	unavailable	3	unavailable	43011
389796011154173	1100	933	unavailable	2	unavailable	175038
389796031154601	1100	933	unavailable	2	unavailable	44343
389796051153596	1100	933	unavailable	1	unavailable	87974
389796071156488	1100	933	unavailable	1	unavailable	329127
389796091154210	1100	933	unavailable	1	unavailable	43041
389796111152594	1100	933	unavailable	1	unavailable	42750
389796131149766	1100	933	unavailable	0	unavailable	408245
389796152012439	1100	933	unavailable	0	unavailable	583313
389796171154608	1100	933	unavailable	0	unavailable	40105
389796191154645	1100	933	unavailable	0	unavailable	517901
389796212011908	1100	933	unavailable	0	unavailable	43221
389796231159929	1100	933	unavailable	0	unavailable	45585
389796251158453	1100	933	unavailable	0	unavailable	670055
389796271152017	1100	933	unavailable	0	unavailable	166522
389796292013168	1100	933	unavailable	0	unavailable	345818
389796311155297	1100	933	unavailable	0	unavailable	44003
389796331160564	1100	933	unavailable	0	unavailable	302567
389796351155391	1100	933	unavailable	0	unavailable	45195
389796371153124	1100	933	unavailable	0	unavailable	45244
389796391158420	1100	933	unavailable	0	unavailable	390612
389796412012307	1100	933	unavailable	0	unavailable	579446
389796431152894	1100	933	unavailable	0	unavailable	44132
389796451157248	1100	933	unavailable	0	unavailable	559880
389796472012217	1100	933	unavailable	0	unavailable	40667
389796491155078	1100	933	unavailable	0	unavailable	41899
389796511155486	1100	933	unavailable	0	unavailable	658924
389796531153399	1100	933	unavailable	0	unavailable	201808
389796552012124	1100	933	unavailable	0	unavailable	359183
389796571152551	1100	933	unavailable	0	unavailable	40916
389796591149963	1100	933	unavailable	0	unavailable	281057
389796611156162	1100	933	unavailable	0	unavailable	42008
389796631150738	1100	933	unavailable	0	unavailable	40005
389796651151176	1100	933	unavailable	0	unavailable	439474
389796671173365	1100	933	unavailable	0	unavailable	47329
389796691169074	1100	933	unavailable	0	unavailable	45896
389796714142523	1100	933	unavailable	0	unavailable	528660
389796731589365	1100	933	unavailable	0	unavailable	58811
389796752055486	1100	933	unavailable	0	unavailable	181029
389796772226343	1100	933	unavailable	3	unavailable	43181
389796792052615	1100	933	unavailable	7	unavailable	41297
389796811416680	1100	933	unavailable	11	unavailable	46377
389796831704747	1100	933	unavailable	14	unavailable	251140
389796852019654	1100	933	unavailable	16	unavailable	88135
389796871902592	1100	933	unavailable	18	unavailable	598451
389796891933987	1100	933	unavailable	20	unavailable	137228
389796911155906	1100	933	unavailable	21	unavailable	483847
389796932220869	1100	933	unavailable	22	unavailable	362329
389796951171279	1100	933	unavailable	23	unavailable	42670
389796971448816	1100	933	unavailable	23	unavailable	272671
389796991312879	1100	933	unavailable	25	unavailable	33883
389797011249026	1100	933	unavailable	28	unavailable	32852
389797031177519	1100	933	unavailable	30	unavailable	657452
389797051368534	1100	1067	unavailable	31	unavailable	80411
389797071162154	1100	1067	unavailable	32	unavailable	35958
