key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2165820
monotonic_ns	package_uj	core_uj	sample_cost_ns
502885113226977	59806515417	7627775804	47751
502885163332822	59807048592	7627796738	83830
502885213375256	59807558057	7627810394	143313
502885263370950	59808065553	7627826430	135158
502885313377426	59808583669	7627842726	147040
502885363368862	59809110284	7627855054	138664
502885413377812	59809622403	7627868054	146278
502885463424625	59810128358	7627877987	163392
502885513424547	59810625983	7627880276	165214
502885563425813	59811144541	7627881268	163481
502885613424553	59811645904	7627884991	164443
502885663424566	59812143513	7627886349	163231
502885713424849	59812660836	7627889003	167559
502885763422938	59813161023	7627890911	161938
502885813397342	59813663408	7627894496	164814
502885863426440	59814160315	7627895580	164223
502885913423427	59814676478	7627898158	167028
502885997492747	59815752259	7628209666	105290
502886013332660	59815906807	7628217417	89690
502886063352771	59816429165	7628233560	108266
502886113378733	59816955810	7628247750	150436
502886163354840	59817460285	7628260246	109749
502886213344323	59818004752	7628284827	96213
502886263373521	59818542611	7628311635	146008
502886313401727	59819121256	7628452573	189952
502886363357927	59819635817	7628623096	106664
502886413351537	59820246900	7628805521	103768
502886463364154	59820880061	7628953936	122463
502886513549730	59821499520	7629126702	319338
502886563460453	59822109322	7629292434	119127
502886613359964	59822715583	7629515796	117534
502886663359716	59823355244	7629741737	118386
502886713355169	59823973864	7629918531	104378
502886763360893	59824578325	7630121203	119207
502886813366957	59825168474	7630299325	123966
502886863358252	59825808532	7630474182	114969
502886913354217	59826423170	7630653570	105300
502886963364088	59827016035	7630817395	112675
502887013373068	59827664073	7631025118	128875
502887064018359	59828278940	7631211433	136179
502887113425533	59828880502	7631395673	121171
502887163357145	59829494102	7631604540	116983
502887213364912	59830131368	7631819571	122323
502887263520170	59830749515	7632022625	242402
502887313573264	59831353198	7632199419	406054
502887363365069	59831974046	7632373147	122584
502887414660259	59832620619	7632609478	104990
502887463349655	59833205199	7632756260	104209
502887513358534	59833809186	7632944543	116622
502887563877706	59834410992	7633146117	128746
502887613926741	59835021602	7633349155	131851
502887663359433	59835633143	7633568977	116082
502887713358463	59836256081	7633758710	117935
502887763363344	59836941486	7633960101	118436
502887813359269	59837562883	7634165977	116903
502887863469290	59838183335	7634342756	122343
502887913367979	59838794097	7634536151	105972
502887963353043	59839421506	7634740196	104088
502888013361081	59840031826	7634958966	109749
502888063363948	59840648554	7635162889	121271
502888113511261	59841271752	7635385503	232833
502888163495613	59841913687	7635557964	220370
502888213361921	59842523503	7635731692	117935
502888263360971	59843144519	7635927711	119488
502888313416258	59843778779	7636101378	124908
502888363364602	59844401504	7636292912	112113
502888413360486	59845013929	7636488656	110340
502888464050493	59845635006	7636693999	113646
502888513358337	59846259135	7636883198	109027
502888563354782	59846861902	7637088143	103978
502888614090535	59847535817	7637318722	89721
502888663377609	59848095176	7637620556	121412
502888713359807	59848689810	7637893720	108687
502888763348407	59849283530	7638125199	98577
502888813342538	59849866370	7638398271	93428
502888863372737	59850448554	7638489819	141159
502888913374553	59850962886	7638623678	155205
502888963476248	59851506880	7638843012	253784
502889013388392	59852100004	7639085400	171647
502889063442898	59852751749	7639345000	216252
502889113412222	59853365563	7639588502	193528
502889163361547	59853981712	7639832691	122704
502889217372559	59854495174	7640022516	4171696
502889263364506	59855023086	7640158846	128505
502889313404033	59855516758	7640332070	185684
502889364338275	59856043998	7640489563	143884
502889413400250	59856498351	7640625894	175875
502889463404179	59857013507	7640790344	179281
502889513401486	59857515480	7640950813	176196
502889563382562	59858024121	7641122999	164132
502889613387833	59858633113	7641358232	169102
502889663380882	59859199917	7641586842	167379
502889714039458	59859857247	7641753185	1258167
502889764033097	59860559405	7641835868	1439291
502889814136155	59861367713	7641939852	120730
502889863368494	59862136045	7642042370	117183
502889913368827	59862920123	7642154852	123265
502889963409596	59863666468	7642259018	152320
502890013373438	59864369648	7642347179	125930
502890063366467	59865052383	7642451345	119127
502890113410392	59865750329	7642528841	156388
502890163374335	59866485704	7642640545	121160
502890213365840	59867197535	7642734687	121632
502890263369609	59867884893	7642843369	116352
502890313374460	59868569687	7642923825	126451
502890364172842	59869287744	7643024299	103878
502890413396315	59869967213	7643112078	128836
502890463373954	59870651947	7643202619	124266
502890513838149	59871394721	7643315833	119487
502890565099524	59872100862	7643398944	140508
502890613322229	59872758405	7643549082	75193
502890663377246	59873375698	7643791517	117965
502890713370775	59874218809	7643865167	134296
502890763369493	59874955801	7643892174	165956
502890813348705	59875991713	7644084653	101092
502890863349057	59876706535	7644109005	102796
502890913340362	59877469831	7644170708	105841
502890963389427	59878339858	7644348815	175494
502891013360683	59878650816	7644389096	110160
502891063382986	59879083899	7644405758	155667
502891113417213	59879368155	7644421581	202265
502891163343825	59880029727	7644595476	95081
502891213391908	59880567999	7644663069	98287
502891263331424	59881201511	7644722957	87617
502891313446254	59881873916	7644731928	215040
502891363398444	59882544673	7644756555	185333
502891413391121	59883195365	7644762536	171828
502891464579767	59883863956	7644771019	1004122
502891513402386	59884541472	7644791389	179833
502891563406234	59885179363	7644795279	186696
502891613340650	59885853065	7644816274	102214
502891663379224	59886506580	7644818838	190864
502891713337927	59887177993	7644840107	102225
502891763379397	59888043091	7644988293	168822
502891813332859	59889064767	7645202531	94731
502891865117440	59890140746	7645438160	103627
502891913372216	59890879462	7645452518	130959
502891963375894	59891891189	7645617365	162029
502892013367900	59892624138	7645625559	154154
502892063348915	59893670883	7645793946	113105
502892113386848	59894415275	7645804505	176757
502892163342274	59895427033	7645957176	104148
502892213375809	59896231022	7645968131	141981
502892263603103	59897344246	7646133192	133043
502892313395629	59898119795	7646154859	153964
502892363341527	59899072169	7646301885	90663
502892413408455	59899920300	7646349047	179051
502892464170748	59900880211	7646494883	156669
502892513343283	59901676679	7646533242	98368
502892564169398	59902662330	7646680070	151769
502892613342854	59903469524	7646714873	99049
502892663385586	59904302398	7646785686	178480
502892713343136	59905082280	7646837074	103798
502892764110739	59906001971	7646891347	113065
502892813370189	59906827017	7646944353	136531
502892863371252	59907756977	7647067974	155556
502892913839445	59908547463	7647117608	655468
502892963403826	59909533130	7647254320	184131
502893013404077	59910326576	7647307006	192857
502893063364061	59911297779	7647434227	126300
502893113412294	59912117133	7647494359	204941
502893163351389	59913087389	7647602507	108617
502893213394552	59913899420	7647660122	179953
502893278186248	59915081046	7647824115	4363091
502893313362442	59915731479	7647837892	126071
502893363346152	59916632250	7647927350	125629
502893413401117	59917537339	7648010125	190653
502893463352495	59918390506	7648093083	140397
502893513351584	59919305833	7648213239	114278
502893563377685	59920181536	7648292749	160516
502893613344362	59921080552	7648400424	104729
502893663356796	59921927310	7648471313	148683
502893713396382	59922861161	7648584985	167810
502893763591874	59923618278	7648612678	244256
502893813383107	59924426433	7648671574	150908
502893863549475	59925280271	7648759445	353283
502893913402245	59926223704	7648854106	189511
502893963390553	59927102610	7648945379	170746
502894013427434	59927986796	7649045014	202836
502894063368742	59928826352	7649119030	129567
502894113396916	59929792489	7649240393	184081
502894163388832	59930569670	7649277485	145156
502894213401696	59931492260	7649403974	185704
502894264983500	59932259677	7649423885	919100
502894318072675	59933295909	7649555211	4172268
502894363343477	59934165889	7649592883	102765
502894413394745	59935168874	7649727047	184200
502894463375349	59935903379	7649742305	164784
502894513343078	59936891304	7649877429	106683
502894563370110	59937626816	7649891238	161528
502894613367896	59938689993	7650062585	114258
502894663664350	59939440183	7650079155	472550
502894713912323	59940414483	7650232056	238425
502894763405568	59941199919	7650256408	188169
502894813398314	59941981083	7650311443	185012
502894863407492	59942778374	7650337641	194541
502894913505800	59943584164	7650391075	309420
502894963346106	59944352359	7650415442	105692
502895013337790	59945360196	7650576398	91645
502895063338432	59946116764	7650604549	96854
502895113344674	59947106306	7650772967	93488
502895163378068	59947864659	7650801133	125269
502895213376896	59948887113	7650965340	139536
502895263421601	59949628438	7650978477	208177
502895313437812	59950629195	7651164320	222514
502895363397044	59951495117	7651180417	158692
502895413422243	59952549109	7651336109	176636
