1788379378683151844	1100000000	933Mhz	0
1788379378757893591	1100000000	933Mhz	0
1788379378817239898	1100000000	933Mhz	0
1788379378879402053	1100000000	933Mhz	0
1788379378944537100	1100000000	933Mhz	0
1788379379009415325	1100000000	933Mhz	0
1788379379068965854	1100000000	933Mhz	0
1788379379126173603	1100000000	933Mhz	0
1788379379186401595	1100000000	933Mhz	0
1788379379245021566	1100000000	933Mhz	0
1788379379306667150	1100000000	933Mhz	0
1788379379366564660	1100000000	933Mhz	0
1788379379427199575	1100000000	933Mhz	0
1788379379492012276	1100000000	933Mhz	0
1788379379552793005	1100000000	933Mhz	0
1788379379618103511	1100000000	1067Mhz	9
1788379379688328505	1100000000	1067Mhz	19
1788379379753715565	1100000000	1067Mhz	22
1788379379822638314	1100000000	933Mhz	25
1788379379885935879	1100000000	933Mhz	25
1788379379948012792	1100000000	933Mhz	22
1788379380025681134	1100000000	933Mhz	22
1788379380089891042	1100000000	933Mhz	23
1788379380158671733	1100000000	933Mhz	23
1788379380222247119	1100000000	933Mhz	23
1788379380284366841	1100000000	933Mhz	23
1788379380343986679	1100000000	933Mhz	24
1788379380410089561	1100000000	933Mhz	24
1788379380475470909	1100000000	933Mhz	24
1788379380537588387	1100000000	933Mhz	23
1788379380599175118	1100000000	933Mhz	24
1788379380660176851	1100000000	933Mhz	23
1788379380721609784	1100000000	1067Mhz	16
1788379380784850081	1100000000	1067Mhz	8
1788379380846538513	1100000000	933Mhz	6
1788379380910499153	1100000000	933Mhz	49
1788379380974209773	1100000000	933Mhz	73
1788379381049287768	1100000000	933Mhz	86
1788379381110358179	1100000000	933Mhz	89
1788379381174408566	1100000000	933Mhz	91
1788379381257357711	1100000000	933Mhz	93
1788379381326129153	1100000000	933Mhz	94
1788379381389054507	1100000000	933Mhz	94
1788379381464216500	1100000000	933Mhz	97
1788379381527636763	1100000000	933Mhz	95
1788379381590327958	1100000000	933Mhz	94
1788379381648714509	1100000000	933Mhz	97
1788379381709825646	1100000000	933Mhz	96
1788379381771960796	1100000000	933Mhz	97
1788379381829960380	1100000000	933Mhz	96
1788379381892853464	1100000000	933Mhz	94
1788379381954645750	1100000000	933Mhz	97
1788379382015222363	1100000000	933Mhz	95
1788379382075367846	1100000000	933Mhz	97
1788379382139266467	1100000000	933Mhz	96
1788379382198486592	1100000000	933Mhz	93
1788379382261584439	1100000000	933Mhz	96
1788379382321678455	1100000000	933Mhz	93
1788379382378733464	1100000000	933Mhz	96
1788379382439049377	1100000000	933Mhz	95
1788379382497143778	1100000000	933Mhz	94
1788379382557908283	1100000000	933Mhz	96
1788379382616224892	1100000000	933Mhz	94
1788379382674068352	1100000000	933Mhz	97
1788379382732851977	1100000000	933Mhz	95
1788379382797285172	1100000000	933Mhz	97
1788379382858967320	1100000000	933Mhz	96
1788379382923896265	1100000000	933Mhz	94
1788379382982159543	1100000000	933Mhz	97
1788379383057244248	1100000000	933Mhz	95
1788379383117433973	1100000000	933Mhz	90
1788379383179115920	1100000000	933Mhz	93
1788379383240210133	1100000000	933Mhz	93
1788379383302237849	1100000000	933Mhz	96
1788379383366803220	1100000000	933Mhz	95
1788379383425450408	1100000000	933Mhz	95
1788379383485990731	1100000000	933Mhz	96
1788379383543654803	1100000000	933Mhz	94
1788379383604559901	1100000000	933Mhz	97
1788379383669211945	1100000000	933Mhz	95
1788379383735818109	1100000000	933Mhz	91
1788379383798092257	1100000000	933Mhz	93
1788379383860345747	1100000000	933Mhz	93
1788379383919423183	1100000000	933Mhz	96
1788379383984631823	1100000000	933Mhz	96
1788379384044493550	1100000000	933Mhz	94
1788379384114827142	1100000000	933Mhz	97
1788379384173855404	1100000000	933Mhz	95
1788379384232924023	1100000000	933Mhz	97
1788379384292302593	1100000000	933Mhz	95
1788379384350670345	1100000000	933Mhz	91
1788379384418756797	1100000000	933Mhz	94
1788379384479130126	1100000000	933Mhz	92
1788379384538195307	1100000000	933Mhz	95
1788379384596766812	1100000000	933Mhz	94
1788379384655918486	1100000000	933Mhz	96
1788379384714962739	1100000000	933Mhz	95
1788379384774808176	1100000000	933Mhz	93
1788379384836815462	1100000000	933Mhz	96
1788379384896071653	1100000000	933Mhz	95
1788379384956053917	1100000000	933Mhz	97
1788379385013087884	1100000000	933Mhz	95
1788379385071102673	1100000000	933Mhz	97
1788379385131274201	1100000000	933Mhz	96
1788379385195118686	1100000000	933Mhz	95
1788379385253411196	1100000000	933Mhz	97
1788379385312407527	1100000000	933Mhz	95
1788379385371722818	1100000000	933Mhz	97
1788379385429582294	1100000000	933Mhz	93
1788379385487336964	1100000000	933Mhz	96
1788379385545615898	1100000000	933Mhz	95
1788379385605332502	1100000000	933Mhz	94
1788379385664770593	1100000000	933Mhz	96
1788379385725401534	1100000000	933Mhz	94
1788379385786783966	1100000000	933Mhz	97
1788379385849859638	1100000000	933Mhz	96
1788379385914431418	1100000000	933Mhz	94
1788379385984792610	1100000000	933Mhz	97
1788379386047792559	1100000000	933Mhz	95
1788379386110774062	1100000000	933Mhz	90
1788379386170248220	1100000000	933Mhz	92
1788379386241914260	1100000000	933Mhz	91
1788379386305096010	1100000000	933Mhz	95
1788379386368080619	1100000000	933Mhz	95
1788379386434642916	1100000000	933Mhz	87
1788379386505141665	1100000000	933Mhz	93
1788379386572244498	1100000000	933Mhz	92
1788379386630250168	1100000000	933Mhz	92
1788379386704936170	1100000000	933Mhz	95
1788379386766249260	1100000000	933Mhz	89
1788379386828306258	1100000000	933Mhz	94
1788379386894423670	1100000000	933Mhz	94
1788379386960771364	1100000000	933Mhz	92
1788379387029071804	1100000000	933Mhz	96
1788379387094507044	1100000000	933Mhz	94
1788379387158894346	1100000000	1067Mhz	90
1788379387229102999	1100000000	933Mhz	91
1788379387292594469	1100000000	933Mhz	91
1788379387362585743	1100000000	933Mhz	95
1788379387423859058	1100000000	933Mhz	95
1788379387483835407	1100000000	933Mhz	80
1788379387561281570	1100000000	933Mhz	90
1788379387663381867	1100000000	1067Mhz	51
1788379387727227622	1100000000	1067Mhz	26
1788379387832720860	1100000000	933Mhz	9
