pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	27	matmul_q8_0_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	186.000	12516.0	188.881	178.114	148.010	30.104	1235.3	1578.9	2092.0	2094.4	64	64	0	4608	0	4	42ea2459834546bca29ede1f44aadded81f5a5fd0bbae003b8a7faef317d6a0d
pipeline	26	mul_mat_vec_q8_0_f32_f32	64,2,1	2,1,1	64	1.000	124160.0	12.686	12.686	12.686	0.000	12686.4	12686.4	12686.4	12686.4	40	48	0	0	0	6	f2d4eded8eb892ed5c9bfccc7c2fad43cbbc257e732a927b6bd436f19bea2798
pipeline	3	scale_f32	-	512,1,1	0	36.000	9864.0	11.101	11.101	0.160	10.941	276.2	615.5	623.2	623.2	4	32	0	0	0	10	9441ec09d452720ca49159c539936d6cccb75e272514b9f5344386baaf1d029d
pipeline	15	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	18.000	4608.0	8.009	8.009	8.001	0.008	444.8	450.1	456.3	456.3	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	79.000	7543.0	5.343	5.343	5.333	0.011	23.8	191.4	192.6	193.3	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	16	contig_cpy_f32_f32	-	512,1,1	0	18.000	9216.0	4.615	4.615	0.106	4.509	265.1	267.5	273.1	273.1	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	9	l2_norm_f32	-	1,1,1	0	36.000	10944.0	4.423	4.127	1.856	2.271	114.1	134.1	134.4	134.4	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	6	concat_i32	-	512,1,1	0	18.000	4752.0	2.986	2.986	2.910	0.076	165.8	165.9	168.0	168.0	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	4	get_rows_f32_f32	-	512,1,1	0	37.000	9866.0	2.358	2.358	2.167	0.192	18.7	115.4	116.8	116.8	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	7	cpy_f32_f32	-	512,1,1	0	24.000	1104.0	2.259	2.259	0.352	1.907	144.6	148.0	148.0	148.0	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
