pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	29	matmul_q4_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	216.000	30896.0	1207.768	1172.779	1063.740	109.039	4408.6	10036.5	11663.8	11717.0	64	64	0	4608	0	4	85a4095ad4619519d7e7e23fdf68d68c9b8962206cf6046dc85e9bd61276f262
pipeline	28	matmul_q6_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	32.000	4480.0	298.399	298.399	280.508	17.891	10138.2	12381.8	12567.0	12567.0	64	64	0	4608	0	4	338ceaa67ba8db463d40a7a7e2def81ab71b262b3539d928dc0e65c939a0e447
pipeline	3	scale_f32	-	512,1,1	0	48.000	25728.0	40.422	40.422	0.285	40.138	953.9	1228.5	1386.6	1386.6	4	32	0	0	0	10	9441ec09d452720ca49159c539936d6cccb75e272514b9f5344386baaf1d029d
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	1.000	62080.0	39.243	39.243	39.243	0.000	39243.4	39243.4	39243.4	39243.4	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	24.000	12288.0	21.860	21.860	21.853	0.007	900.4	986.9	1042.4	1042.4	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	24.000	24576.0	19.007	19.007	0.190	18.817	820.6	850.9	851.7	851.7	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	105.000	18867.0	14.456	14.456	13.571	0.885	46.6	372.0	680.2	723.0	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	10	l2_norm_f32	-	1,1,1	0	48.000	14592.0	14.293	8.804	0.350	8.454	252.9	370.2	371.7	371.7	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	7	cpy_f32_f32	-	512,1,1	0	32.000	2368.0	9.922	9.922	0.636	9.286	392.7	428.0	434.4	434.4	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	24.000	12288.0	8.655	8.655	0.127	8.528	371.0	395.4	400.0	400.0	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	4	get_rows_f32_f32	-	512,1,1	0	49.000	25733.0	6.007	6.007	5.752	0.255	25.1	227.8	311.0	311.0	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	6	concat_i32	-	512,1,1	0	24.000	8448.0	5.294	5.294	5.186	0.109	220.0	221.1	229.4	229.4	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	20	swiglu_f32	-	512,1,1	0	32.000	10944.0	4.940	4.940	4.940	0.000	154.1	155.2	158.4	158.4	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
pipeline	19	add_f32_f32_f32_norepeat	1	512,1,1	0	64.000	6080.0	3.956	3.956	3.809	0.146	61.9	62.4	63.5	64.6	24	48	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	30	flash_attn_f32_f16_aligned	256,8,32,256,256,0,8,4,64,0,2,0,8,2,34,18	8,1,1	64	8.000	384.0	3.173	3.173	3.173	0.000	396.6	398.6	400.6	400.6	84	80	0	5120	0	3	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
pipeline	18	mul_f32_f32_f32_norepeat	1	512,1,1	0	32.000	4864.0	3.078	3.078	3.067	0.011	96.0	96.8	97.6	97.6	24	48	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	15	silu_f32	-	512,1,1	0	24.000	3648.0	2.041	2.041	2.028	0.013	85.0	85.9	86.6	86.6	16	48	0	0	0	10	e20bc2d5aeffd5c5fe32f2d9fbbb7225959daeebbd356c5a88f303e18ad75795
pipeline	14	mul_f32_f32_f32	0	512,1,1	0	24.000	48.0	0.901	0.901	0.078	0.823	6.6	7.0	750.9	750.9	24	64	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	21	rope_multi_f32	-	1,512,1	0	16.000	3040.0	0.874	0.874	0.792	0.081	54.6	82.7	83.4	83.4	8	48	0	0	0	10	39e1c217020d1f89b8f019242240cd9e12ce578d34ddad4957e6badd2c21a9cd
pipeline	13	sigmoid_f32	-	512,1,1	0	32.000	1264.0	0.804	0.804	0.729	0.074	5.1	85.6	86.7	86.7	16	48	0	0	0	10	e7f474fbf06ec2e6c12f0677bd429bfda8615560c00e43c7d553c05b65445bcf
pipeline	12	softplus_f32	-	512,1,1	0	24.000	48.0	0.450	0.450	0.079	0.371	4.0	4.6	353.6	353.6	16	48	0	0	0	10	ce00a9a0d18b3e3c33166257497ba64c9cd781f31a70935ae80ce5f292511916
pipeline	22	fwht_f32	64,64	1,1,1	64	16.000	3040.0	0.357	0.357	0.307	0.050	20.3	32.6	38.7	38.7	12	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	23	fwht_f32	64,256	1,1,1	64	16.000	760.0	0.324	0.324	0.271	0.054	19.9	33.1	33.6	33.6	24	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	24	set_rows_f32_q8_0_i64	1	1,1,1	0	8.000	152.0	0.190	0.190	0.028	0.163	24.0	24.2	24.5	24.5	36	48	0	0	0	7	427d0d6317f69c2f9b37fee9808878045f448c9784a933c4f46186dfc4c12f4e
pipeline	25	set_rows_f32_q4_0_i64	1	1,1,1	0	8.000	152.0	0.168	0.168	0.005	0.163	21.1	21.4	21.6	21.6	36	48	0	0	0	7	791d4ebc56762d2f815849ddf1c60967eb7f537a7784ad1208cd5e02b96dfd8a
pipeline	11	add_f32_f32_f32	0	512,1,1	0	24.000	48.0	0.158	0.158	0.155	0.004	6.2	7.4	11.8	11.8	24	64	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	1	get_rows_q6_k_f32	-	1024,1,1	0	1.000	57.0	0.036	0.036	0.036	0.000	35.8	35.8	35.8	35.8	20	48	0	0	0	10	3251a3841eeda1de85ad3ed8abd3fc75d6e733913dcef1664d659c56ee3f828a
graphs	prefill	1	raw_bracket_sum_ms_per_graph=1706.777	bracket_union_ms_per_graph=1571.433	exclusive_ms_per_graph=1450.939	ambiguous_overlap_ms_per_graph=120.495	same_pipeline_overlap_ms_per_graph=35.004	cross_pipeline_overlap_ms_per_graph=85.490	overlap_ms_per_graph=135.343	overlap_fraction=0.0861	cross_pipeline_overlap_fraction=0.0544	overlap_threshold=0.0500	ownership=inconclusive	queue_non_dispatch_ms_per_graph=1.108	queue_completion_span_ms_per_graph=1572.541	retire_span_ms_per_graph=1578.445	record_ms_per_graph=782.586	readback_ms_per_graph=0.076	dispatch_row_emit_ms_per_graph=0.239	total_emit_ms_per_graph=0.239	flush_ms_per_graph=0.000	residual_ms_per_graph=5.903	submits_per_graph=67.000	read_at=synchronize	device=Vulkan0	serialize_submissions=0	contexts=2	selected_context=2
