slot	arm	server_sha256	predicted_n	predicted_ms	tok_s	census_rows	sidecar	ownership	status	sclk_mode_mhz	sclk_share	regime_delta	clock_invariant	below_required_fraction
0a	W	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6927.159	9.095	-	on	-	completed	1100	1.0000	-	held	0.0000
1	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6823.116	9.233	-	on	-	completed	1100	1.0000	-	held	0.0000
2	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6992.733	9.009	-	on	-	completed	1100	1.0000	-	held	0.0000
3	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	7069.629	8.911	-	on	-	completed	1100	1.0000	-	held	0.0000
4	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	8684.070	7.255	-	refused	-	failed	1100	1.0000	-	held	0.0000
5	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	8863.013	7.108	-	refused	-	failed	1100	1.0000	-	held	0.0000
6	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6919.976	9.104	-	on	-	completed	1100	1.0000	-	held	0.0000
7	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6759.991	9.320	-	refused	-	failed	1100	1.0000	-	held	0.0000
8	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6659.018	9.461	-	on	-	completed	1100	1.0000	-	held	0.0000
