pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	29	matmul_q4_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	162.000	15172.0	442.595	420.796	364.346	56.450	1645.9	5172.8	5184.2	5302.6	64	64	0	4608	0	4	85a4095ad4619519d7e7e23fdf68d68c9b8962206cf6046dc85e9bd61276f262
pipeline	28	matmul_q6_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	24.000	2720.0	125.372	125.372	116.140	9.232	5540.2	5619.4	6203.0	6203.0	64	64	0	4608	0	4	338ceaa67ba8db463d40a7a7e2def81ab71b262b3539d928dc0e65c939a0e447
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	1.000	62080.0	23.706	23.706	23.706	0.000	23706.4	23706.4	23706.4	23706.4	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	3	scale_f32	-	512,1,1	0	36.000	9864.0	18.528	18.528	0.136	18.392	578.1	713.0	719.4	719.4	4	32	0	0	0	10	9441ec09d452720ca49159c539936d6cccb75e272514b9f5344386baaf1d029d
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	18.000	9216.0	10.365	10.365	0.094	10.271	596.6	601.3	742.1	742.1	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	10	l2_norm_f32	-	1,1,1	0	36.000	10944.0	8.223	5.224	0.227	4.997	177.8	294.1	294.2	294.2	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	18.000	4608.0	7.996	7.996	7.989	0.007	444.2	449.4	455.0	455.0	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	79.000	7543.0	5.832	5.832	5.809	0.023	34.7	189.1	189.9	191.7	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	7	cpy_f32_f32	-	512,1,1	0	24.000	1104.0	5.537	5.537	0.168	5.369	299.0	311.0	326.2	326.2	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	18.000	6912.0	4.856	4.856	0.102	4.754	276.8	288.5	302.6	302.6	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	6	concat_i32	-	512,1,1	0	18.000	4752.0	2.984	2.984	2.908	0.076	165.6	165.9	169.0	169.0	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	20	swiglu_f32	-	512,1,1	0	24.000	5472.0	2.490	2.490	2.490	0.000	103.7	104.0	104.2	104.2	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
pipeline	19	add_f32_f32_f32_norepeat	1	512,1,1	0	48.000	3648.0	2.387	2.387	2.267	0.120	49.9	50.2	50.6	50.6	24	48	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	4	get_rows_f32_f32	-	512,1,1	0	37.000	9868.0	2.366	2.366	2.171	0.195	18.4	115.4	115.7	115.7	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	30	flash_attn_f32_f16_aligned	256,8,32,256,256,0,8,4,64,0,2,0,8,2,34,18	8,1,1	64	6.000	144.0	1.301	1.301	1.084	0.216	216.7	218.2	218.6	218.6	84	80	0	5120	0	3	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
pipeline	18	mul_f32_f32_f32_norepeat	1	512,1,1	0	24.000	1824.0	1.211	1.211	1.149	0.062	50.2	52.2	52.5	52.5	24	48	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	15	silu_f32	-	512,1,1	0	18.000	1368.0	0.804	0.804	0.783	0.020	44.4	45.0	46.7	46.7	16	48	0	0	0	10	e20bc2d5aeffd5c5fe32f2d9fbbb7225959daeebbd356c5a88f303e18ad75795
