1788373757504514215	1100000000	933Mhz	82000	0
1788373757575403254	1100000000	933Mhz	82000	0
1788373757637294751	1100000000	933Mhz	82000	0
1788373757696061819	1100000000	933Mhz	82000	0
1788373757758291236	1100000000	933Mhz	82000	0
1788373757831138107	1100000000	933Mhz	82000	0
1788373757894209614	1100000000	933Mhz	83000	0
1788373757960273123	1100000000	933Mhz	83000	0
1788373758020422270	1100000000	933Mhz	83000	0
1788373758082746234	1100000000	933Mhz	83000	0
1788373758147287525	1100000000	933Mhz	82000	0
1788373758211104284	1100000000	933Mhz	82000	0
1788373758279314428	1100000000	933Mhz	82000	0
1788373758351484679	1100000000	933Mhz	82000	0
1788373758419227151	1100000000	1067Mhz	83000	0
1788373758488674192	1100000000	1067Mhz	83000	11
1788373758557298729	1100000000	1067Mhz	82000	20
1788373758629026445	1100000000	1067Mhz	82000	23
1788373758692104285	1100000000	1067Mhz	82000	25
1788373758754890933	1100000000	933Mhz	82000	24
1788373758819038098	1100000000	933Mhz	82000	21
1788373758884421840	1100000000	933Mhz	82000	6
1788373759088901905	1100000000	933Mhz	82000	14
1788373759155062086	1100000000	933Mhz	82000	19
1788373759217842003	1100000000	933Mhz	82000	22
1788373759298094642	1100000000	933Mhz	82000	14
1788373759404310903	1100000000	933Mhz	82000	16
1788373759468994179	1100000000	933Mhz	82000	19
1788373759542231523	1100000000	933Mhz	82000	18
1788373759606987545	1100000000	933Mhz	82000	19
1788373759678753023	1100000000	1067Mhz	82000	23
1788373759754714187	1100000000	933Mhz	82000	23
1788373759829205580	1100000000	933Mhz	82000	23
1788373759906537431	1100000000	933Mhz	82000	18
1788373759980245823	1100000000	1067Mhz	82000	8
1788373760054839217	1100000000	1067Mhz	82000	4
1788373760115570774	1100000000	933Mhz	82000	24
1788373760179841803	1100000000	933Mhz	82000	60
1788373760239920853	1100000000	933Mhz	82000	75
1788373760307575455	1100000000	933Mhz	82000	81
1788373760377229355	1100000000	933Mhz	82000	90
1788373760451051130	1100000000	933Mhz	81000	93
1788373760520660668	1100000000	933Mhz	81000	93
1788373760588011523	1100000000	933Mhz	81000	96
1788373760649548703	1100000000	933Mhz	81000	96
1788373760725967031	1100000000	933Mhz	81000	93
1788373760803471335	1100000000	933Mhz	81000	96
1788373760870817441	1100000000	933Mhz	81000	96
1788373760949872258	1100000000	933Mhz	81000	93
1788373761026315273	1100000000	933Mhz	81000	90
1788373761111720047	1100000000	933Mhz	80000	94
1788373761189659475	1100000000	933Mhz	80000	95
1788373761256640812	1100000000	933Mhz	80000	93
1788373761339557334	1100000000	933Mhz	80000	92
1788373761420305361	1100000000	933Mhz	80000	96
1788373761494159358	1100000000	933Mhz	80000	95
1788373761562271515	1100000000	933Mhz	80000	94
1788373761628053374	1100000000	933Mhz	80000	97
