1788373778223283807	1100000000	400Mhz	73000	2
1788373778296860065	400000000	400Mhz	73000	1
1788373778368803597	400000000	933Mhz	73000	0
1788373778449891671	400000000	933Mhz	73000	0
1788373778518643679	400000000	933Mhz	73000	0
1788373778602416772	400000000	933Mhz	73000	0
1788373778683208343	400000000	933Mhz	73000	0
1788373778754779160	400000000	933Mhz	73000	0
1788373778816996866	400000000	933Mhz	73000	0
1788373778879583610	400000000	933Mhz	73000	0
1788373778949647114	400000000	933Mhz	73000	0
1788373779012331341	400000000	933Mhz	73000	0
1788373779092342798	400000000	933Mhz	83000	0
1788373779164302392	400000000	933Mhz	83000	0
1788373779236649619	400000000	933Mhz	83000	0
1788373779296413277	400000000	933Mhz	83000	0
1788373779360343770	400000000	1067Mhz	83000	0
1788373779427864201	400000000	933Mhz	83000	15
1788373779490620243	400000000	933Mhz	83000	26
1788373779579729144	400000000	933Mhz	83000	29
1788373779652488139	400000000	933Mhz	83000	31
1788373779725637884	400000000	933Mhz	83000	32
1788373779789976177	400000000	933Mhz	83000	34
1788373779853812695	400000000	933Mhz	83000	34
1788373779915528686	400000000	933Mhz	83000	34
1788373779977978306	400000000	933Mhz	83000	33
1788373780045397279	400000000	933Mhz	83000	32
1788373780117102239	400000000	933Mhz	83000	31
1788373780177846308	400000000	933Mhz	83000	31
1788373780236826416	400000000	933Mhz	83000	33
1788373780300181436	400000000	933Mhz	82000	33
1788373780364746114	400000000	933Mhz	82000	33
1788373780428861894	400000000	933Mhz	82000	32
1788373780491309011	400000000	933Mhz	82000	31
1788373780568794206	400000000	933Mhz	82000	31
1788373780636875846	400000000	933Mhz	82000	31
1788373780710488105	400000000	933Mhz	82000	32
1788373780774621338	400000000	933Mhz	82000	32
1788373780842169803	400000000	933Mhz	82000	32
1788373780908246461	400000000	933Mhz	82000	27
1788373780980599511	400000000	1067Mhz	82000	12
1788373781056140640	400000000	933Mhz	82000	6
1788373781123806907	500000000	933Mhz	82000	39
1788373781184368266	744000000	933Mhz	82000	66
1788373781244242023	985000000	933Mhz	82000	77
1788373781306976467	1100000000	933Mhz	82000	88
1788373781367191931	1100000000	933Mhz	81000	89
1788373781433683035	1100000000	933Mhz	81000	90
1788373781533196303	1100000000	933Mhz	81000	95
1788373781605304037	942000000	933Mhz	81000	95
1788373781670846320	900000000	933Mhz	81000	97
1788373781731480766	971000000	933Mhz	81000	96
1788373781793729464	985000000	933Mhz	81000	94
1788373781858064975	1016000000	933Mhz	81000	97
1788373781921478046	1000000000	933Mhz	81000	96
1788373781987538155	957000000	933Mhz	80000	98
