1788373768733209581	1100000000	933Mhz	73000	0
1788373768794420304	1100000000	933Mhz	73000	0
1788373768856183567	1100000000	933Mhz	83000	0
1788373768921016257	1100000000	933Mhz	83000	0
1788373768997352457	1100000000	933Mhz	83000	0
1788373769068171726	1100000000	933Mhz	83000	0
1788373769137169969	1100000000	933Mhz	83000	0
1788373769203760890	1100000000	933Mhz	83000	0
1788373769265141240	1100000000	933Mhz	83000	0
1788373769328609175	1100000000	933Mhz	83000	0
1788373769392966870	1100000000	933Mhz	83000	0
1788373769459921500	1100000000	933Mhz	83000	0
1788373769542258307	1100000000	933Mhz	83000	0
1788373769632368786	1100000000	933Mhz	83000	12
1788373769705911516	1100000000	933Mhz	83000	21
1788373769772036278	1100000000	933Mhz	83000	25
1788373769834662152	1100000000	933Mhz	82000	27
1788373769900219685	1100000000	933Mhz	82000	27
1788373769977346312	1100000000	933Mhz	82000	24
1788373770057713575	1100000000	933Mhz	82000	24
1788373770121411661	1100000000	933Mhz	82000	23
1788373770195766048	1100000000	933Mhz	82000	23
1788373770257538060	1100000000	933Mhz	82000	24
1788373770319776112	1100000000	933Mhz	82000	25
1788373770382965810	1100000000	933Mhz	82000	26
1788373770446725390	1100000000	933Mhz	82000	22
1788373770514749898	1100000000	933Mhz	82000	22
1788373770577688827	1100000000	933Mhz	82000	23
1788373770644213577	1100000000	933Mhz	82000	23
1788373770706848228	1100000000	933Mhz	82000	18
1788373770772854581	1100000000	933Mhz	82000	10
1788373770834879936	1100000000	933Mhz	82000	5
1788373770900766274	1100000000	933Mhz	82000	41
1788373770965652196	1100000000	933Mhz	82000	56
1788373771041018271	1100000000	933Mhz	82000	78
1788373771111105418	1100000000	933Mhz	82000	84
1788373771172391305	1100000000	933Mhz	82000	91
1788373771235665110	1100000000	933Mhz	82000	93
1788373771297690377	1100000000	933Mhz	81000	93
1788373771364371290	1100000000	933Mhz	81000	97
1788373771440066449	1100000000	933Mhz	81000	93
1788373771512844056	1100000000	933Mhz	81000	92
1788373771586693342	1100000000	933Mhz	81000	91
1788373771662521670	1100000000	933Mhz	81000	94
1788373771738523732	1100000000	933Mhz	81000	93
1788373771801081672	1100000000	933Mhz	81000	93
1788373771869791199	1100000000	933Mhz	81000	96
1788373771934584139	1100000000	933Mhz	80000	94
1788373772000898117	1100000000	933Mhz	80000	94
1788373772084906598	1100000000	933Mhz	80000	97
1788373772153305156	1100000000	933Mhz	80000	95
1788373772218931022	1100000000	933Mhz	80000	95
1788373772311018275	1100000000	933Mhz	80000	93
1788373772384019751	1100000000	933Mhz	80000	94
1788373772448168591	1100000000	933Mhz	80000	94
1788373772514923903	1100000000	933Mhz	80000	96
1788373772581992180	1100000000	933Mhz	79000	96
1788373772651222670	1100000000	933Mhz	79000	93
1788373772727777576	1100000000	933Mhz	79000	97
1788373772796093350	1100000000	933Mhz	79000	94
1788373772882314649	1100000000	933Mhz	79000	91
1788373772961826882	1100000000	933Mhz	79000	85
1788373773049079797	1100000000	933Mhz	79000	93
1788373773126573135	1100000000	933Mhz	79000	94
1788373773198592380	1100000000	933Mhz	78000	89
1788373773280873180	1100000000	933Mhz	78000	91
1788373773362654398	1100000000	933Mhz	78000	96
1788373773440597816	1100000000	933Mhz	78000	95
1788373773508941222	1100000000	933Mhz	78000	92
1788373773575391618	1100000000	933Mhz	78000	96
1788373773640787385	1100000000	933Mhz	78000	95
1788373773706450452	1100000000	933Mhz	78000	84
1788373773780897065	1100000000	933Mhz	78000	93
1788373773858318289	1100000000	933Mhz	77000	94
1788373773944130207	1100000000	933Mhz	77000	77
1788373774019892676	1100000000	933Mhz	77000	89
1788373774095629468	1100000000	933Mhz	77000	92
1788373774175996860	1100000000	933Mhz	77000	90
1788373774255796813	1100000000	933Mhz	77000	86
1788373774333814231	1100000000	933Mhz	77000	93
1788373774401566367	1100000000	933Mhz	77000	91
1788373774466214401	1100000000	933Mhz	76000	89
1788373774545948060	1100000000	933Mhz	76000	91
1788373774621934218	1100000000	933Mhz	76000	90
1788373774691904041	1100000000	933Mhz	76000	79
1788373774772110022	1100000000	933Mhz	76000	89
1788373774845486521	1100000000	933Mhz	76000	90
1788373774915018858	1100000000	933Mhz	76000	89
1788373774979267998	1100000000	933Mhz	76000	90
1788373775044043310	1100000000	933Mhz	76000	92
1788373775112215151	1100000000	933Mhz	75000	96
1788373775185934491	1100000000	933Mhz	75000	95
1788373775266495656	1100000000	933Mhz	75000	94
1788373775345983699	1100000000	933Mhz	75000	83
1788373775431045442	1100000000	933Mhz	75000	92
1788373775508774212	1100000000	933Mhz	75000	93
1788373775575234269	1100000000	933Mhz	75000	93
1788373775641305600	1100000000	933Mhz	75000	96
1788373775704994526	1100000000	933Mhz	75000	95
1788373775772867589	1100000000	933Mhz	75000	94
1788373775840002805	1100000000	933Mhz	75000	97
1788373775915865134	1100000000	933Mhz	75000	95
1788373775986039009	1100000000	933Mhz	75000	91
1788373776068017671	1100000000	933Mhz	75000	92
1788373776157723349	1100000000	933Mhz	75000	96
1788373776230361524	1100000000	933Mhz	74000	95
1788373776333962147	1100000000	933Mhz	74000	92
1788373776404750651	1100000000	933Mhz	74000	93
1788373776475311911	1100000000	933Mhz	74000	96
1788373776545957177	1100000000	933Mhz	74000	96
1788373776618623865	1100000000	933Mhz	74000	95
1788373776707109728	1100000000	933Mhz	74000	93
1788373776809011581	1100000000	933Mhz	74000	92
1788373776919008478	1100000000	933Mhz	74000	89
1788373777024996476	1100000000	933Mhz	74000	92
1788373777138073983	1100000000	933Mhz	74000	55
1788373777246354992	1100000000	933Mhz	74000	77
1788373777365341133	1100000000	933Mhz	74000	87
1788373777476899446	1100000000	933Mhz	74000	90
1788373777571132113	1100000000	933Mhz	74000	93
1788373777658835808	1100000000	933Mhz	74000	55
1788373777745613506	1100000000	933Mhz	74000	78
1788373777832405410	1100000000	933Mhz	74000	84
1788373777916279631	1100000000	933Mhz	74000	58
1788373777999913593	1100000000	933Mhz	74000	28
1788373778068090377	1100000000	933Mhz	74000	12
1788373778149519688	1100000000	933Mhz	73000	6
