1788373745465933823	400000000	933Mhz	74000	13
1788373745528705683	400000000	933Mhz	74000	7
1788373745595097395	400000000	933Mhz	84000	3
1788373745665477544	400000000	933Mhz	84000	1
1788373745725165713	400000000	933Mhz	84000	1
1788373745787449323	400000000	933Mhz	84000	0
1788373745852103343	400000000	933Mhz	84000	0
1788373745920302465	400000000	933Mhz	84000	1
1788373745989526198	400000000	933Mhz	84000	1
1788373746051137635	400000000	933Mhz	84000	1
1788373746123185827	400000000	933Mhz	84000	0
1788373746197581688	400000000	933Mhz	84000	0
1788373746258785615	400000000	933Mhz	84000	0
1788373746319664306	400000000	933Mhz	84000	0
1788373746383817674	400000000	933Mhz	84000	1
1788373746451186158	400000000	933Mhz	84000	15
1788373746527576930	400000000	933Mhz	84000	16
1788373746593372010	400000000	933Mhz	84000	20
1788373746715289189	400000000	933Mhz	84000	27
1788373746786319664	400000000	933Mhz	84000	30
1788373746851432732	400000000	933Mhz	83000	34
1788373746917345962	400000000	933Mhz	83000	35
1788373746982484748	400000000	933Mhz	83000	34
1788373747048192556	400000000	933Mhz	83000	32
1788373747115612559	400000000	933Mhz	83000	31
1788373747178574035	400000000	933Mhz	83000	32
1788373747240507064	400000000	933Mhz	83000	32
1788373747303389393	400000000	933Mhz	83000	33
1788373747366962160	400000000	933Mhz	83000	33
1788373747428223646	400000000	933Mhz	83000	33
1788373747488945216	400000000	933Mhz	83000	31
1788373747553369110	400000000	933Mhz	83000	32
1788373747632764066	400000000	933Mhz	83000	31
1788373747707043171	400000000	933Mhz	82000	30
1788373747770755328	400000000	933Mhz	82000	31
1788373747831261996	400000000	933Mhz	82000	31
1788373747896206782	400000000	933Mhz	82000	33
1788373747972346006	400000000	933Mhz	82000	31
1788373748042625833	400000000	933Mhz	82000	32
1788373748110462233	400000000	933Mhz	82000	20
1788373748184195201	400000000	933Mhz	82000	10
1788373748253762781	400000000	933Mhz	82000	4
1788373748323331212	476000000	933Mhz	82000	26
1788373748386134284	620000000	933Mhz	82000	59
1788373748445389170	857000000	933Mhz	82000	77
1788373748504963922	1033000000	933Mhz	82000	85
1788373748572336778	1100000000	933Mhz	82000	86
1788373748641455199	1050000000	933Mhz	82000	89
1788373748713263267	928000000	933Mhz	82000	92
1788373748782087269	1000000000	933Mhz	82000	95
1788373748843945530	1033000000	933Mhz	82000	95
1788373748905471982	1066000000	933Mhz	82000	97
1788373748968565166	1100000000	933Mhz	82000	96
1788373749034592934	1066000000	933Mhz	81000	94
1788373749101334254	1000000000	933Mhz	81000	97
1788373749176326092	928000000	933Mhz	81000	93
1788373749242583739	900000000	933Mhz	81000	96
1788373749305540631	971000000	933Mhz	81000	96
1788373749367842019	985000000	933Mhz	81000	91
1788373749437205420	1050000000	933Mhz	81000	95
1788373749498720111	1033000000	933Mhz	81000	95
1788373749564183086	985000000	933Mhz	81000	97
1788373749633932777	957000000	933Mhz	81000	96
1788373749700521502	942000000	933Mhz	80000	82
1788373749784383784	885000000	933Mhz	80000	91
1788373749854507673	857000000	933Mhz	80000	84
1788373749924897567	914000000	933Mhz	80000	92
1788373749993613129	928000000	933Mhz	80000	91
1788373750096137060	928000000	933Mhz	80000	91
1788373750164546402	928000000	933Mhz	80000	91
1788373750226959892	885000000	933Mhz	80000	92
1788373750290693102	871000000	933Mhz	80000	93
1788373750353561420	857000000	933Mhz	79000	95
1788373750420986316	900000000	933Mhz	79000	90
1788373750482578203	942000000	933Mhz	79000	94
1788373750542487332	971000000	933Mhz	79000	94
1788373750604837964	1000000000	933Mhz	79000	93
1788373750683408628	985000000	933Mhz	79000	96
1788373750749170523	942000000	933Mhz	79000	95
1788373750815354685	900000000	933Mhz	79000	97
1788373750889183826	885000000	933Mhz	79000	96
1788373750959664642	857000000	933Mhz	78000	94
1788373751028228093	871000000	933Mhz	78000	97
1788373751099163188	871000000	933Mhz	78000	90
1788373751171179780	971000000	933Mhz	78000	94
1788373751232736813	971000000	933Mhz	78000	93
1788373751298522814	985000000	933Mhz	78000	96
1788373751371347023	942000000	933Mhz	78000	96
1788373751459461370	900000000	933Mhz	78000	93
1788373751530460995	885000000	933Mhz	78000	97
1788373751603300623	871000000	933Mhz	77000	95
1788373751668622338	871000000	933Mhz	77000	97
1788373751732967191	914000000	933Mhz	77000	95
1788373751793808790	971000000	933Mhz	77000	97
1788373751866049540	1016000000	933Mhz	77000	96
1788373751926474432	1033000000	933Mhz	77000	95
1788373751991514262	1000000000	933Mhz	77000	93
1788373752057173247	400000000	933Mhz	77000	86
1788373752122071043	928000000	933Mhz	77000	92
1788373752189170085	885000000	933Mhz	77000	89
1788373752259736053	885000000	933Mhz	77000	94
1788373752326070048	400000000	933Mhz	76000	77
1788373752390707960	985000000	933Mhz	76000	85
1788373752450049422	985000000	933Mhz	76000	86
1788373752515183219	1033000000	933Mhz	76000	92
1788373752582473557	1000000000	933Mhz	76000	92
1788373752645677183	942000000	933Mhz	76000	96
1788373752719827417	900000000	933Mhz	76000	92
1788373752785629339	871000000	933Mhz	76000	96
1788373752858844148	871000000	933Mhz	76000	89
1788373752921613785	928000000	933Mhz	76000	94
1788373752986770764	971000000	933Mhz	76000	95
1788373753050228265	971000000	933Mhz	76000	93
1788373753122127292	1000000000	933Mhz	76000	96
1788373753206433951	857000000	933Mhz	75000	79
1788373753283673138	914000000	933Mhz	75000	89
1788373753354265397	871000000	933Mhz	76000	91
1788373753422874747	914000000	933Mhz	76000	95
1788373753483361247	957000000	933Mhz	75000	94
1788373753543488406	1000000000	933Mhz	75000	96
1788373753605093332	1033000000	933Mhz	75000	95
1788373753667201537	1033000000	933Mhz	75000	95
1788373753742614958	985000000	933Mhz	75000	97
1788373753818958976	928000000	933Mhz	75000	92
1788373753888524209	885000000	933Mhz	75000	96
1788373753958134526	914000000	933Mhz	75000	94
1788373754021325601	928000000	933Mhz	75000	92
1788373754102963043	985000000	933Mhz	75000	95
1788373754167603954	971000000	933Mhz	75000	94
1788373754242474585	914000000	933Mhz	75000	97
1788373754312375676	871000000	933Mhz	75000	88
1788373754376383616	871000000	933Mhz	75000	94
1788373754447049684	850000000	933Mhz	75000	94
1788373754511345841	914000000	933Mhz	75000	97
1788373754575311692	957000000	933Mhz	74000	96
1788373754639547927	971000000	933Mhz	74000	95
1788373754728058289	957000000	933Mhz	74000	97
1788373754801712071	928000000	933Mhz	74000	96
1788373754871524847	871000000	933Mhz	74000	94
1788373754941647612	885000000	933Mhz	74000	94
1788373755013401400	857000000	933Mhz	74000	90
1788373755077565823	857000000	933Mhz	74000	92
1788373755141700320	885000000	933Mhz	74000	92
1788373755211748217	928000000	933Mhz	74000	96
1788373755272715707	942000000	933Mhz	74000	87
1788373755335907285	957000000	933Mhz	74000	92
1788373755402931643	914000000	933Mhz	74000	88
1788373755469059658	885000000	933Mhz	74000	92
1788373755540885301	837000000	933Mhz	74000	93
1788373755628142037	885000000	933Mhz	74000	96
1788373755689334918	928000000	933Mhz	74000	93
1788373755749825227	971000000	933Mhz	74000	96
1788373755812512325	985000000	933Mhz	74000	93
1788373755876350910	957000000	933Mhz	74000	96
1788373755945009305	914000000	933Mhz	74000	95
1788373756012033552	857000000	933Mhz	74000	90
1788373756092775759	900000000	933Mhz	74000	95
1788373756158464246	928000000	933Mhz	74000	94
1788373756221540431	985000000	933Mhz	74000	97
1788373756290334321	400000000	933Mhz	74000	67
1788373756357346166	400000000	933Mhz	74000	31
1788373756429885753	400000000	933Mhz	83000	16
