1788373736009168504	1100000000	933Mhz	85000	0
1788373736082544925	1100000000	933Mhz	85000	0
1788373736146363433	1100000000	933Mhz	85000	0
1788373736212057608	1100000000	933Mhz	85000	0
1788373736274285009	1100000000	933Mhz	85000	0
1788373736333940073	1100000000	933Mhz	85000	0
1788373736401081176	1100000000	933Mhz	85000	0
1788373736462966128	1100000000	933Mhz	85000	0
1788373736524173938	1100000000	933Mhz	85000	1
1788373736594361753	1100000000	933Mhz	84000	0
1788373736662178687	1100000000	933Mhz	84000	0
1788373736728652747	1100000000	933Mhz	84000	0
1788373736789089628	1100000000	933Mhz	84000	0
1788373736849319724	1100000000	933Mhz	84000	0
1788373736909912607	1100000000	933Mhz	84000	0
1788373736982831856	1100000000	1067Mhz	84000	1
1788373737048583199	1100000000	1067Mhz	84000	14
1788373737121333013	1100000000	933Mhz	84000	19
1788373737190120359	1100000000	933Mhz	84000	20
1788373737255549692	1100000000	933Mhz	84000	22
1788373737332778950	1100000000	933Mhz	84000	23
1788373737409140199	1100000000	933Mhz	83000	24
1788373737481448169	1100000000	933Mhz	83000	22
1788373737556391324	1100000000	933Mhz	83000	22
1788373737631408827	1100000000	933Mhz	83000	23
1788373737696926295	1100000000	933Mhz	83000	23
1788373737771817222	1100000000	933Mhz	83000	22
1788373737836806825	1100000000	933Mhz	83000	22
1788373737911627392	1100000000	933Mhz	83000	21
1788373737982739572	1100000000	933Mhz	83000	21
1788373738050632932	1100000000	933Mhz	83000	20
1788373738117156938	1100000000	933Mhz	83000	20
1788373738181024941	1100000000	933Mhz	83000	22
1788373738243880176	1100000000	933Mhz	82000	23
1788373738319173345	1100000000	1067Mhz	82000	19
1788373738382398600	1100000000	1067Mhz	82000	9
1788373738448431330	1100000000	1067Mhz	82000	5
1788373738511736233	1100000000	933Mhz	82000	23
1788373738579590279	1100000000	933Mhz	82000	60
1788373738639287465	1100000000	933Mhz	82000	76
1788373738701621868	1100000000	933Mhz	82000	80
1788373738764424645	1100000000	933Mhz	82000	89
1788373738824733160	1100000000	933Mhz	82000	89
1788373738886787812	1100000000	933Mhz	82000	89
1788373738977161975	1100000000	933Mhz	82000	93
1788373739042857096	1100000000	933Mhz	82000	93
1788373739109317846	1100000000	933Mhz	82000	94
1788373739178877807	1100000000	933Mhz	82000	94
1788373739245981515	1100000000	933Mhz	81000	94
1788373739310221944	1100000000	933Mhz	81000	97
1788373739371402507	1100000000	933Mhz	81000	95
1788373739434779997	1100000000	933Mhz	81000	94
1788373739505206262	1100000000	933Mhz	81000	97
1788373739567183070	1100000000	933Mhz	81000	95
1788373739631847901	1100000000	933Mhz	81000	94
1788373739700511299	1100000000	933Mhz	81000	96
1788373739763055805	1100000000	933Mhz	81000	95
1788373739823876447	1100000000	933Mhz	81000	97
1788373739885779578	1100000000	933Mhz	80000	96
1788373739949478958	1100000000	933Mhz	80000	94
1788373740027067411	1100000000	933Mhz	80000	95
1788373740103969103	1100000000	933Mhz	80000	96
1788373740163926086	1100000000	933Mhz	80000	89
1788373740233954210	1100000000	933Mhz	80000	94
1788373740294502827	1100000000	933Mhz	80000	94
1788373740356218038	1100000000	933Mhz	80000	90
1788373740424007187	1100000000	933Mhz	80000	94
1788373740489514220	1100000000	933Mhz	79000	93
1788373740556521130	1100000000	933Mhz	79000	91
1788373740636287665	1100000000	933Mhz	79000	95
1788373740697231559	1100000000	933Mhz	79000	94
1788373740760063804	1100000000	933Mhz	79000	97
1788373740821946057	1100000000	933Mhz	79000	96
1788373740885013511	1100000000	933Mhz	79000	94
1788373740956913887	1100000000	933Mhz	79000	97
1788373741028223832	1100000000	933Mhz	79000	96
1788373741101354033	1100000000	933Mhz	79000	95
1788373741170098786	1100000000	933Mhz	78000	97
1788373741231086162	1100000000	933Mhz	78000	96
1788373741294064471	1100000000	933Mhz	78000	94
1788373741358555390	1100000000	933Mhz	78000	97
1788373741424861014	1100000000	933Mhz	78000	96
1788373741490544758	1100000000	933Mhz	78000	93
1788373741566522109	1100000000	933Mhz	78000	97
1788373741646031697	1100000000	933Mhz	78000	96
1788373741708787391	1100000000	933Mhz	78000	95
1788373741772110683	1100000000	933Mhz	77000	97
1788373741838047099	1100000000	933Mhz	77000	95
1788373741898344969	1100000000	933Mhz	77000	93
1788373741962617682	1100000000	933Mhz	77000	94
1788373742026798644	1100000000	933Mhz	77000	92
1788373742095552265	1100000000	933Mhz	77000	96
1788373742163040085	1100000000	933Mhz	77000	90
