monotonic_ns	tctl_millidegrees	edge_millidegrees	freq1_hz
503256502221288	55000	55000	1100000000
503257502460259	64625	64000	1100000000
503258503153979	63000	63000	1100000000
503259503981117	61625	61000	1100000000
503260505512433	61625	61000	1100000000
503261505834848	60375	60000	1100000000
503262506651494	59375	59000	1100000000
503263507709252	58750	58000	1100000000
503264508385174	58750	58000	1100000000
503265509289764	58750	58000	1100000000
