block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	706	709	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	711	774	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	776	776	-	1	0	0	0	1	0	0	0	0	-	-
38	778	795	-	18	14	0	0	4	0	5	0	0	-	-
39	798	799	-	2	1	0	0	1	0	1	0	0	-	-
40	801	802	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	804	817	s_cbranch_scc0	14	5	0	0	8	1	2	0	0	-	0
42	819	932	s_cbranch_scc0	114	88	10	0	6	10	17	10	1	8,7,6,5,4,3,2,1,0	0
43	934	1025	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
44	1027	1118	s_cbranch_scc0	92	76	5	0	6	5	17	5	0	4,3,2,1,0	-
45	1120	1209	-	90	76	5	0	4	5	17	5	0	4,3,2,1,0	-
46	1211	1212	s_branch	2	1	0	0	1	0	1	0	0	-	-
47	1214	1217	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
48	1219	1236	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
49	1238	1255	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
50	1257	1274	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
51	1276	1292	-	17	9	0	0	8	0	8	0	0	-	-
52	1294	1294	-	1	1	0	0	0	0	1	0	0	-	-
53	1296	1296	-	1	1	0	0	0	0	1	0	0	-	-
54	1298	1298	-	1	1	0	0	0	0	1	0	0	-	-
55	1300	1302	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
56	1304	1305	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1307	1319	s_branch	13	1	0	0	9	3	1	0	1	-	0,0,0
58	1321	1321	-	1	0	0	0	1	0	0	0	0	-	-
59	1323	1324	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1326	1337	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
61	1339	1339	-	1	0	0	0	1	0	0	0	0	-	-
62	1341	1350	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
63	1352	1353	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1355	1362	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
65	1364	1364	-	1	0	0	0	1	0	0	0	0	-	-
66	1366	1367	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1369	1376	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
68	1378	1378	-	1	0	0	0	1	0	0	0	0	-	-
69	1380	1383	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
70	1385	1386	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1388	1395	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1397	1397	-	1	0	0	0	1	0	0	0	0	-	-
73	1399	1400	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1402	1409	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1411	1411	-	1	0	0	0	1	0	0	0	0	-	-
76	1413	1416	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1418	1419	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1421	1426	-	6	1	0	0	3	2	1	0	1	-	0,0
79	1428	1429	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	1431	1436	-	6	1	0	0	3	2	1	0	1	-	0,0
81	1438	1439	-	2	0	1	0	1	0	0	0	0	-	-
82	1441	1441	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
