block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	719	721	s_branch	3	0	1	0	2	0	0	0	0	-	-
36	723	724	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
37	726	729	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
38	731	794	s_branch	64	15	0	0	49	0	5	0	0	-	-
39	796	796	-	1	0	0	0	1	0	0	0	0	-	-
40	798	812	s_cbranch_execz	15	11	0	0	4	0	5	0	0	-	-
41	814	821	s_branch	8	5	0	0	3	0	1	0	0	-	-
42	822	822	-	1	0	0	0	1	0	0	0	0	-	-
43	825	826	-	2	0	0	0	2	0	0	0	0	-	-
44	828	829	s_cbranch_scc0	2	1	0	0	1	0	1	0	0	-	-
45	831	948	s_cbranch_scc0	118	92	7	0	11	8	23	7	1	6,5,4,3,2,1,0	0
46	950	1045	s_cbranch_scc0	96	84	3	0	6	3	23	3	0	2,1,0	-
47	1047	1142	s_cbranch_scc0	96	84	3	0	6	3	23	3	0	2,1,0	-
48	1144	1238	s_branch	95	84	3	0	5	3	23	3	0	2,1,0	-
49	1240	1240	-	1	0	0	0	1	0	0	0	0	-	-
50	1242	1244	-	3	2	0	0	1	0	2	0	0	-	-
51	1246	1247	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
52	1249	1249	-	1	0	0	0	1	0	0	0	0	-	-
53	1251	1255	-	5	4	0	0	1	0	1	0	0	-	-
54	1257	1260	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
55	1262	1279	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
56	1281	1298	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
57	1300	1317	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
58	1319	1335	-	17	9	0	0	8	0	8	0	0	-	-
59	1337	1337	-	1	1	0	0	0	0	1	0	0	-	-
60	1339	1339	-	1	1	0	0	0	0	1	0	0	-	-
61	1341	1341	-	1	1	0	0	0	0	1	0	0	-	-
62	1343	1345	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
63	1347	1348	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1350	1361	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
65	1363	1363	-	1	0	0	0	1	0	0	0	0	-	-
66	1365	1366	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1368	1379	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
68	1381	1381	-	1	0	0	0	1	0	0	0	0	-	-
69	1383	1392	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
70	1394	1395	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1397	1404	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1406	1406	-	1	0	0	0	1	0	0	0	0	-	-
73	1408	1409	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1411	1418	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1420	1420	-	1	0	0	0	1	0	0	0	0	-	-
76	1422	1425	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1427	1428	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1430	1437	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
79	1439	1439	-	1	0	0	0	1	0	0	0	0	-	-
80	1441	1442	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
81	1444	1451	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
82	1453	1453	-	1	0	0	0	1	0	0	0	0	-	-
83	1455	1458	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
84	1460	1461	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
85	1463	1468	-	6	1	0	0	3	2	1	0	1	-	0,0
86	1470	1471	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
87	1473	1478	-	6	1	0	0	3	2	1	0	1	-	0,0
88	1480	1481	-	2	0	1	0	1	0	0	0	0	-	-
89	1483	1483	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
