# clock=CLOCK_MONOTONIC period_ns=10000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3866273 nice=19 cpu_affinity=1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
344070659481610	400	1067	unavailable	0	58000	461526
344070677046941	400	1067	unavailable	0	67000	795612
344070679436842	400	1067	unavailable	0	67000	240331
344070689452094	400	1067	unavailable	0	67000	592200
344070699435806	400	1067	unavailable	0	67000	263454
344070709444205	400	1067	unavailable	0	67000	427792
344070719463464	400	1067	unavailable	0	67000	766127
344070731021328	400	1067	unavailable	0	67000	336471
344070739451357	400	1067	unavailable	0	67000	333195
344070749434799	400	1067	unavailable	0	67000	846087
344070759443198	400	1067	unavailable	0	67000	389089
344070769452558	400	1067	unavailable	0	67000	475001
344070779459775	400	1067	unavailable	0	67000	869350
344070791026906	400	1067	unavailable	0	67000	351630
344070799446135	400	1067	unavailable	0	67000	453450
344070809458471	400	1067	unavailable	0	67000	907341
344070819460578	400	1067	unavailable	0	67000	453480
344070829446644	400	1067	unavailable	0	67000	483247
344070839445646	400	1067	unavailable	0	67000	961643
344070851021854	400	1067	unavailable	0	68000	350287
344070859447605	400	1067	unavailable	0	68000	525926
344070869437719	400	1067	unavailable	0	68000	837872
344070879444635	400	1067	unavailable	0	68000	274315
344070889448055	400	1067	unavailable	0	68000	599113
344070899446144	400	1067	unavailable	0	68000	876293
344070911018686	400	1067	unavailable	0	68000	330109
344070919451340	400	1067	unavailable	0	68000	565750
344070929441053	400	1067	unavailable	0	68000	934993
344070939439443	400	1067	unavailable	0	68000	401633
344070949451008	400	1067	unavailable	0	68000	729528
344070959445230	400	1067	unavailable	0	68000	368421
344070971016048	400	1067	unavailable	0	68000	316273
344070979445476	400	1067	unavailable	0	68000	646112
344070989443215	400	1067	unavailable	0	68000	404729
344070999441735	400	1067	unavailable	0	68000	386905
344071009448520	400	1067	unavailable	0	68000	811763
344071019443374	400	1067	unavailable	0	68000	378990
344071031016867	400	1067	unavailable	0	68000	326893
344071039450363	400	1067	unavailable	0	68000	890269
344071049448552	400	1067	unavailable	0	68000	428874
344071059436082	400	1067	unavailable	0	68000	299812
344071069445502	400	1067	unavailable	0	68000	914445
344071079442800	400	1067	unavailable	0	68000	361728
344071091019500	400	1067	unavailable	0	68000	330940
344071099451683	400	1067	unavailable	0	68000	992791
344071109444943	400	1067	unavailable	0	68000	359394
344071119439946	400	1067	unavailable	0	68000	491242
344071129443947	400	1067	unavailable	0	68000	945513
344071139440052	400	1067	unavailable	0	68000	402295
344071151024777	400	1067	unavailable	0	68000	405831
344071159452231	400	1067	unavailable	0	68000	1016747
344071169445421	400	1067	unavailable	0	68000	408256
344071179443641	400	1067	unavailable	0	68000	521748
344071189443203	400	1067	unavailable	0	68000	925435
344071199445921	400	1067	unavailable	0	68000	402685
344071209679602	400	1067	unavailable	0	68000	498795
344071220019963	400	1067	unavailable	0	68000	498345
344071229449596	400	1067	unavailable	0	68000	327525
344071239440262	400	1067	unavailable	0	68000	643286
344071249445344	400	1067	unavailable	0	68000	423274
344071259437302	400	1067	unavailable	0	68000	262402
344071269444348	400	1067	unavailable	0	68000	802225
344071280245193	400	1067	unavailable	0	68000	432150
344071289445416	400	1067	unavailable	0	68000	339537
344071299440961	400	1067	unavailable	0	68000	852218
344071309443188	400	1067	unavailable	0	68000	367289
344071319447579	400	1067	unavailable	0	68000	723978
344071329454294	400	1067	unavailable	0	68000	921699
344071341179803	400	1067	unavailable	0	68000	328747
344071349448790	400	1067	unavailable	0	68000	485611
344071359449815	400	1067	unavailable	0	68000	858389
344071369434579	400	1067	unavailable	0	68000	258164
344071379448037	400	1067	unavailable	0	68000	533170
344071389443301	400	1067	unavailable	0	68000	937889
344071400270986	400	1067	unavailable	0	68000	658245
344071409447184	400	1067	unavailable	0	68000	587652
344071419441998	400	1067	unavailable	0	68000	1019241
344071429443133	400	1067	unavailable	0	68000	394800
344071439446271	400	1067	unavailable	0	68000	653396
344071449444992	400	1067	unavailable	0	68000	937087
344071460274470	400	1067	unavailable	0	68000	855104
344071469450488	400	1067	unavailable	0	68000	579447
344071479454388	400	1067	unavailable	0	68000	964038
344071489441367	400	1067	unavailable	0	69000	411672
344071499445888	400	1067	unavailable	0	69000	762741
