pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	31	mul_mat_vec_q4_k_f32_f32	64,4,1	4,1,1	64	162.000	121232.0	3283.718	3264.525	3221.110	43.416	206.4	595.2	604.6	652.6	64	48	0	0	0	4	a9ac07dd4063e0903662cd5f1be68a5c2fbf06b0de924acd223525c7e4519d0d
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	25.000	83840.0	2294.676	2294.676	2292.091	2.585	569.3	601.8	23570.9	23602.6	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	4	get_rows_f32_f32	-	512,1,1	0	37.000	9868.0	145.127	145.127	138.868	6.259	16.5	115.5	117.6	125.9	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	18.000	4608.0	117.210	117.210	108.476	8.734	103.0	106.9	111.5	115.2	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	18.000	9216.0	83.087	83.087	82.232	0.855	73.0	76.6	81.9	85.0	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	73.000	391.0	55.488	55.488	52.362	3.126	10.2	18.6	22.4	24.0	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	6	concat_i32	-	512,1,1	0	18.000	864.0	37.597	37.597	34.137	3.459	33.0	33.9	35.0	36.8	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	7	cpy_f32_f32	-	512,1,1	0	24.000	672.0	26.783	26.783	16.224	10.559	21.6	22.4	23.2	24.6	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	18.000	3456.0	23.310	23.310	20.133	3.177	20.5	21.1	21.9	24.2	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	10	l2_norm_f32	-	1,1,1	0	36.000	576.0	22.719	20.984	13.804	7.179	9.9	10.6	11.0	11.5	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	26	flash_attn_f32_f16_aligned	256,4,32,256,256,0,8,4,64,0,2,1664,8,2,34,18	4,1,1	64	6.000	24.0	21.916	21.916	21.916	0.000	56.2	77.9	78.6	80.5	128	80	0	29184	0	2	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
pipeline	18	mul_f32_f32_f32_norepeat	1	512,1,1	0	42.000	114.0	13.915	13.915	12.496	1.419	5.4	5.9	10.9	22.4	24	48	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	20	swiglu_f32	-	512,1,1	0	24.000	288.0	13.891	13.891	13.891	0.000	9.0	9.8	10.9	11.7	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
