# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3873452 nice=19 cpu_affinity=0,1 sampler_format=native-fresh-v1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
810644220739573	400	1067	unavailable	14	76000	24284433
810644245037361	400	1067	unavailable	14	76000	207599
810644266055137	400	1067	unavailable	13	76000	322094
810644285281865	400	1067	unavailable	11	76000	435527
810644305128365	400	1067	unavailable	9	76000	1488702
810644326196335	400	1067	unavailable	10	76000	313789
810644345358582	400	933	unavailable	10	76000	431228
810644365282166	400	933	unavailable	11	76000	342342
810644387050209	400	933	unavailable	9	76000	793158
810644405115028	400	933	unavailable	7	76000	780093
810644425660018	400	933	unavailable	6	76000	317124
810644445846846	400	933	unavailable	6	76000	609463
810644466049794	400	933	unavailable	5	76000	311604
810644485114397	400	933	unavailable	5	77000	3734113
810644505196048	400	933	unavailable	4	77000	344306
810644527468277	400	933	unavailable	9	77000	329768
810644545115893	461	933	unavailable	24	77000	552687
810644565116301	545	933	unavailable	38	77000	379212
810644585117612	620	933	unavailable	50	77000	1137543
810644605114133	700	933	unavailable	58	77000	761047
810644625119861	775	933	unavailable	66	76000	392065
810644646191879	857	933	unavailable	72	76000	368231
810644665331373	942	933	unavailable	77	76000	564128
810644685114253	1016	933	unavailable	81	76000	380524
810644705134389	1100	933	unavailable	85	76000	1256296
810644725112415	1100	933	unavailable	87	76000	910728
810644745131398	1100	933	unavailable	89	76000	609052
810644765481142	1100	933	unavailable	91	76000	1145448
810644785147985	1100	933	unavailable	93	76000	1219707
810644805115131	1100	933	unavailable	94	76000	737553
810644825353054	1100	933	unavailable	95	76000	390713
810644845163857	1100	933	unavailable	96	76000	1291813
810644865133197	1100	933	unavailable	96	76000	884950
810644885117455	1100	933	unavailable	97	76000	423364
810644905455407	1100	933	unavailable	98	76000	933831
810644925118573	1100	933	unavailable	98	76000	935023
810644945142976	1100	933	unavailable	98	76000	406502
810644965324314	1100	933	unavailable	98	76000	987792
810644985166285	1100	933	unavailable	99	76000	919023
810645005120246	1100	1067	unavailable	99	76000	403437
810645025144529	1100	1067	unavailable	99	76000	354645
810645045123908	1100	933	unavailable	99	76000	1055931
810645065121732	1100	1067	unavailable	99	76000	3482180
