pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	31	mul_mat_vec_q4_k_f32_f32	64,4,1	4,1,1	64	216.000	247168.0	10852.504	10798.055	10679.847	118.208	744.0	1655.0	1666.4	1762.7	48	48	0	0	0	5	78a576ff12fd97f008e4dd8252992d330c745f003baff34355eb8889499564ce
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	33.000	97920.0	5100.273	5100.273	5089.683	10.590	1282.1	2265.3	38665.3	39452.3	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	4	get_rows_f32_f32	-	512,1,1	0	49.000	25733.0	365.799	365.799	354.958	10.841	26.4	226.4	232.2	267.0	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	24.000	12288.0	349.798	349.798	330.979	18.819	231.2	241.4	251.2	328.6	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	24.000	24576.0	258.976	258.976	257.825	1.151	170.5	179.2	188.3	216.3	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	97.000	985.0	113.543	113.543	109.848	3.695	17.9	29.3	34.7	49.8	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	7	cpy_f32_f32	-	512,1,1	0	32.000	1216.0	83.305	83.305	26.109	57.196	37.4	70.9	96.6	105.4	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	6	concat_i32	-	512,1,1	0	24.000	1536.0	65.144	65.144	59.609	5.535	42.9	44.0	44.6	57.8	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	24.000	6144.0	52.328	52.328	43.731	8.597	35.3	42.9	46.7	49.6	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	26	flash_attn_f32_f16_aligned	256,4,32,256,256,0,8,4,64,0,2,1664,8,2,34,18	4,1,1	64	8.000	32.0	38.054	38.054	6.214	31.841	73.3	98.9	100.0	108.0	128	80	0	29184	0	2	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
pipeline	10	l2_norm_f32	-	1,1,1	0	48.000	768.0	35.974	34.332	18.045	16.287	10.9	16.3	30.7	32.5	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	18	mul_f32_f32_f32_norepeat	1	512,1,1	0	56.000	280.0	24.363	24.363	22.299	2.064	8.3	8.8	16.3	23.7	24	48	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	20	swiglu_f32	-	512,1,1	0	32.000	576.0	24.126	24.126	24.126	0.000	11.7	12.3	16.2	31.7	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
pipeline	19	add_f32_f32_f32_norepeat	1	512,1,1	0	40.000	104.0	13.623	13.623	10.578	3.045	4.5	7.0	8.5	21.9	24	48	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	15	silu_f32	-	512,1,1	0	24.000	192.0	12.148	12.148	10.173	1.975	8.0	8.5	12.0	23.5	16	48	0	0	0	10	e20bc2d5aeffd5c5fe32f2d9fbbb7225959daeebbd356c5a88f303e18ad75795
pipeline	13	sigmoid_f32	-	512,1,1	0	32.000	88.0	11.743	11.743	10.353	1.389	5.1	8.5	9.0	9.4	16	48	0	0	0	10	e7f474fbf06ec2e6c12f0677bd429bfda8615560c00e43c7d553c05b65445bcf
pipeline	21	rope_multi_f32	-	1,512,1	0	16.000	160.0	7.756	7.756	3.507	4.249	7.6	9.0	10.2	10.6	8	48	0	0	0	10	39e1c217020d1f89b8f019242240cd9e12ce578d34ddad4957e6badd2c21a9cd
pipeline	12	softplus_f32	-	512,1,1	0	24.000	24.0	6.583	6.583	5.035	1.548	4.0	6.4	7.7	8.3	16	48	0	0	0	10	ce00a9a0d18b3e3c33166257497ba64c9cd781f31a70935ae80ce5f292511916
pipeline	22	fwht_f32	64,64	1,1,1	64	16.000	160.0	5.337	5.337	2.151	3.187	5.6	6.9	7.4	7.8	12	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	24	set_rows_f32_q8_0_i64	1	1,1,1	0	8.000	8.0	4.818	4.818	1.683	3.135	10.9	11.5	13.3	15.5	36	48	0	0	0	7	427d0d6317f69c2f9b37fee9808878045f448c9784a933c4f46186dfc4c12f4e
pipeline	23	fwht_f32	64,256	1,1,1	64	16.000	40.0	4.807	4.807	3.222	1.585	5.4	5.8	6.1	6.6	24	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	32	add_rms_f32_f32_f32_norepeat	1	512,1,1	0	8.000	40.0	4.109	4.109	4.102	0.006	7.8	9.1	13.3	22.4	24	48	0	512	0	10	4a0e24d19c8c6e63f6d32ae7aaa5a2e0a71f07fee9b5460788c0ce8ceaeb6526
pipeline	33	rms_norm_mul_partials_f32	0,1	1,1,1	0	8.000	160.0	3.991	3.991	3.991	0.000	6.0	13.8	15.2	15.5	32	48	0	0	0	8	6b9374d29b32900020773c720f3f8d7e8d66264beafb9c0cfd1344e4886ca3eb
pipeline	25	set_rows_f32_q4_0_i64	1	1,1,1	0	8.000	8.0	3.908	3.908	0.772	3.135	8.2	9.0	10.7	12.8	36	48	0	0	0	7	791d4ebc56762d2f815849ddf1c60967eb7f537a7784ad1208cd5e02b96dfd8a
pipeline	1	get_rows_q6_k_f32	-	1024,1,1	0	1.000	3.0	1.222	1.222	1.222	0.000	19.4	20.0	20.2	20.3	20	48	0	0	0	10	3251a3841eeda1de85ad3ed8abd3fc75d6e733913dcef1664d659c56ee3f828a
