path	validated_source_sha256	operational_source_sha256	identical
remote/run-checkpoint-baseline.sh	316a0d66da4f5d6aaca43c10e7ce4e1a5dc8b7623eff46341a474870b62e77f3	316a0d66da4f5d6aaca43c10e7ce4e1a5dc8b7623eff46341a474870b62e77f3	yes
remote/checkpoint-baseline-lib.sh	568cb04b8646276cb0fcfc738ac335fc900bb964100639c6a9ed6c02ae20a371	568cb04b8646276cb0fcfc738ac335fc900bb964100639c6a9ed6c02ae20a371	yes
remote/summarize-checkpoint-baseline.py	6caf285e2ea18f35bf0ff41c186cec68ef9c93f12b9e7abdd9ad5d7b49863411	6caf285e2ea18f35bf0ff41c186cec68ef9c93f12b9e7abdd9ad5d7b49863411	yes
remote/compute-state-lease.sh	2e1ff62e7ac8fd91b8fa2df5cbee590a92af66466afbaf9c920edc2f3e6bad58	2e1ff62e7ac8fd91b8fa2df5cbee590a92af66466afbaf9c920edc2f3e6bad58	yes
remote/telemetry-broker.c	f858164715ce1bc18aebb46fc9f5019eea3279b52b3c514d16466430253e32fa	f858164715ce1bc18aebb46fc9f5019eea3279b52b3c514d16466430253e32fa	yes
remote/validate-clock-sidecar.py	cbfb6db4358a58340473570cf745f63b6b13bf3b5ec06845109945d6ed9cb7d3	cbfb6db4358a58340473570cf745f63b6b13bf3b5ec06845109945d6ed9cb7d3	yes
