source_label	source_sha256	public_derivative	public_derivative_sha256	sanitizer	sanitizer_sha256	substitutions
private_ui_tool_qualification_summary	8fa75c7dc876e79e96afa277f84b4a666708466088aad800228165286dc242cd	source-derivative.tsv	7bf58da1e32379a877d56144264a6476358df4bcf267c10fc14f617b604b5e45	remote/sanitize-capture.py	a1573c22d76367834d7588a71ec4c357402662ae045d9b49fc9b02d1b35da279	2
