key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2217538
monotonic_ns	package_uj	core_uj	sample_cost_ns
503370633564532	62613045998	7948144246	85223
503370683644621	62613589091	7948362756	102067
503370733688939	62614091156	7948579649	166461
503370783673831	62614635866	7948802553	149205
503370833679342	62615156012	7949019125	156396
503370883672877	62615700524	7949235911	148024
503370933706109	62616209058	7949451262	179290
503370983678332	62616759917	7949674944	151429
503371033756529	62617267322	7949888083	209323
503371083745046	62617769585	7950099910	195353
503371133757107	62618298412	7950318435	208892
503371183748769	62618808090	7950531620	196103
503371233757525	62619322926	7950745568	205447
503371283749647	62619832467	7950958752	195012
503371333747218	62620362652	7951179261	194511
503371383756254	62620867981	7951391973	210764
503371433751040	62621376408	7951605066	197246
503371483754669	62621898842	7951824415	203264
503371533726743	62622416684	7952036928	195693
503371583745131	62622950073	7952251486	194011
503371633742663	62623450260	7952466121	195673
503371683741506	62623969429	7952687499	190346
503371733751846	62624477627	7952901767	196505
503371783750469	62624983857	7953115379	196205
503371833749383	62625494192	7953335613	204256
503371883742227	62626013528	7953552246	196525
503371933717837	62626516340	7953768742	191558
503371983752062	62627009158	7953985421	206800
503372033745076	62627560186	7954208172	199619
503372083734787	62628065989	7954424561	183546
503372133747721	62628589811	7954640355	201642
503372183746414	62629102098	7954864709	201652
503372233736414	62629657932	7955080655	190015
503372283732424	62630217321	7955296358	183015
503372333756974	62630730676	7955511038	207731
503372383748277	62631245435	7955732981	200301
503372433737897	62631765611	7955949705	213951
503372483733595	62632282827	7956167086	183927
503372533708294	62632809151	7956390661	190306
503372583732054	62633320005	7956606577	184889
503372633749261	62633846756	7956822921	214152
503372683726361	62634344305	7957037829	195514
503372733754304	62634895301	7957291326	198810
503372783683584	62635289675	7957372651	140013
503372833707391	62635807730	7957464703	183387
503372883677610	62636299129	7957646318	124311
503372934146655	62636630594	7957686554	131522
503372983663024	62637238305	7957858954	102429
503373033668235	62637860404	7958072886	103561
503373083677411	62638493916	7958258241	124351
503373133664915	62639109347	7958431816	103941
503373183668303	62639733857	7958613401	102519
503373233665692	62640362197	7958790684	105734
503373283773801	62640999524	7958990014	104432
503373333662172	62641608760	7959182555	103010
503373383672489	62642235864	7959378163	120956
503373433679152	62642889471	7959564005	125833
503373483664533	62643509511	7959775145	103741
503373533666258	62644130053	7959960972	105002
503373583681906	62644751802	7960153894	124942
503373633685308	62645399351	7960347732	129028
503373683670363	62646017422	7960511283	118814
503373733665312	62646650416	7960670088	105864
503373783662064	62647285484	7960857899	103662
503373833660408	62647903433	7961037455	99696
503373883660594	62648533024	7961201112	102119
503373933670986	62649166551	7961359811	118182
503373983662951	62649828504	7961544448	100386
503374033666132	62650454433	7961712957	107377
503374083670605	62651063945	7961904353	106095
503374133676500	62651718376	7962121154	124462
503374183664439	62652344823	7962336536	102319
503374233673299	62652970310	7962540856	107787
503374283668318	62653587374	7962769055	107046
