# clock=CLOCK_MONOTONIC period_ns=10000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=2209715 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
503304487258134	1100	933	unavailable	0	56000	609335
503304498217127	1100	933	unavailable	0	56000	276471
503304507222123	1100	933	unavailable	0	56000	285026
503304517224650	1100	933	unavailable	0	56000	708799
503304528022967	1100	933	unavailable	0	56000	428612
503304537294365	1100	933	unavailable	0	56000	293051
503304547218988	1100	933	unavailable	0	56000	876819
503304557218851	1100	933	unavailable	0	56000	313168
503304567213294	1100	933	unavailable	0	56000	321964
503304577218968	1100	933	unavailable	0	56000	855239
503304587212258	1100	933	unavailable	0	56000	282542
503304597217982	1100	933	unavailable	0	56000	375032
503304607217895	1100	933	unavailable	0	56000	1028669
503304617221394	1100	933	unavailable	0	56000	424113
503304627216418	1100	933	unavailable	0	56000	547701
503304637230277	1100	933	unavailable	0	56000	1119457
503304647225120	1100	933	unavailable	0	56000	621207
503304657222218	1100	933	unavailable	0	56000	607201
503304667216861	1100	933	unavailable	0	56000	933664
503304677246439	1100	933	unavailable	0	56000	434372
503304687224191	1100	933	unavailable	0	56000	666621
503304697222380	1100	933	unavailable	0	56000	951647
503304707220350	1100	933	unavailable	0	56000	410928
503304717220122	1100	933	unavailable	0	56000	715712
503304727216208	1100	933	unavailable	0	56000	1004475
503304737217524	1100	933	unavailable	0	56000	413573
503304747223538	1100	933	unavailable	0	56000	792363
503304757223070	1100	933	unavailable	0	56000	448218
503304767216882	1100	933	unavailable	0	56000	412151
503304777225861	1100	933	unavailable	0	56000	879424
503304787213922	1100	933	unavailable	0	56000	306586
503304798054066	1100	933	unavailable	0	56000	1075496
503304810034817	1100	933	unavailable	0	56000	886326
503304817223419	1100	933	unavailable	0	56000	342983
503304827226217	1100	933	unavailable	0	56000	354775
503304837217755	1100	933	unavailable	0	56000	985549
503304847225552	1100	933	unavailable	0	56000	437478
503304857223181	1100	933	unavailable	0	56000	502948
503304867217343	1100	933	unavailable	0	56000	1011417
503304877220462	1100	933	unavailable	0	56000	432849
503304887222889	1100	933	unavailable	0	56000	561888
503304897225908	1100	933	unavailable	0	56000	983676
503304907217776	1100	933	unavailable	0	56000	418382
503304917217388	1100	933	unavailable	0	56000	617360
503304927224675	1100	933	unavailable	0	56000	1065657
503304937211113	1100	933	unavailable	0	56000	277893
503304947223619	1100	933	unavailable	0	56000	680406
503304957223281	1100	933	unavailable	0	56000	935317
503304967216983	1100	933	unavailable	0	56000	409185
503304977215754	1100	933	unavailable	0	56000	727403
503304987212701	1100	933	unavailable	0	56000	291869
503304997225758	1100	933	unavailable	0	56000	467964
503305007215843	1100	933	unavailable	0	56000	813662
503305017216818	1100	933	unavailable	0	56000	412031
503305027215699	1100	933	unavailable	0	56000	410237
503305037216233	1100	933	unavailable	0	56000	829171
503305047224601	1100	933	unavailable	0	56000	447056
503305057224184	1100	933	unavailable	0	56000	456583
503305067217013	1100	933	unavailable	0	56000	898229
503305077223709	1100	933	unavailable	0	56000	481569
503305087224714	1100	933	unavailable	0	56000	334608
503305097228985	1100	933	unavailable	0	56000	969520
503305107226323	1100	933	unavailable	0	56000	484975
503305117227558	1100	933	unavailable	0	56000	486558
503305127254010	1100	933	unavailable	0	56000	1032997
503305137228115	1100	933	unavailable	0	56000	496116
503305147229461	1100	933	unavailable	0	56000	542632
503305157229013	1100	933	unavailable	0	56000	1083240
503305167227874	1100	933	unavailable	0	56000	477632
503305177254356	1100	933	unavailable	0	56000	599777
503305187258647	1100	933	unavailable	0	56000	1129285
503305197224797	1100	933	unavailable	0	56000	344096
503305207250688	1100	933	unavailable	0	56000	638579
503305217253366	1100	933	unavailable	0	56000	1080625
503305227232200	1100	933	unavailable	0	56000	466792
503305237233967	1100	933	unavailable	0	56000	707406
503305247255620	1100	933	unavailable	0	56000	955333
503305257255292	1100	933	unavailable	0	56000	474957
503305267254413	1100	933	unavailable	0	57000	738263
503305277225303	1100	933	unavailable	0	57000	1037265
503305287227039	1100	933	unavailable	0	57000	319710
503305297222283	1100	933	unavailable	0	57000	831465
503305307218499	1100	933	unavailable	0	57000	427971
503305317218753	1100	933	unavailable	0	57000	430074
503305327218906	1100	933	unavailable	0	57000	874445
503305337216685	1100	933	unavailable	0	57000	391513
503305347223851	1100	933	unavailable	0	57000	421809
503305357285318	1100	933	unavailable	0	57000	914538
503305367230370	1100	933	unavailable	0	57000	461011
503305377217549	1100	933	unavailable	0	57000	336000
503305387222812	1100	933	unavailable	0	57000	999605
503305397226331	1100	933	unavailable	0	57000	436767
503305407216877	1100	933	unavailable	0	57000	505373
503305417216880	1100	933	unavailable	0	57000	949323
503305427218326	1100	933	unavailable	0	57000	423662
503305437218359	1100	933	unavailable	0	57000	566165
503305447225034	1100	933	unavailable	0	57000	998163
503305457225278	1100	933	unavailable	0	57000	452826
503305467219219	1100	933	unavailable	0	57000	612662
503305477216487	1100	933	unavailable	0	57000	916843
503305487219506	1100	933	unavailable	0	57000	399928
503305497226242	1100	933	unavailable	0	57000	708708
503305507218460	1100	933	unavailable	0	57000	970672
503305517229954	1100	933	unavailable	0	57000	406351
503305527218076	1100	933	unavailable	0	57000	731059
503305537216295	1100	933	unavailable	0	57000	408565
503305547225315	1100	933	unavailable	0	57000	437077
503305557224737	1100	933	unavailable	0	57000	841133
503305567218018	1100	933	unavailable	0	57000	430896
503305577215386	1100	933	unavailable	0	57000	407463
503305587215800	1100	933	unavailable	0	57000	873123
503305597224229	1100	933	unavailable	0	57000	420737
503305607217350	1100	933	unavailable	0	57000	401080
503305617217994	1100	933	unavailable	0	57000	930619
503305627219440	1100	933	unavailable	0	57000	404196
503305637215747	1100	933	unavailable	0	57000	440433
503305647226560	1100	933	unavailable	0	57000	979168
503305657223237	1100	933	unavailable	0	57000	431477
503305667218001	1100	933	unavailable	0	57000	490866
503305677214417	1100	933	unavailable	0	57000	943482
503305687219179	1100	933	unavailable	0	57000	398326
503305697223560	1100	933	unavailable	0	57000	557800
503305707252146	1100	933	unavailable	0	57000	1082880
503305717254795	1100	933	unavailable	0	57000	482591
503305727255259	1100	933	unavailable	0	57000	603053
503305737232811	1100	933	unavailable	0	57000	1039258
503305747257029	1100	933	unavailable	0	57000	483763
503305757240481	1100	933	unavailable	0	57000	684254
503305767229524	1100	933	unavailable	0	57000	947570
503305777254904	1100	933	unavailable	0	57000	500204
503305787261750	1100	933	unavailable	0	57000	712596
503305797257706	1100	933	unavailable	0	57000	982614
503305807259603	1100	933	unavailable	0	57000	481038
503305817231694	1100	933	unavailable	0	57000	804476
503305827252967	1100	933	unavailable	0	57000	1043206
503305837233484	1100	933	unavailable	0	57000	477983
503305847253444	1100	933	unavailable	0	57000	859637
503305857239061	1100	933	unavailable	0	57000	487540
503305867227543	1100	933	unavailable	0	57000	499572
503305877257872	1100	933	unavailable	0	57000	916252
503305887230505	1100	933	unavailable	0	57000	506776
503305897239886	1100	933	unavailable	0	57000	494543
503305907227746	1100	933	unavailable	0	57000	1003393
503305917229293	1100	933	unavailable	0	57000	505192
503305927258770	1100	933	unavailable	0	57000	493271
503305937256119	1100	933	unavailable	0	57000	1027667
503305947231286	1100	933	unavailable	0	57000	491818
503305957232101	1100	933	unavailable	0	57000	406350
503305967828806	1100	933	unavailable	0	57000	340138
503305977222089	1100	933	unavailable	0	57000	316845
503305987220819	1100	933	unavailable	0	57000	468455
503305997220933	1100	933	unavailable	0	57000	844249
503306007221898	1100	933	unavailable	0	57000	307969
503306017801281	1100	933	unavailable	0	57000	317907
503306027218057	1100	933	unavailable	0	57000	284556
503306037218962	1100	933	unavailable	0	57000	294785
503306047226339	1100	933	unavailable	0	57000	750366
503306057224168	1100	933	unavailable	0	57000	1022608
503306067219563	1100	933	unavailable	0	57000	427249
503306077216190	1100	933	unavailable	0	57000	762909
503306087218037	1100	933	unavailable	0	57000	389890
503306097227708	1100	933	unavailable	0	57000	421528
503306107218484	1100	933	unavailable	0	57000	839801
503306117213699	1100	933	unavailable	0	57000	284094
503306127216146	1100	933	unavailable	0	57000	394549
503306137221399	1100	933	unavailable	0	57000	898750
503306147223977	1100	933	unavailable	0	57000	427479
503306157223309	1100	933	unavailable	0	57000	428010
503306167217612	1100	933	unavailable	0	57000	967426
