# clock=CLOCK_MONOTONIC period_ns=20000000 drm_device=/sys/class/drm/card1/device hwmon=-
# sample_rates: gpu_busy_percent_period_ns=20000000 pp_dpm_period_ns=200000000 temp1_input_period_ns=200000000 meminfo_period_ns=2000000000 vmstat_period_ns=2000000000
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=3406810 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
# meminfo monotonic_ns=389763967374366 mem_available_kb=21736640 pswpin=0
389763967374366	400	933	unavailable	0	unavailable	133881
389763987439227	400	933	unavailable	0	unavailable	42820
389764007441531	400	933	unavailable	0	unavailable	723826
389764027448082	400	933	unavailable	0	unavailable	99567
# mark name=bench_start monotonic_ns=389764027562216
389764047447581	400	933	unavailable	0	unavailable	45916
389764067439114	400	933	unavailable	0	unavailable	41227
389764087441728	400	933	unavailable	0	unavailable	258444
389764107436468	400	933	unavailable	0	unavailable	46617
389764127449922	400	933	unavailable	0	unavailable	45626
389764147447397	400	933	unavailable	0	unavailable	362569
389764167449169	400	933	unavailable	0	unavailable	86332
389764187450421	400	933	unavailable	0	unavailable	43642
389764207457213	400	933	unavailable	0	unavailable	466444
389764228022812	400	933	unavailable	0	unavailable	44032
389764247459145	400	933	unavailable	0	unavailable	44884
389764267487678	400	933	unavailable	0	unavailable	507721
389764287456228	400	933	unavailable	0	unavailable	116208
389764307458462	400	933	unavailable	0	unavailable	46236
389764327440537	400	933	unavailable	0	unavailable	46017
389764347443062	400	933	unavailable	0	unavailable	244748
389764367445275	400	933	unavailable	0	unavailable	90479
389764387785121	400	933	unavailable	0	unavailable	485419
389764407442178	400	933	unavailable	0	unavailable	361898
389764427444231	400	933	unavailable	0	unavailable	41928
389764447450853	400	933	unavailable	0	unavailable	50624
389764467437687	400	933	unavailable	0	unavailable	438231
389764487441454	400	933	unavailable	0	unavailable	45836
389764507435692	400	933	unavailable	0	unavailable	40937
389764527449968	400	933	unavailable	0	unavailable	538890
389764547452833	400	933	unavailable	0	unavailable	78267
389764568041716	400	933	unavailable	0	unavailable	580627
389764588037557	400	933	unavailable	0	unavailable	64471
