block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	681	684	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	686	749	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	751	751	-	1	0	0	0	1	0	0	0	0	-	-
38	753	770	-	18	15	0	0	3	0	5	0	0	-	-
39	772	773	-	2	1	0	0	1	0	1	0	0	-	-
40	775	776	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	778	813	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
42	815	901	s_cbranch_scc0	87	73	3	0	7	4	12	3	1	2,1,0	0
43	903	986	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
44	988	1071	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
45	1073	1154	-	82	72	3	0	4	3	12	3	0	2,1,0	-
46	1156	1157	s_branch	2	1	0	0	1	0	1	0	0	-	-
47	1159	1162	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
48	1164	1181	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
49	1183	1200	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
50	1202	1219	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
51	1221	1237	-	17	9	0	0	8	0	8	0	0	-	-
52	1239	1239	-	1	1	0	0	0	0	1	0	0	-	-
53	1241	1241	-	1	1	0	0	0	0	1	0	0	-	-
54	1243	1243	-	1	1	0	0	0	0	1	0	0	-	-
55	1245	1247	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
56	1249	1250	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1252	1263	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
58	1265	1265	-	1	0	0	0	1	0	0	0	0	-	-
59	1267	1268	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1270	1281	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
61	1283	1283	-	1	0	0	0	1	0	0	0	0	-	-
62	1285	1294	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
63	1296	1297	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1299	1306	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
65	1308	1308	-	1	0	0	0	1	0	0	0	0	-	-
66	1310	1311	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1313	1320	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
68	1322	1322	-	1	0	0	0	1	0	0	0	0	-	-
69	1324	1327	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
70	1329	1330	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1332	1339	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1341	1341	-	1	0	0	0	1	0	0	0	0	-	-
73	1343	1344	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1346	1353	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1355	1355	-	1	0	0	0	1	0	0	0	0	-	-
76	1357	1360	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1362	1363	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1365	1370	-	6	1	0	0	3	2	1	0	1	-	0,0
79	1372	1373	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	1375	1380	-	6	1	0	0	3	2	1	0	1	-	0,0
81	1382	1383	-	2	0	1	0	1	0	0	0	0	-	-
82	1385	1385	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
