monotonic_ns	tctl_millidegrees	edge_millidegrees	freq1_hz
503214581125144	55000	55000	1100000000
503215581543807	63375	63000	1100000000
503216582191121	61875	61000	1100000000
503217583065963	60750	60000	1100000000
503218584192275	60750	60000	1100000000
503219584917494	59750	59000	1100000000
503220585840011	58875	58000	1100000000
503221586620991	58250	58000	1100000000
503222587468656	58125	58000	1100000000
503223588339145	58875	58000	1100000000
