# clock=CLOCK_MONOTONIC period_ns=10000000 drm_device=/sys/class/drm/card1/device hwmon=/sys/class/hwmon/hwmon6
# interpretation: pp_dpm_sclk_selected_mhz is the selected graphics clock step; pp_dpm_mclk_surface_mhz is the pp_dpm_mclk sysfs surface, which on SMU10 is a fabric-clock state rather than the trained DRAM speed; pp_dpm_fclk_surface_mhz is the pp_dpm_fclk sysfs surface
# sampler_pid=2199505 nice=19 cpu_affinity=0,1
monotonic_ns	pp_dpm_sclk_selected_mhz	pp_dpm_mclk_surface_mhz	pp_dpm_fclk_surface_mhz	gpu_busy_percent	temp1_millidegrees	sample_cost_ns
503214560547440	1100	933	unavailable	0	54000	562236
503214570534431	1100	933	unavailable	0	54000	284544
503214580512144	1100	933	unavailable	0	55000	286228
503214590512309	1100	933	unavailable	0	55000	637104
503214600622246	1100	933	unavailable	0	55000	285667
503214610514192	1100	933	unavailable	0	55000	331240
503214620509377	1100	933	unavailable	0	64000	721690
503214630498963	1100	933	unavailable	0	64000	244059
503214640499107	1100	933	unavailable	0	64000	256773
503214650499372	1100	933	unavailable	0	64000	750633
503214660497273	1100	933	unavailable	0	64000	241074
503214670504992	1100	933	unavailable	0	64000	318136
503214680498344	1100	933	unavailable	0	64000	812056
503214690505031	1100	933	unavailable	0	64000	398965
503214700509183	1100	933	unavailable	0	64000	450730
503214710506963	1100	933	unavailable	0	64000	990064
503214720507198	1100	933	unavailable	0	64000	407812
503214730507654	1100	933	unavailable	0	64000	537360
503214740504312	1100	933	unavailable	0	64000	950661
503214750504847	1100	933	unavailable	0	64000	389498
503214760506104	1100	933	unavailable	0	64000	592973
503214770512470	1100	933	unavailable	0	64000	993020
503214780504671	1100	933	unavailable	0	64000	377966
503214790505146	1100	933	unavailable	0	64000	647192
503214800504209	1100	933	unavailable	0	64000	925755
503214810508261	1100	933	unavailable	0	64000	404755
503214820512363	1100	933	unavailable	0	64000	707814
503214830506647	1100	933	unavailable	0	64000	378086
503214840509096	1100	933	unavailable	0	64000	415846
503214850505223	1100	933	unavailable	0	64000	770079
503214860505969	1100	933	unavailable	0	64000	378778
503214870512986	1100	933	unavailable	0	64000	402582
503214880506298	1100	933	unavailable	0	64000	822175
503214890505441	1100	933	unavailable	0	64000	378087
503214900505586	1100	933	unavailable	0	64000	379660
503214910508957	1100	933	unavailable	0	64000	863050
503214920512167	1100	933	unavailable	0	64000	398915
503214930508004	1100	933	unavailable	0	64000	380150
503214943236045	1100	933	unavailable	0	64000	964457
