monotonic_ns	tctl_millidegrees	edge_millidegrees	freq1_hz
503172592395435	58125	58000	1100000000
503173592927648	58875	58000	1100000000
503174593790031	58750	58000	1100000000
503175594656284	58750	58000	1100000000
503176595533405	59625	59000	1100000000
503177596501161	58625	58000	1100000000
503178597605402	57875	57000	1100000000
503179598174422	57500	57000	1100000000
503180599033095	57500	57000	1100000000
503181599905021	58125	58000	1100000000
