key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2194392
monotonic_ns	package_uj	core_uj	sample_cost_ns
503172626536556	61376193946	7800867057	85026
503172676641863	61376719614	7801081020	110934
503172726658467	61377238447	7801293671	155776
503172776666346	61377780335	7801511449	166596
503172826666720	61378296986	7801722543	167367
503172876659331	61378814111	7801932676	157590
503172926661128	61379331906	7802143038	159012
503172976658988	61379867080	7802360663	157830
503173026715305	61380373646	7802571620	191642
503173076721781	61380875466	7802780823	193976
503173126723478	61381398022	7802995381	195078
503173176724584	61381910249	7803204659	196320
503173226718377	61382411413	7803414045	192434
503173276707911	61382910823	7803625429	206309
503173326761734	61383466626	7803890918	636289
503173376694675	61384002044	7804149465	199997
503173426693687	61384548860	7804419776	196020
503173477143347	61385058371	7804597516	107978
503173526802374	61385664876	7804818559	103921
503173576644562	61386273442	7804982827	122044
503173626637481	61386888888	7805164305	103951
503173676645076	61387498796	7805366657	110022
503173726639307	61388116196	7805568307	104552
503173776742208	61388724212	7805727448	226145
503173826633901	61389330550	7805936650	101025
503173876689244	61389955289	7806096859	104853
503173926633223	61390577861	7806286485	103450
503173976750009	61391182337	7806457207	235303
503174026646300	61391790841	7806660474	123757
503174076647183	61392419517	7806853229	121112
503174127582514	61393030600	7807053887	550371
503174176647236	61393689028	7807249250	123196
503174226983857	61394315583	7807465395	413119
503174277722877	61394945616	7807654213	134056
503174326645588	61395573025	7807839353	123937
503174376632556	61396190638	7808042849	98731
503174426639120	61396817498	7808208688	105574
503174476698180	61397429969	7808424909	105975
503174526647007	61398049154	7808619968	123938
503174576634981	61398667912	7808804117	103460
503174626635731	61399310167	7808999968	104001
503174676642192	61399931473	7809186818	102458
503174727673327	61400549986	7809381311	104502
503174777488586	61401185467	7809576202	102969
503174826635017	61401818109	7809780186	102769
503174876647429	61402446861	7809995324	104662
503174926640084	61403055045	7810189421	109491
503174976635625	61403693805	7810426530	104963
503175026637478	61404302264	7810617820	102649
503175076640072	61404926591	7810806378	105023
503175127128950	61405571409	7811022599	110222
503175176644879	61406187573	7811223791	109772
503175227122807	61406805369	7811403561	106736
503175276700360	61407398204	7811587344	101346
503175326646620	61408015741	7811783943	122906
503175376669722	61408650046	7811962416	126232
503175426642902	61409271413	7812178774	119249
503175476642219	61409880680	7812367271	120571
503175526636288	61410506640	7812560041	102128
503175576637323	61411119493	7812749484	106034
503175626644903	61411736663	7812931711	105384
503175676635262	61412335311	7813110687	105204
503175727197933	61412999385	7813316121	115613
503175776630146	61413595668	7813631565	108800
503175826680235	61414165615	7813906376	180942
503175876682325	61414786402	7814154731	183938
503175926639984	61415385812	7814423714	122375
503175982053922	61416119646	7814769583	11035174
503176026618759	61416767241	7815009484	105634
503176076649472	61417341842	7815238186	130510
503176126707144	61417953368	7815492583	205899
503176176718492	61418589169	7815745240	189569
503176228305666	61419215693	7816002597	1225482
503176276628279	61419836129	7816236105	108369
503176326691973	61420363048	7816421719	190340
503176376665892	61420878082	7816572147	141821
503176426690644	61421395527	7816763345	182655
503176480619271	61421938895	7816928010	2659508
503176526688813	61422408337	7817063867	184659
503176576695275	61422900973	7817223069	184118
503176626685081	61423423132	7817394966	179019
503176676666801	61423939493	7817574308	168791
503176726660754	61424519694	7817804368	162338
503176776661780	61425091762	7818035054	165013
503176826697289	61425705027	7818206645	197183
503176878036886	61426358451	7818280235	1459673
503176928033363	61427141400	7818375216	1450216
503176977042566	61427949036	7818465894	1394714
503177028074857	61428615902	7818552193	1014194
503177076654951	61429250818	7818622609	124098
503177126683458	61429868843	7818681795	150597
503177176679354	61430538334	7818767972	124739
503177226663369	61431182237	7818833566	130631
503177277124941	61431866833	7818927830	126663
503177326721884	61432486750	7818996674	177877
503177376906949	61433158590	7819082561	128666
503177426724888	61433814944	7819163078	132393
503177478132399	61434482817	7819264132	124760
503177526673071	61435105008	7819504750	134778
503177576645217	61435951064	7819592804	114871
503177626630251	61436771837	7819686671	100094
503177676651441	61437531228	7819851626	129428
503177726631926	61438001174	7819893570	114911
503177776653757	61438281693	7819900772	168540
503177827081144	61438942822	7820109043	75569
503177876636538	61439760620	7820306055	113148
503177926643653	61440507514	7820335381	119379
503177976675092	61441166523	7820344871	162789
503178026650959	61441798265	7820356467	116243
503178077677908	61442736556	7820547284	1191971
503178127538302	61443574327	7820665243	1178586
503178176656122	61444443926	7820766739	133906
503178226657475	61445291294	7820859523	138465
503178276654822	61446216143	7820984029	139446
503178326731023	61447093935	7821079147	232909
503178376649855	61447952213	7821190622	605423
503178426707072	61448843051	7821305774	214705
503178476670526	61449683920	7821400557	135740
503178526676037	61450589528	7821519966	144796
503178576717047	61451439032	7821606311	181705
503178626759364	61452332739	7821730099	218873
503178676732513	61453089048	7821761973	205808
503178727111878	61453938781	7821837637	116635
503178776704428	61454746112	7821914523	1184107
503178826707121	61455536217	7821989363	188246
503178877276977	61456407266	7822072199	790463
503178926767940	61457333930	7822155187	150827
503178976648879	61458236334	7822254562	135730
503179026641133	61459018444	7822288191	127234
503179076661779	61459947854	7822395104	124930
503179126642873	61460766873	7822485446	126873
503179177326128	61461814106	7822639552	159404
503179226695577	61462716449	7822756123	176615
503179276654419	61463556142	7822858321	121714
503179326670497	61464437490	7822980141	133686
503179376777953	61465195737	7823013678	256652
503179426755721	61466094372	7823143524	214474
503179476655996	61466943052	7823219966	115652
503179526654601	61467779053	7823294685	135369
503179576694287	61468645052	7823379168	200328
503179628258698	61469519640	7823460860	554520
503179677394475	61470315909	7823541620	910394
503179727736960	61471118679	7823614050	1235121
503179776676766	61472033396	7823699144	819287
503179827425187	61472855176	7823780057	846196
503179876669323	61473764751	7823901190	392412
503179926705895	61474616407	7823988222	213192
503179979053647	61475713168	7824131281	661957
503180026661494	61476642578	7824240391	133716
503180077917399	61477513337	7824331802	151889
503180126666905	61478363772	7824451516	137072
503180176653526	61479226658	7824538105	125932
503180226632282	61480107288	7824632949	104071
503180276657504	61480954352	7824726709	128055
503180326759076	61481821967	7824825963	222208
503180377082606	61482688255	7824905518	979721
503180432579178	61483513088	7825007105	5654737
503180476694523	61484386700	7825074653	1069317
503180526697114	61485269543	7825165392	684218
503180576647141	61486157116	7825280865	411497
503180627783172	61486997862	7825369361	1302846
503180677672391	61487859390	7825468370	1298868
503180726706487	61488725220	7825559140	227268
503180776737797	61489598115	7825661307	207211
503180826718874	61490459841	7825762270	221287
503180882117874	61491346728	7825868267	5055426
503180926670149	61492216495	7825977865	127214
503180976656897	61493063024	7826063890	127655
503181026689930	61494007296	7826175411	156879
503181076657032	61495010616	7826286092	124208
503181126664658	61495873151	7826374634	132183
503181176660613	61496715316	7826461422	126562
503181226700398	61497585999	7826563940	150837
503181276736337	61498475891	7826651338	198545
503181328261013	61499366241	7826742428	146600
503181377607313	61500227952	7826863745	1143934
503181426654653	61501091616	7826941759	115663
503181476631874	61501676821	7827022642	109291
503181526671889	61502223332	7827038800	162950
503181576651758	61502825382	7827146079	130610
503181627370940	61503466218	7827325940	888323
503181677587056	61504060395	7827475850	174561
503181726675890	61504628817	7827635311	479441
503181776626278	61504983703	7827660701	111055
503181826657324	61505516115	7827732810	126723
503181876659307	61505985909	7827850739	148674
503181926683180	61506243373	7827862320	165364
503181976637274	61506635900	7827939663	105124
503182026629519	61507109798	7827960612	107658
503182077154985	61507536519	7828007866	664762
503182126623817	61508001323	7828174544	94043
503182176679047	61508481279	7828203077	165124
503182226678365	61508871868	7828318351	630520
503182276677733	61509150159	7828347600	181013
503182326638821	61509378449	7828351339	144966
503182376622359	61509607701	7828354665	113870
503182426598574	61509828575	7828356008	101567
503182476621786	61510049786	7828357671	106415
503182527181554	61510215015	7828358434	239511
503182576704720	61510423332	7828358495	176775
503182626668429	61510631314	7828359319	132424
footer_sample_count	201
footer_unreadable_count	0
footer_achieved_period_ns	50000659
footer_first_monotonic_ns	503172626536556
footer_last_monotonic_ns	503182626668429
