pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	29	matmul_q4_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	162.000	15172.0	442.236	420.378	364.164	56.214	1644.1	5173.4	5181.9	5338.2	64	64	0	4608	0	4	85a4095ad4619519d7e7e23fdf68d68c9b8962206cf6046dc85e9bd61276f262
pipeline	28	matmul_q6_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	24.000	2720.0	125.992	125.992	116.728	9.264	5536.6	5621.3	6198.7	6198.7	64	64	0	4608	0	4	338ceaa67ba8db463d40a7a7e2def81ab71b262b3539d928dc0e65c939a0e447
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	1.000	62080.0	23.686	23.686	23.686	0.000	23685.6	23685.6	23685.6	23685.6	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	3	scale_f32	-	512,1,1	0	36.000	9864.0	18.435	18.435	0.132	18.303	579.4	714.7	719.7	719.7	4	32	0	0	0	10	9441ec09d452720ca49159c539936d6cccb75e272514b9f5344386baaf1d029d
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	18.000	9216.0	10.205	10.205	0.097	10.108	596.1	600.6	601.8	601.8	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	10	l2_norm_f32	-	1,1,1	0	36.000	10944.0	8.216	5.221	0.228	4.993	177.7	294.1	294.4	294.4	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	18.000	4608.0	8.029	8.029	8.021	0.008	443.5	452.2	455.5	455.5	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	79.000	7543.0	5.825	5.825	5.802	0.023	34.2	189.0	189.4	193.4	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	7	cpy_f32_f32	-	512,1,1	0	24.000	1104.0	5.538	5.538	0.174	5.364	299.0	311.4	313.9	313.9	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	18.000	6912.0	4.856	4.856	0.095	4.761	277.0	291.2	293.4	293.4	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
