slot	arm	server_sha256	predicted_n	predicted_ms	tok_s	census_rows	sidecar	ownership	status	sclk_mode_mhz	sclk_share	regime_delta	clock_invariant	below_required_fraction
0a	W	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6825.002	9.231	-	refused	-	completed	1100	1.0000	-	held	0.0000
1	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6485.787	9.714	-	on	-	completed	1100	1.0000	-	held	0.0000
2	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6534.503	9.641	-	on	-	completed	1100	1.0000	-	held	0.0000
3	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6692.488	9.414	-	on	-	completed	1100	1.0000	-	held	0.0000
4	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6465.832	9.744	-	on	-	completed	1100	1.0000	-	held	0.0000
5	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6684.107	9.425	-	on	-	completed	1100	1.0000	-	held	0.0000
6	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6341.034	9.935	-	on	-	completed	1100	1.0000	-	held	0.0000
7	K	7d9df19f846f0696445b55fed138d7d743d8a315ac0e238d34d023c6f94026b7	64	6469.735	9.738	-	on	-	completed	1100	1.0000	-	held	0.0000
8	C	5dd86b90154f6143a5303efd2590b9268a0a5e3e908c4d6791f1fde03a4782c2	64	6773.989	9.300	-	on	-	completed	1100	1.0000	-	held	0.0000
