monotonic_ns	tctl_millidegrees	edge_millidegrees	freq1_hz
503125112777965	55125	55000	1100000000
503126113646677	55500	55000	1100000000
503127114492452	56500	56000	1100000000
503128115350661	57750	57000	1100000000
503129116247026	58625	58000	1100000000
503130117096486	58000	58000	1100000000
503131118038541	57125	57000	1100000000
503132118823950	57000	57000	1100000000
503133119696205	57000	57000	1100000000
503134120590662	57375	57000	1100000000
503135121354086	67000	67000	1100000000
