key	value
schema	package-energy-sample-v1
clock	CLOCK_MONOTONIC
period_ns	50000000
package_wrap_uj	65532610988
core_wrap_uj	65532610988
sampler_pid	2189185
monotonic_ns	package_uj	core_uj	sample_cost_ns
503125146347822	61134577794	7772520104	79425
503125196485691	61135045299	7772634753	152539
503125246487190	61135555527	7772649614	155665
503125296475817	61136051717	7772665589	145766
503125346496972	61136536555	7772679520	166784
503125396485258	61137049270	7772694290	153671
503125446478122	61137537114	7772707259	143332
503125496495631	61138029550	7772727277	167426
503125546491250	61138511093	7772741086	155995
503125596476254	61139006596	7772754513	144394
503125646521490	61139484675	7772763302	190598
503125696509843	61139944399	7772817330	190638
503125746501571	61140431099	7772985077	186762
503125796484814	61140928967	7773135917	155363
503125846493814	61141408282	7773149192	164290
503125896498245	61141890313	7773164038	165883
503125946480646	61142403836	7773177983	149964
503125996511106	61143112433	7773490971	172605
503126046476646	61143623042	7773501896	144013
503126096453146	61144118377	7773515094	109249
503126146473187	61144636417	7773530672	140537
503126196467590	61145148628	7773543977	134797
503126246505552	61145687510	7773568420	173397
503126296466334	61146219236	7773602186	124588
503126346499338	61146694935	7773803912	182974
503126396476710	61147173410	7773978708	141498
503126446450446	61147800484	7774154907	101485
503126496452483	61148441320	7774358739	104411
503126546464678	61149053501	7774553080	113066
503126596453195	61149652530	7774725908	104821
503126647481995	61150284410	7774937490	104701
503126697191434	61150907409	7775101926	100113
503126746453905	61151514403	7775280017	105102
503126796524975	61152130353	7775484017	101095
503126846888649	61152761577	7775678037	107787
503126896463402	61153375406	7775884447	111584
503126947110614	61153991432	7776070427	104030
503126996456869	61154615576	7776265608	103198
503127046461296	61155246586	7776464831	119699
503127096588999	61155859912	7776646203	259885
503127146687649	61156472261	7776808396	363585
503127196464030	61157088761	7777005895	124377
503127246667622	61157733823	7777176892	337386
503127296468918	61158365703	7777363009	123867
503127346659997	61158964152	7777545998	333640
503127396685413	61159589715	7777723891	361049
503127446477703	61160228735	7777913792	141218
503127496463166	61160866306	7778120690	120670
503127546467744	61161487734	7778321501	124628
503127596451318	61162131652	7778494740	100814
503127646471310	61162758054	7778669109	126531
503127696460706	61163366955	7778887298	121703
503127746551187	61163974986	7779041526	121823
503127796478359	61164629707	7779207533	139725
503127847161223	61165250417	7779382024	235179
503127897152472	61165895495	7779533490	184677
503127947222265	61166516038	7779723498	134746
503127997208035	61167122040	7779920738	131691
503128046625806	61167742568	7780124463	297614
503128097175296	61168361691	7780315950	133154
503128147151147	61168993281	7780488213	130889
503128196594575	61169612359	7780640595	264454
503128246449896	61170232902	7780827399	100154
503128296457255	61170847998	7781018673	105222
503128346475705	61171498752	7781201098	105243
503128396454110	61172122850	7781384239	102237
503128447224303	61172751937	7781576078	104912
503128497146397	61173371000	7781723867	109280
503128546574156	61173994060	7781916713	101255
503128596460839	61174600520	7782128448	119388
503128646466150	61175258597	7782367923	133334
503128696490055	61175836937	7782686540	177264
503128746487351	61176449225	7782944080	146408
503128796481441	61176990090	7783120615	146608
503128846459162	61177577478	7783175025	112095
503128896507772	61178170861	7783439919	188725
503128951445969	61178782432	7783680462	5122523
503128996496433	61179356057	7783898926	188595
503129046493308	61179967369	7784146044	172676
503129096491095	61180609761	7784408833	176713
503129146490025	61181223148	7784648383	180079
503129196471271	61181823459	7784885065	130028
503129246509783	61182336845	7785058900	194916
503129296471524	61182855525	7785211404	128054
503129346539420	61183379180	7785395613	218109
503129396495030	61183889956	7785543631	153210
503129446687483	61184413626	7785719449	212128
503129496482269	61184910274	7785867070	144925
503129546498740	61185393907	7786029309	175782
503129598289269	61185976824	7786247483	1723260
503129646476762	61186541675	7786471165	159922
503129697115145	61187116596	7786705497	549855
503129746481884	61187860103	7786801669	133825
503129796524519	61188628893	7786889295	173627
503129846719532	61189433676	7786984673	133725
503129896573872	61190117021	7787059513	130238
503129946512947	61190764921	7787139038	166134
503129996508556	61191419795	7787218181	129767
503130046793473	61192055443	7787306586	129346
503130096472072	61192736606	7787390933	124006
503130148153552	61193424345	7787470488	123416
503130196473417	61194037167	7787538569	125549
503130246476179	61194689523	7787608710	128545
503130297152442	61195291619	7787703676	141589
503130347117184	61195866693	7787800198	118687
503130397125656	61196481682	7788006608	126722
503130446450949	61197159107	7788092450	103869
503130496505455	61198032078	7788203101	161675
503130547091232	61198821115	7788270175	96847
503130596460530	61199297683	7788384579	110853
503130646472463	61199720513	7788402279	138614
503130697486930	61200005532	7788415858	139776
503130746445257	61200671956	7788587358	101275
503130796476686	61201124829	7788602448	151618
503130846441263	61201573414	7788678509	96727
503130896468084	61202096534	7788724100	132432
503130946466974	61202798936	7788752968	118516
503130996495808	61203458418	7788766807	163559
503131046510316	61204080715	7788776542	199334
503131096505479	61205077429	7788967709	191360
503131146520388	61205864391	7789073249	193644
503131196497327	61206767527	7789192353	163529
503131246513649	61207596906	7789276119	198243
503131296473818	61208517223	7789391333	525601
503131346521617	61209361829	7789492691	209694
503131396517621	61210206650	7789602381	179358
503131446432167	61211079026	7789702901	85276
503131496481759	61211842704	7789747439	120570
503131546471722	61212714043	7789865429	129186
503131596470115	61213561121	7789949989	126140
503131646454282	61214410534	7790044283	106023
503131696535047	61215212174	7790129148	178867
503131746478600	61216047900	7790208963	122775
503131798107376	61216944842	7790292546	107456
503131846511714	61217860520	7790372178	158439
503131896472349	61218723360	7790456356	124307
503131946529450	61219543920	7790540306	219281
503131996594135	61220427999	7790647142	233948
503132046532609	61221281394	7790725599	365659
503132096523409	61222173347	7790849799	207530
503132146472752	61223038307	7790941317	131170
503132196480343	61223928474	7791059185	144504
503132246514542	61224838797	7791161505	202991
503132297271683	61225715476	7791257706	189687
503132346531336	61226595313	7791375651	215103
503132396468187	61227326339	7791413903	123275
503132446472772	61228243498	7791536592	125850
503132496530845	61228990117	7791571380	191871
503132546486771	61229817193	7791681452	236823
503132596476252	61230667323	7791759206	119729
503132646486792	61231541652	7791838578	144975
503132696493736	61232341751	7791915906	169730
503132747526917	61233213394	7792004753	1210825
503132796497636	61234061373	7792088062	176012
503132860060695	61235092585	7792222317	12797858
503132896487971	61235862473	7792298317	134677
503132946468196	61236738115	7792401263	126151
503132996446247	61237654205	7792509396	114920
503133046505878	61238492266	7792596474	190989
503133096534121	61239399705	7792706865	166765
503133146474022	61240340284	7792826107	120520
503133196464416	61241154894	7792914695	117054
503133246447947	61242082809	7793037964	103118
503133296506135	61242914370	7793128612	145767
503133348318671	61243833939	7793239644	1514009
503133396524812	61244689913	7793312715	185229
503133446462930	61245551868	7793396039	123345
503133496503686	61246392919	7793477425	179378
503133547307627	61247218041	7793561237	331666
503133596623982	61248064128	7793649215	319755
503133647618958	61248929943	7793732356	958584
503133696483927	61249770155	7793817129	154583
503133746516623	61250618393	7793903428	203362
503133796468340	61251477526	7794001293	128976
503133846530409	61252299947	7794086753	214252
503133896487366	61253152137	7794165896	150405
503133946499074	61254091801	7794269819	151667
503133997584495	61255079192	7794383888	154593
503134046549718	61255941986	7794484087	196329
503134097053946	61256790834	7794563261	195638
503134146466737	61257701264	7794674858	125149
503134196471432	61258498647	7794727315	128605
503134246509197	61259333214	7794811142	189126
503134296523008	61260165995	7794899349	202230
503134346514628	61261016095	7795009862	171524
503134399214843	61261921062	7795110596	698227
503134450196545	61262806667	7795203593	2026978
503134496480783	61263488227	7795301122	132333
503134546491148	61264056709	7795559715	177234
503134596450352	61264690053	7795779644	100995
503134646545206	61265314167	7795968782	194405
503134696490787	61265945283	7796120034	152099
503134746537883	61266481526	7796257738	217988
503134796546248	61266940074	7796356732	222888
503134846521352	61267182524	7796363110	198673
503134896458608	61267405184	7796366970	147330
503134948070497	61267805005	7796400675	1081198
503134996465801	61268370710	7796548296	124157
503135046443230	61268658461	7796563676	128225
503135096504662	61269002575	7796593734	188344
503135146509160	61269354134	7796651287	181041
503135196490135	61269827514	7796722329	159081
503135246514069	61270354754	7796944195	195468
503135296484715	61270803202	7796980738	149864
503135346474266	61271360317	7797029594	144564
503135396483423	61271657009	7797040733	155575
503135446432020	61271885421	7797045569	99652
503135496430125	61272106632	7797048941	102839
503135546429846	61272335898	7797052542	102187
503135596483706	61272555400	7797054007	133825
503135646970501	61272761673	7797058188	258222
503135696977868	61272914314	7797060003	252081
503135747030609	61273098875	7797063375	252863
503135796479966	61273314562	7797067205	144504
503135846974865	61273515418	7797069875	254976
503135896548839	61273715389	7797072576	208091
503135947130908	61273922471	7797076238	250027
503135996563323	61274186861	7797127657	214232
503136046549532	61274578702	7797265696	207249
503136096502951	61274833023	7797268107	166144
503136146599070	61275078646	7797281473	248605
footer_sample_count	221
footer_unreadable_count	0
footer_achieved_period_ns	50001142
footer_first_monotonic_ns	503125146347822
footer_last_monotonic_ns	503136146599070
