llama_cpp_commit	source_path	sha256
f280b26983ad0fdb705a0d9ebf0503e76f2899b0	common/ngram-cache.cpp	697c68293fb6a80e2a6d7503dee2ddc72b9155b264afbdcc60b85789bc253bb2
f280b26983ad0fdb705a0d9ebf0503e76f2899b0	common/ngram-cache.h	91ec39f1e523e410c8af1aa48a904fc99893223f4197ac4474a5f2d49a4ad60f
f280b26983ad0fdb705a0d9ebf0503e76f2899b0	common/ngram-map.cpp	e216b3a607204e75d1c9a2e9c61473b5d3abdc95c794d55c6e62ced7f7f1aed7
f280b26983ad0fdb705a0d9ebf0503e76f2899b0	common/speculative.cpp	729a1bcc5e6bdfe2c2b896108587cd85295ed8e2c1daf58697b20062f556edda
f280b26983ad0fdb705a0d9ebf0503e76f2899b0	common/arg.cpp	35208607f88a398b67b244363591d13c8f98bf8ba0a8674cad53c7f86109f682
f280b26983ad0fdb705a0d9ebf0503e76f2899b0	docs/speculative.md	7b94ca8bdacfe14a4354d8a9889f1aa1744f5b8a48496e2c485b03091fb3717c
