slot	block	direction	model_id	role	target_tok_s	target_state	context	batch	ubatch	cache_k	cache_v	flash_attention	ctx_checkpoints	checkpoint_min_step	vulkan_profile	prompt_tokens	prompt_ms	prefill_tok_s	decode_tokens	predicted_ms	reported_tok_s	recomputed_tok_s	request_status	teardown_status	child_valid	model_bytes	model_sha256	inputs_sha256	launch_sha256	teardown_sha256	session_status_sha256	server_process_sha256	runtime_inputs_sha256	server_log_sha256	telemetry_log_sha256	graphics_latency_log_sha256	kernel_hazards_log_sha256	campaign_runner_stdout_sha256	campaign_runner_stderr_sha256	request_sha256	response_sha256	child_summary_sha256	arm_directory
1	1	forward	qwen35-08b	compact-text	20	unmet	8192	128	32	q8_0	q4_0	on	2	8192	low-async	19	285.665	66.51147322913202	64	3553.504	17.728979621241457	17.728979621241	0	0	true	833592096	37ae482d336108d23516fa35e8e0c4126688d81018b87178a18d752a1357814f	6662731e92d580a7354ed6ff4b03a6705782146f392c2ddd7dbc7e55000611d1	e54bc3c37329ca662e028e7dbb7c2757a0786841fdef667bbf9e18e0539ee735	2b07cb18eee1cb2a477a94236c76c744bfd3c73726e9c9d9ce9ba0c1c7960c8d	456df9d5b087865c04f14c6aef58f91c33fbfff6c8ff71eb2f01c63ecf04a408	443af275900e70f6911a4b41c38d0f034d049513566f5304df3dd813bfa138b5	39822e16f8e50c8e8aef650025d9b1a6ce42d197b6c63abe6d4c9924048cb680	4052bb817621b76557e92566986a1810f43e0d32a334ee3897b9e7e9e0b59d50	d7b21b3182f2291a2b0e6be207966040ba60c66d0c914e2bc63d5c07bac05ca6	be9607490e965753f744732057811d7fd13d9ba74b676a3af0fbd80bccf941ac	e2549ef142d04416b96cfa106313836eed9b4ee9bc594212b4797b6d5818fb48	82b4a82fbe48863504639da97284449babc2ed9f87d97d77b58b697037d1ecf1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	36c8ce5287dd6c77486a4d551917862a31c1c157251e328308ef9e3b429ef534	b143e9a1c603d005353fe5fb8d5c53ff8ac7072eb452164f85bfdb62086831c7	arms/01-forward-qwen35-08b
2	1	forward	qwen38-2b-distill	fast-text	10	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	663.686	28.62799576908357	64	6565.099	9.596199539412885	9.596199539413	0	0	true	1312164224	4aa0fb13c431514262f259d420ecc95a8714df58ac2a2384514e20b93983f0ff	38459d8cbba4f4205f0627768fdc04f191f2787bcd6f6f566bb38c437b88b57c	23c7a7afa6dc8ed561f96ec1d1151172cbff3b4e0677f68efc02ae4f6518485a	8950cc1d9b991b3fc89a7cb3bb0d183b8fb4904dc6c5a0b27fd9acdb44f5913a	151db3dbb37e0949271069f01f61e5abc69b7902a6725abdcf44c977decd7f78	fc104622a2161ab5d6d2f869e13e57eadaeab38a03f179683ac4ce2c8340fd84	b7c66184254563f2daa4578c8b3297238dc6ee8ae4b8d206f490813a369b12ae	bc5e4eee3a4b8ccaa8e099f797f389b67054c52fb86819ac42cd8714f9312dfb	189b04ffbee130c7fb82bfefcd708284e14a53a89dd3a150159e2c9bd2d824f6	e7000cedbe85e1d677313ffe8138730376299c0ee810542fdf7444b30055afbc	183f9bb5954a4ee6738db27279fcc6f83c1af0df3650f852933d814a1d3beb91	b121b3b82061d30939d8fe75c67f8c5ccec850351f29ef9330b21c09cbda2a25	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	bf9d36785dad190f2ee34ff67be2a4fd2bc1fa747da6d7372319609ae8ac2e03	9d0e53a10576f506a7a5d653bebe746ef4ab9d079877925d790e6e2102c84d56	arms/02-forward-qwen38-2b-distill
3	1	forward	qwen38-4b-distill	balanced-text	5.25	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	1633.568	11.630981997688496	64	18762.756	3.357715678869351	3.357715678869	0	0	true	2783446304	dec96e8cf2e11b613bb46513dec485377f9ca5a351e71712ee0e244f287c6790	65d00b341ea73807907e9c6cf72171d5d93c6b18beec89fe64b0d77edfc85bd6	e7a4ace7a133a1d2ebc39f6be8b703e3840059d9d9197c57002743d3c84db735	7d06b1d343f8c1bed022f6d04ace539c1bf6f85b4f562f38e24495320f148ddb	85c31db81768d94766f2ca58782f21effeec1e5aeef2a7bae36bc515ad5f2b8b	e66c6cda988c9d51a7f7bbd4fee1791f955c8141563eb5eecb6e9cfcd0247df7	4ebcfe24db645cee645b6bc6a865b8be2cc05eb1650e26210e1d80781d2701f3	97a927569379104c663fc2c5d04a7a739302c2c4c1804d8b3c6bfdf4243d092e	02e65a94a02547fb7d4ead10890d9509a1bd4e1cd7a78f9ed82d0d66a5732d48	d8276084b45fcce020845db44dec8e9089e6cfa39a92371cd63017141617e879	7144e2ae28b0dd7f69c7a8fafe40cd755c41283ddb83837127edccd3e607a08c	0fc0ab8afe337b9f8a79aaa19888c10db36ac38ef55ba6acd6b6a0a238b0193a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	c026743d45f7c87eb3413198e42b542e01faf4bd7e5d5f832a13ae8b2309cfbb	b6d7e35cea8f5796ef1016bd4ea6d7e54ab23e9971abd30724a53da96f78db2d	arms/03-forward-qwen38-4b-distill
4	2	forward	qwen35-08b	compact-text	20	unmet	8192	128	32	q8_0	q4_0	on	2	8192	low-async	19	290.014	65.51407863068678	64	3753.219	16.78559124847231	16.785591248472	0	0	true	833592096	37ae482d336108d23516fa35e8e0c4126688d81018b87178a18d752a1357814f	43a385945846e034d2145d1132f4fe26485a8ddde675ea7117ed96219f91a99c	12b3aa875de0852d46c08816220be059f6c415f3e886d173ed1959b2f8bc6ee9	033115b45daa4821a7dfe00330529b0100fb849e68661dd6e03792a33bc0840d	da951763eaa6388cfe0ca6eaf1f8a8c8a75888288a884465ee026396ce067980	99a8796eb70a28838053b18f09dd6587936e9a3e9c5e2c6bb7c14b59c9ffcfa8	01c6858956f5cb9b1b5a3f8d484bd424881ef27319839d8aebabfa0e2e84f245	1f2aa6bdd95f38ba517219353fa3b49e3f2070c54b65b3d9c8fe5e9cef41f96f	2363299bfa9d8a757706d8b9521efe31fff34e53d7b7a4fa6b7611acaab7d274	8309ede91da59ce12feb806d14c9d27557079829572ac3944c29e8c73a9c64df	f713f2846423aa229e3beba13bccb21b12ae90f72c89cd7d9df7e3a78c5863ec	a762378bf1030eee29cc5369bc9ec05462297429768ee4cb71f150dfef5967e3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	b382060a69f9583dc7641d5dc4dbf8b2b8a84b47b714a55451e726ea80c5d0b3	24bd4c28659f62c81918c4179d3051646dfac847102ad69ca132f3f35cc0ada9	arms/04-forward-qwen35-08b
5	2	forward	qwen38-2b-distill	fast-text	10	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	667.161	28.478882908323477	64	6622.135	9.513548123075111	9.513548123075	0	0	true	1312164224	4aa0fb13c431514262f259d420ecc95a8714df58ac2a2384514e20b93983f0ff	2954c5fcb29ac6ab8e194ff0029bef5fa2e359827911a91709a724a2ab5b2835	1c42dde7d2c1569e76643fa9ab8052b859451c25e259ad35453415b84d64480f	f8d2af723266f8f91fb7debc49beef1f36996a07d1499f750cd638769397765b	ece24bf3dfb55adb5e605dca6bf5d3e0d2ce20d3423a3bb5c1ba06a7337cc984	fc3ffb0d80d4c4771ac8ba53f6fc0b05e6fa7e0481aea0e5eb0b78123dee50f7	63591996e69ec050af6c88a33b39e7e647ae0d515adf683af5d11032142cb4d1	70757a7e4447a622b98f982cc4045887aacc752cdae43b58c3960aff1579e2c1	e3f713bdddb6010b3101724f002f4b8b800036db9733428ff113557ada18cc48	a61615735442fda31efee04aa6aa56348c89959b9f9d81ce619a905bfdb595c3	6817d087531d6fc3bbc09c702ab0e5e2bb7dc66faeb8e4c06dd446879e0b5a30	8d94e90c8280140e6b29b3e12b7bb97e4c3db080f710ea2531f9d21e69bfa513	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	cb3ad341b7bb3f6de0956745cdf3441b877ae0f91e04ed208b0c3d7e4df24f42	26d974423eaada5c1173aa21f74a658191acf12a0fd69d77060eced02fae7f0c	arms/05-forward-qwen38-2b-distill
6	2	forward	qwen38-4b-distill	balanced-text	5.25	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	1627.449	11.674713001759194	64	18814.824	3.3484235621869223	3.348423562187	0	0	true	2783446304	dec96e8cf2e11b613bb46513dec485377f9ca5a351e71712ee0e244f287c6790	fcea877d9a5af185104ac27c5007a49276298407d38b20615b2d98b5902c2980	208c41b217eb5c6383e4272e82e81b16c137fe98c7d7ce0584ac3b4f468032f2	f77f305a858468dbdd307402db0d95b0f9f17dd42bcfd409de4b29c20d22147c	c9db2f0fee442ac49bd9f61573347860dba857ccad48882afc4d25b95037064f	8b233473218dad40040bcbe16009ede336b2c3f837d4a96603f366fcd700ad6e	32c13bc2b2b4da8127c38bdce8556dea8e263777f353a0c55eafdeb3aecdd62f	a51ab3d552eec8b03dd2468f0ffb34c3368bf23b941552e405cdd9321f4b74fc	a34d1fe3758aa7b96e53b146e3a7afde59291e1319477aa814a7273b1259bdb6	9e0b9b96176ea1095d25d34dce1c82fe9686c87f0bf4aefd7e85768af4820e6e	3acfdba44b07ab98b4254f666134e11bc33e1cc95d91b480dd91cd2007b78a21	2f4e5730c75ee1b91f4a2e40d04e9092c48c1b59e3581a46e315d99fc1da8b82	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	1605a613f251c083c7dc1beabbf02989027f125f599c94d1346f1bc4a1d7c6b6	845e6f6593dea5df5f9079a705cd35de1fa76eee2422395a89b218e1f6168af5	arms/06-forward-qwen38-4b-distill
7	3	reverse	qwen38-4b-distill	balanced-text	5.25	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	1628.865	11.664563975528974	64	18848.681	3.342408946281175	3.342408946281	0	0	true	2783446304	dec96e8cf2e11b613bb46513dec485377f9ca5a351e71712ee0e244f287c6790	1e5ebebed0e313a53e75aff674ed3a918df404f528693712ed83ceaa6821ac9f	d381d51707a2b9057e9e91a4d48e0a7e45c6b7932e0c8ef724123c5ad00e360c	62ddf261fe1f8b79a97919e52a487bdde4848334b4ec5573d6b6f65ac563ccb8	51a64cc9dfafb788b9c6a5e120a56c4dddccd8d7c9d3c269c21d65d513df56be	228a71a4597a4af163ac2f0da3d69a4db24cfae5686d0b00b0d3ffcaf784bdaf	10af540bb6b97e508bb504ea030c6e5ed62c1c59e28a189c944b4bbafd65c8b7	92fc55b9d57ed9c5143b333a2965ae57d476214836840e1b41dd112e4553bd61	9170f800d764337550e8341fa200d21868245ca01e8745f0692aa1715e75caed	2ec39809f36e8a48e7da2c2e4bd924c952ba6f3ebc9fdf8ea5241c8646dda23a	15c57d64e26756e45da9537239554362dccd2f23c9b4024a34f8376db4c8af44	bbc56984a620ce5d05cf0c7ea4ae696e0d06ad5b88f77ced726996fc9b7b8f5b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	9e1156847891a08e08557e4feaaa60b23a333be5191e992d159cf6dcf87597d1	b8c2862c92bdbc174430996f2ebffaea674d6963e9768be62a6259b80d62eed2	arms/07-reverse-qwen38-4b-distill
8	3	reverse	qwen38-2b-distill	fast-text	10	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	666.901	28.489985770001844	64	6543.352	9.62809275735128	9.628092757351	0	0	true	1312164224	4aa0fb13c431514262f259d420ecc95a8714df58ac2a2384514e20b93983f0ff	ebcc9c425ac16102045e9d13a72234c78e7073af69dd845697356f39a9f7fbb1	95fefdda0b75d34a851ff71da2e7e28dc2aebef8e2d0461edd4292ee745427e1	947d0f69d2d26465642bf2959e3f2a5d0abb65fa0baeb6becbcabe4b8a3d996e	be87a5cc1a9930fe967cc5ce87e3e48392ae578592549f0dec17e06b5c7445fb	13d5f704346d19b2cf7a69439304416ef3f8783b75509fb8bd60c2e72f438999	bd4b87588f1608013a55c03318d71e9f21775c995a8478eb1ede5d189e6a68fe	44899c5a96014eebc712aa3c0dbdb14d1613125ab2429201c2b6a8fa5f21c1d0	1aacb0258a34e86b15c16160691f5ac1b40530b917dce83d21acf6bf667d0944	6d3cd85367ac87d0f1ef0d066e6bc44f46c26045466a626102b0ba8fe73bb9bf	f852e8730a2370828b6cb5505f14063e1c93288f6b09e56da139dc04456a5f86	5b9a51c9669f7c5ffbb70c047d469125ef79fb4b3400305edb89f31f92131ead	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	6a85750f0065ac6491925b078ce1f099eaa445158d69ae348a827b400236ca78	a70a9c3d3dbd0f19286f6708c098004953a3c734566b658af2f409caeee0012b	arms/08-reverse-qwen38-2b-distill
9	3	reverse	qwen35-08b	compact-text	20	unmet	8192	128	32	q8_0	q4_0	on	2	8192	low-async	19	288.239	65.91751983596946	64	3564.723	17.673182460460463	17.673182460460	0	0	true	833592096	37ae482d336108d23516fa35e8e0c4126688d81018b87178a18d752a1357814f	06b3443533745a0b1f6efc84f1e61a0df39baae7d525cd2c0f488b896af25386	47b6a9f41a4659b6c158e79c995bb14b56cc440fb6b8c00eefb93ce1bcf1948a	d07bbcc80edbbeb255d984589476bb723c9eaced524d2167d8f37559eec5add3	69d20e592025aa44b63a0d6eb95668478ffb59373d7e62eef04e9ec1fd381b38	85a8f4936ebf85901ecbe2d6e09a746241e4dcb626398e9e4314011025580ed7	84e9e4c98c76215c3b1d4d3a515bb31a5513864cb6d51025b0b35f74fdd24027	2eabe4fcf7387c615d69c19e32ba009cd04f47e39f9401136e113b32e6052712	ff95c71970676aa6fe64c6850e9a4a480470257f7e4d996536b521e01a132d12	791c8b63729d3e75964a92d52662d6c86bfe35e0207fcfb31017fd730dab24c5	3c9fd805fa38ba8253b28c4be1858b7974b459f6f152695d67aeefafd3bfa46c	e7c5aa660ec8fa2500d86f00481b2439ab9c2fc5863119b77be3b95dfdace344	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	2f061e10304b1850cef6bea3494c1c710daad7379bb667243eca670a8483ea02	59f9b96f2a5318550b90eedfce265fb48d01c74a78c9220029f4c9b8dd90275c	arms/09-reverse-qwen35-08b
10	4	reverse	qwen38-4b-distill	balanced-text	5.25	unmet	24576	128	32	q8_0	q4_0	on	2	8192	low-async	19	1624.224	11.69789388655752	64	18795.512	3.3518639981714786	3.351863998171	0	0	true	2783446304	dec96e8cf2e11b613bb46513dec485377f9ca5a351e71712ee0e244f287c6790	af00c7aea029e217e473dcf285148cc886babed1feed75f6db46f4d924d28a8d	cb8d27a0dad76795a0496e01fba57caa9932bd26cdbb11b7d145c73e2d466ca9	cc88b1c92431acd8178c583014f0c0c4b04e1137efbb2f46fe78d571520a616e	ba37fbc7e415b706780eac402d8515dd29b7a7e9524e71e0dabe3a10470f63fd	f9759a1cb391fd6e303f9518b7fa381c5b65c3e972d3b90e0f2057c34f8479f2	039dcff3d3f97116019c958eb17009bb66205ecb2aef0f865c1515e96e1e0f43	2e3a0ad45525dfb835db37f60753f4644bc20e55a300d21e6702403ea9867105	31b7424daf97851fba3081c27936ceeb5705cd88acb9e3186fe9bbcca836c29a	56861110d46e8abe3fa5565583dfec2decd90d90fd72f45de47f13c1c1775afb	ebf2d739bed51ff763172ccbf9092fc08dd23a308e330453fc08a9228bfe704d	b6e3e2e459f3cc1bcd38d2fc612ee0e266c2345b9756e695776fd0bf147f2696	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	311337b08fe1c162ed20fb7642812d90517bf381795bd8b7ee0e895fc5644714	5b9a9fe7789354bfa0bb6840a96a0c4ba7386a0b29aec48e72aa8d8b690c541f	e7b25229b27d60e8de525e6779e9a8061e75274b208556fe875264a1248cfe88	arms/10-reverse-qwen38-4b-distill
